Orthogroup	Osmia_lignaria	Anopheles_gambiae
OG0006480	XP_034177452.1	XP_315869.2
OG0006481	XP_034177859.1	XP_001237679.2
OG0006482	XP_034181028.1	XP_308442.4
OG0006483	XP_034190892.1	XP_308970.4
OG0006484	XP_034188882.1	XP_321463.5
OG0006485	XP_034172111.1	XP_320360.4
OG0006486	XP_034182259.1	XP_318146.2
OG0006487	XP_034176583.1	XP_320441.3
OG0006488	XP_034172225.1	XP_562540.3
OG0006490	XP_034173482.1	XP_319463.4
OG0006491	XP_034173642.1	XP_311076.5
OG0006492	XP_034194378.1	XP_309174.2
OG0006493	XP_034179886.1	XP_313416.4
OG0006494	XP_034189123.1	XP_321886.5
OG0006495	XP_034194227.1	XP_319720.4
OG0006496	XP_034185408.1	XP_321614.4
OG0006497	XP_034191257.1	XP_001689355.2
OG0006498	XP_034187038.1	XP_001237621.1
OG0006499	XP_034176558.1	XP_320545.3
OG0006500	XP_034194358.1	XP_552696.3
OG0006501	XP_034173607.1	XP_556035.3
OG0006502	XP_034190793.1	XP_560368.3
OG0006503	XP_034178370.1	XP_309245.5
OG0006504	XP_034173740.1	XP_001688640.1
OG0006505	XP_034191037.1	XP_317355.4, XP_317356.3
OG0006506	XP_034175518.1	XP_312333.3
OG0006507	XP_034173138.1	XP_003436004.1, XP_321040.4
OG0006508	XP_034186033.1	XP_316682.4
OG0006509	XP_034178949.1	XP_309677.5
OG0006510	XP_034177585.1	XP_316657.3
OG0006511	XP_034195482.1	XP_319387.4
OG0006512	XP_034186980.1	XP_311738.5
OG0006513	XP_034186860.1	XP_001230836.2
OG0006514	XP_034176613.1	XP_003435968.1, XP_321162.5
OG0006515	XP_034179673.1	XP_310728.5, XP_003436978.1
OG0006516	XP_034174267.1	XP_311420.4
OG0006517	XP_034186672.1	XP_309247.3
OG0006518	XP_034194512.1	XP_556653.3
OG0006519	XP_034188476.1	XP_307804.4
OG0006520	XP_034193280.1	XP_312209.4
OG0006521	XP_034192457.1	XP_317814.4
OG0006522	XP_034181084.1	XP_311309.5
OG0006523	XP_034184239.1	XP_319447.2
OG0006524	XP_034173646.1	XP_001689029.1
OG0006525	XP_034189262.1	XP_320986.2
OG0006526	XP_034194218.1	XP_322005.5
OG0006527	XP_034173741.1	XP_003436937.1, XP_566191.4
OG0006528	XP_034184062.1	XP_309160.5
OG0006530	XP_034171319.1	XP_311021.5
OG0006532	XP_034183533.1	XP_315591.4
OG0006533	XP_034187461.1	XP_307497.3, XP_314269.3
OG0006534	XP_034188660.1	XP_312104.5
OG0006535	XP_034177242.1	XP_311521.3
OG0006536	XP_034177375.1	XP_308373.4, XP_001687911.1
OG0006537	XP_034190582.1	XP_558461.2, XP_313950.4
OG0006538	XP_034183467.1	XP_319661.4
OG0006539	XP_034178904.1	XP_566106.4
OG0006540	XP_034171983.1	XP_314800.4
OG0006541	XP_034172865.1	XP_313411.2
OG0006543	XP_034186824.1	XP_318647.4
OG0006544	XP_034174901.1	XP_559348.4, XP_003437073.1
OG0006545	XP_034190551.1	XP_309571.4
OG0006546	XP_034174765.1	XP_308602.4
OG0006547	XP_034174449.1	XP_563662.3
OG0006548	XP_034184944.1	XP_317101.3
OG0006549	XP_034177504.1	XP_311020.4
OG0006551	XP_034194646.1	XP_310533.5
OG0006552	XP_034192026.1	XP_319760.4
OG0006553	XP_034172898.1	XP_306959.4, XP_321030.5
OG0006554	XP_034181746.1	XP_308391.3
OG0006555	XP_034194138.1	XP_313633.4, XP_003436791.1
OG0006556	XP_034190256.1	XP_321946.4
OG0006558	XP_034188427.1	XP_315425.4
OG0006559	XP_034182579.1	XP_307835.4, XP_310102.4
OG0006560	XP_034182209.1	XP_562222.4
OG0006561	XP_034187745.1	XP_318955.3
OG0006562	XP_034174859.1	XP_001230898.1
OG0006563	XP_034176635.1	XP_001689302.1
OG0006565	XP_034177384.1	XP_312014.5
OG0006566	XP_034171166.1	XP_565482.2, XP_001688154.1
OG0006568	XP_034174585.1	XP_317070.4
OG0006570	XP_034177739.1	XP_315786.4
OG0006571	XP_034184639.1	XP_319960.4
OG0006573	XP_034196317.1	XP_315933.3
OG0006574	XP_034190748.1	XP_319836.3
OG0006576	XP_034189024.1	XP_563067.4
OG0006577	XP_034171076.1	XP_310268.7
OG0006579	XP_034175547.1	XP_554796.1
OG0006580	XP_034183574.1	XP_307243.2, XP_313190.5
OG0006581	XP_034179745.1	XP_001237728.2
OG0006582	XP_034170850.1	XP_562070.4, XP_313607.4
OG0006583	XP_034182779.1	XP_319115.4
OG0006585	XP_034177448.1	XP_001689229.1
OG0006586	XP_034186090.1	XP_316374.4
OG0006587	XP_034177020.1	XP_316380.2
OG0006588	XP_034182384.1	XP_310896.5
OG0006589	XP_034185967.1	XP_552179.3
OG0006590	XP_034189382.1	XP_320073.4
OG0006591	XP_034181270.1	XP_312592.4
OG0006592	XP_034174817.1	XP_318951.3
OG0006593	XP_034176102.1	XP_310590.3
OG0006594	XP_034192872.1	XP_314132.4
OG0006595	XP_034185769.1	XP_315117.4
OG0006596	XP_034185592.1	XP_308198.5
OG0006597	XP_034180302.1	XP_310498.5
OG0006598	XP_034195410.1	XP_563334.4
OG0006599	XP_034193923.1	XP_310737.5
OG0006600	XP_034186489.1	XP_317590.4
OG0006601	XP_034189574.1	XP_312126.5
OG0006602	XP_034187159.1	XP_003435771.1, XP_321957.3
OG0006603	XP_034190712.1	XP_563445.4
OG0006604	XP_034189848.1	XP_556379.3
OG0006605	XP_034184790.1	XP_001238256.1
OG0006606	XP_034185279.1, XP_034185222.1	XP_312586.5
OG0006607	XP_034182612.1	XP_308635.4
OG0006608	XP_034176405.1	XP_559663.4
OG0006609	XP_034177749.1	XP_309606.5
OG0006610	XP_034180847.1	XP_559175.3
OG0006611	XP_034177760.1	XP_319457.4
OG0006612	XP_034184655.1	XP_307137.2
OG0006614	XP_034179244.1	XP_321544.1, XP_003435880.1
OG0006615	XP_034187592.1	XP_319698.3
OG0006616	XP_034178829.1	XP_315894.2
OG0006617	XP_034182069.1	XP_319576.4
OG0006618	XP_034192870.1	XP_314274.5
OG0006619	XP_034187810.1	XP_313360.3
OG0006621	XP_034186707.1	XP_562267.4, XP_003436830.1
OG0006623	XP_034184403.1	XP_319185.3, XP_560906.4
OG0006624	XP_034172532.1	XP_308189.4
OG0006625	XP_034181350.1	XP_317755.3
OG0006626	XP_034172556.1	XP_319225.4
OG0006627	XP_034179839.1	XP_003435808.1, XP_551520.3
OG0006628	XP_034187760.1	XP_311287.5
OG0006629	XP_034173708.1	XP_309873.2
OG0006630	XP_034173659.1	XP_319865.4
OG0006631	XP_034173818.1	XP_319921.4
OG0006632	XP_034177575.1	XP_318631.4
OG0006633	XP_034194734.1, XP_034194799.1	XP_312524.5
OG0006634	XP_034183039.1	XP_308593.4
OG0006635	XP_034190192.1	XP_310224.3, XP_001230739.1
OG0006637	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1	XP_001688647.1
OG0006638	XP_034192016.1	XP_319519.4
OG0006639	XP_034189361.1	XP_003436950.1, XP_310869.5
OG0006640	XP_034187377.1	XP_313026.4
OG0006641	XP_034171371.1	XP_308355.3, XP_001687903.1
OG0006642	XP_034176768.1	XP_001230358.1, XP_314285.4
OG0006643	XP_034193681.1	XP_314899.3
OG0006644	XP_034182796.1	XP_001688763.1, XP_316007.4
OG0006645	XP_034183482.1	XP_553427.3
OG0006646	XP_034172615.1	XP_551765.3
OG0006647	XP_034177220.1	XP_003436275.1
OG0006648	XP_034178833.1	XP_315893.3
OG0006649	XP_034186981.1	XP_312669.5, XP_003436085.1
OG0006650	XP_034179055.1	XP_003437040.1
OG0006652	XP_034172662.1	XP_566417.4
OG0006653	XP_034173609.1	XP_318424.4
OG0006654	XP_034172743.1	XP_313453.5
OG0006655	XP_034187820.1	XP_312572.5
OG0006656	XP_034189818.1	XP_308394.4
OG0006657	XP_034194279.1	XP_309759.4
OG0006658	XP_034178989.1	XP_314067.3
OG0006659	XP_034174491.1	XP_315983.2
OG0006660	XP_034184081.1	XP_309341.4
OG0006661	XP_034194769.1, XP_034194018.1	XP_311944.4
OG0006662	XP_034195369.1	XP_318518.4
OG0006663	XP_034191772.1	XP_310293.3
OG0006665	XP_034191792.1	XP_311375.4
OG0006666	XP_034194050.1	XP_318055.4
OG0006667	XP_034181144.1	XP_555063.3
OG0006668	XP_034193630.1	XP_311149.3
OG0006669	XP_034185431.1	XP_311601.4
OG0006670	XP_034172889.1	XP_563913.5
OG0006671	XP_034172324.1	XP_310883.5, XP_003436947.1
OG0006672	XP_034185986.1	XP_310328.7
OG0006673	XP_034193297.1, XP_034193294.1	XP_312976.5
OG0006674	XP_034179311.1	XP_312851.3
OG0006676	XP_034188557.1, XP_034188559.1	XP_315867.3
OG0006677	XP_034183576.1	XP_310357.3
OG0006678	XP_034174115.1, XP_034174114.1	XP_308488.4
OG0006679	XP_034188324.1	XP_001237215.2
OG0006680	XP_034171298.1	XP_320281.4
OG0006681	XP_034185857.1	XP_311957.5
OG0006683	XP_034181820.1	XP_313566.5
OG0006684	XP_034175742.1	XP_001687868.1, XP_308219.4
OG0006685	XP_034193963.1	XP_320843.4
OG0006686	XP_034179663.1	XP_312413.4
OG0006687	XP_034178045.1	XP_309994.3
OG0006689	XP_034178709.1	XP_309563.4
OG0006690	XP_034182680.1	XP_318619.4
OG0006691	XP_034178862.1	XP_312595.5, XP_312598.4
OG0006692	XP_034185622.1, XP_034184613.1	XP_320319.4
OG0006693	XP_034174987.1, XP_034174983.1	XP_320012.4
OG0006694	XP_034175674.1	XP_306324.3, XP_003436484.1
OG0006695	XP_034186176.1	XP_321270.5
OG0006696	XP_034182833.1	XP_308777.4
OG0006698	XP_034184022.1, XP_034184020.1	XP_551101.3
OG0006699	XP_034186762.1	XP_001238168.1, XP_311885.3
OG0006700	XP_034181661.1	XP_319886.4
OG0006701	XP_034187520.1	XP_001238217.1
OG0006702	XP_034196630.1	XP_309521.4
OG0006703	XP_034190882.1	XP_315842.3
OG0006704	XP_034172799.1	XP_320139.3
OG0006705	XP_034188914.1	XP_001689030.1
OG0006706	XP_034178802.1	XP_555988.2
OG0006707	XP_034195025.1	XP_306780.4, XP_319297.4
OG0006708	XP_034187880.1	XP_311171.2
OG0006709	XP_034180787.1	XP_319247.1
OG0006710	XP_034181919.1	XP_320934.4
OG0006711	XP_034192645.1, XP_034192644.1	XP_313623.5
OG0006713	XP_034173764.1, XP_034173763.1	XP_307638.3, XP_315226.3
OG0006714	XP_034178886.1	XP_313663.5
OG0006715	XP_034186531.1	XP_308222.4
OG0006716	XP_034173821.1	XP_308324.3
OG0006717	XP_034191640.1	XP_315695.4
OG0006718	XP_034186582.1	XP_001688861.1, XP_001688863.1, XP_316415.4
OG0006719	XP_034180389.1	XP_308677.4
OG0006720	XP_034172830.1	XP_308982.4
OG0006721	XP_034183130.1	XP_308575.4
OG0006722	XP_034182103.1	XP_316315.4
OG0006723	XP_034173146.1	XP_314091.4
OG0006724	XP_034184885.1	XP_001687969.2
OG0006725	XP_034185083.1, XP_034185082.1	XP_319593.4
OG0006726	XP_034178029.1	XP_319094.3
OG0006727	XP_034187372.1, XP_034187371.1	XP_001238148.2
OG0006728	XP_034170942.1	XP_003437053.1, XP_311188.5
OG0006729	XP_034182943.1	XP_314789.4
OG0006731	XP_034175821.1, XP_034175822.1, XP_034175820.1	XP_317335.2
OG0006732	XP_034178191.1	XP_319743.3
OG0006733	XP_034173118.1	XP_553768.3
OG0006734	XP_034176516.1	XP_310126.4
OG0006735	XP_034188466.1	XP_316836.5
OG0006736	XP_034173104.1	XP_318816.4
OG0006738	XP_034181970.1, XP_034181973.1	XP_307868.4
OG0006739	XP_034171051.1	XP_001689012.1
OG0006740	XP_034177776.1	XP_309313.4
OG0006741	XP_034178839.1	XP_003437006.1, XP_310609.4, XP_003437007.1
OG0006742	XP_034175415.1	XP_563692.3
OG0006745	XP_034179304.1	XP_312520.4
OG0006746	XP_034171289.1	XP_320491.4
OG0006747	XP_034179153.1	XP_307904.5
OG0006749	XP_034173082.1	XP_317813.4
OG0006750	XP_034191287.1	XP_561078.5, XP_312885.5
OG0006751	XP_034178527.1	XP_003435755.1, XP_322019.5
OG0006752	XP_034182930.1	XP_309890.4, XP_307079.4, XP_309887.4
OG0006753	XP_034194035.1	XP_001230813.2
OG0006754	XP_034193724.1, XP_034193723.1	XP_312563.4
OG0006757	XP_034171718.1	XP_003435718.1
OG0006759	XP_034182780.1	XP_555903.4
OG0006798	XP_034183145.1	XP_309749.4
OG0006799	XP_034196408.1	XP_310207.3
OG0006800	XP_034188299.1	XP_319038.4
OG0006801	XP_034174206.1	XP_559226.2
OG0006802	XP_034172962.1	XP_318388.2
OG0006803	XP_034194187.1	XP_316594.2
OG0006804	XP_034181225.1	XP_550819.1
OG0006805	XP_034178131.1	XP_321584.5
OG0006806	XP_034187902.1	XP_310431.5
OG0006807	XP_034192072.1	XP_319443.3
OG0006808	XP_034187429.1	XP_317632.3
OG0006809	XP_034180464.1	XP_309508.3
OG0006810	XP_034193433.1	XP_312426.2
OG0006811	XP_034192356.1	XP_318643.3
OG0006812	XP_034176496.1	XP_312889.2
OG0006813	XP_034180388.1	XP_001687809.1, XP_309831.4
OG0006814	XP_034180918.1	XP_321389.2
OG0006815	XP_034178239.1	XP_319471.3
OG0006816	XP_034176098.1	XP_317417.3
OG0006818	XP_034181702.1	XP_315392.3
OG0006819	XP_034188760.1	XP_322023.2
OG0006820	XP_034184814.1	XP_318678.2
OG0006821	XP_034183662.1	XP_308804.2
OG0006822	XP_034189637.1	XP_320796.3
OG0006823	XP_034194063.1	XP_315881.3
OG0006824	XP_034192653.1	XP_312551.1
OG0006825	XP_034180168.1	XP_318676.3
OG0006826	XP_034186787.1	XP_321467.4
OG0006827	XP_034193434.1	XP_318687.4
OG0006828	XP_034179239.1	XP_311759.5
OG0006829	XP_034172545.1	XP_314290.2
OG0006830	XP_034173691.1	XP_312922.4
OG0006831	XP_034180863.1	XP_308803.4
OG0006832	XP_034172046.1	XP_309401.4
OG0006833	XP_034192141.1	XP_314297.3
OG0006834	XP_034170831.1	XP_001688182.1
OG0006835	XP_034190522.1	XP_320178.2
OG0006836	XP_034174868.1	XP_314877.2
OG0006838	XP_034188790.1	XP_310515.2
OG0006839	XP_034185709.1	XP_308297.3
OG0006840	XP_034179152.1	XP_001230863.2
OG0006841	XP_034195114.1	XP_312567.3
OG0006842	XP_034174372.1	XP_308019.4
OG0006843	XP_034193665.1	XP_320254.2
OG0006844	XP_034189855.1	XP_318245.2
OG0006845	XP_034184796.1	XP_308936.4
OG0006846	XP_034182061.1	XP_001237112.2
OG0006847	XP_034173088.1	XP_315096.4
OG0006848	XP_034183498.1	XP_310655.5
OG0006849	XP_034186402.1	XP_001238318.2
OG0006850	XP_034172276.1	XP_309484.3
OG0006851	XP_034172322.1	XP_321485.5
OG0006852	XP_034180583.1	XP_313763.2
OG0006853	XP_034192035.1	XP_315868.2
OG0006854	XP_034178943.1	XP_321477.2
OG0006855	XP_034186729.1	XP_317641.2
OG0006856	XP_034173608.1	XP_001688103.1
OG0006857	XP_034186866.1	XP_307966.3
OG0006858	XP_034186147.1	XP_316680.3
OG0006859	XP_034191773.1	XP_317733.3
OG0006860	XP_034180686.1	XP_311473.3
OG0006862	XP_034182269.1	XP_309756.4
OG0006863	XP_034196021.1	XP_311496.3
OG0006864	XP_034175196.1, XP_034175195.1	XP_308669.2
OG0006865	XP_034176238.1	XP_315787.4
OG0006866	XP_034179591.1	XP_003437090.1, XP_311283.5
OG0006867	XP_034187346.1	XP_316784.4
OG0006868	XP_034194746.1	XP_318884.4
OG0006869	XP_034180755.1	XP_001237757.1
OG0006870	XP_034178843.1	XP_309058.3
OG0006871	XP_034194971.1	XP_315939.2
OG0006872	XP_034172656.1	XP_319979.4
OG0006874	XP_034190345.1	XP_309148.5
OG0006875	XP_034175523.1	XP_556725.3
OG0006876	XP_034189567.1	XP_316317.4
OG0006877	XP_034196688.1	XP_318880.4
OG0006878	XP_034175371.1	XP_312214.4
OG0006879	XP_034179829.1	XP_554756.3
OG0006881	XP_034184455.1	XP_312794.3
OG0006882	XP_034176808.1	XP_319892.4
OG0006884	XP_034171573.1	XP_319011.4
OG0006885	XP_034176095.1	XP_317849.4
OG0006886	XP_034190670.1	XP_310380.2
OG0006887	XP_034171501.1	XP_314711.4
OG0006888	XP_034192087.1	XP_315900.2
OG0006890	XP_034189670.1	XP_319830.2
OG0006891	XP_034174849.1	XP_311467.3
OG0006892	XP_034173022.1	XP_308945.4
OG0006893	XP_034175359.1	XP_316859.4
OG0006894	XP_034171204.1	XP_316297.4
OG0006895	XP_034185490.1	XP_310117.3
OG0006896	XP_034177787.1	XP_317628.1
OG0006897	XP_034179874.1	XP_312998.4
OG0006898	XP_034181924.1	XP_317654.4
OG0006899	XP_034192352.1	XP_320753.4
OG0006900	XP_034183889.1	XP_320085.4
OG0006901	XP_034176741.1	XP_319827.2
OG0006902	XP_034176580.1	XP_319816.4
OG0006903	XP_034182199.1	XP_312105.2
OG0006904	XP_034178404.1	XP_309936.2
OG0006905	XP_034172605.1	XP_561529.3, XP_313923.3
OG0006906	XP_034176975.1	XP_315631.3
OG0006907	XP_034181901.1	XP_320232.4
OG0006908	XP_034187488.1	XP_003436976.1, XP_001237305.3
OG0006909	XP_034192023.1	XP_308695.4
OG0006910	XP_034173722.1	XP_315220.5
OG0006911	XP_034180201.1	XP_320701.2
OG0006912	XP_034187530.1	XP_319828.3
OG0006913	XP_034180955.1	XP_312391.5
OG0006914	XP_034173492.1	XP_308657.2
OG0006915	XP_034172511.1	XP_001688892.1
OG0006916	XP_034174441.1	XP_318835.4
OG0006917	XP_034175110.1	XP_311882.5
OG0006918	XP_034176816.1	XP_309056.3
OG0006919	XP_034187030.1	XP_317515.4
OG0006920	XP_034196049.1	XP_313789.5
OG0006921	XP_034179847.1	XP_311234.5
OG0006922	XP_034179584.1	XP_315043.4
OG0006923	XP_034183523.1	XP_321856.5
OG0006924	XP_034190668.1	XP_308268.3
OG0006925	XP_034173872.1	XP_313154.4
OG0006927	XP_034178140.1	XP_315413.3
OG0006928	XP_034187942.1	XP_563754.3
OG0006929	XP_034184859.1	XP_319554.4
OG0006930	XP_034184417.1	XP_310702.5
OG0006931	XP_034193216.1	XP_321039.5
OG0006932	XP_034193548.1	XP_314924.3
OG0006933	XP_034182448.1	XP_316230.4
OG0006935	XP_034179759.1	XP_314018.2
OG0006937	XP_034193946.1	XP_310253.6
OG0006938	XP_034174027.1	XP_317575.3
OG0006940	XP_034180357.1	XP_319634.4
OG0006941	XP_034180084.1	XP_001688687.1
OG0006942	XP_034175554.1	XP_318626.4
OG0006943	XP_034183878.1	XP_318802.4
OG0006944	XP_034181982.1	XP_321196.5
OG0006945	XP_034184514.1	XP_316830.5
OG0006946	XP_034178589.1	XP_320720.3
OG0006948	XP_034191881.1	XP_314144.2
OG0006949	XP_034175792.1	XP_317493.4
OG0006950	XP_034193647.1	XP_313695.5
OG0006951	XP_034187240.1	XP_307858.3
OG0006952	XP_034181067.1	XP_319981.3
OG0006953	XP_034179137.1	XP_313053.5
OG0006954	XP_034172703.1	XP_308716.2
OG0006955	XP_034189817.1	XP_310400.3
OG0006956	XP_034173962.1	XP_314013.1
OG0006957	XP_034172402.1	XP_313972.3
OG0006959	XP_034170943.1	XP_315948.4
OG0006960	XP_034196019.1	XP_308558.3
OG0006961	XP_034193770.1	XP_308347.1
OG0006962	XP_034173673.1	XP_318051.4
OG0006963	XP_034192932.1, XP_034192933.1	XP_319588.4
OG0006967	XP_034174284.1	XP_309061.4
OG0006968	XP_034195234.1	XP_314572.4
OG0006969	XP_034185511.1	XP_003435802.1
OG0006970	XP_034191575.1	XP_001237853.2
OG0006971	XP_034190642.1	XP_318402.5
OG0006972	XP_034181031.1	XP_317169.2
OG0006973	XP_034181767.1	XP_310613.2
OG0006974	XP_034180369.1	XP_321248.5
OG0006975	XP_034180355.1	XP_312142.5
OG0006976	XP_034174980.1	XP_565171.3
OG0006979	XP_034178217.1	XP_319137.4
OG0006980	XP_034182921.1	XP_001238556.3
OG0006981	XP_034175857.1	XP_001689038.1
OG0006982	XP_034175669.1	XP_316120.4
OG0006983	XP_034189865.1	XP_315744.4
OG0006984	XP_034173592.1	XP_309338.4
OG0006985	XP_034174616.1	XP_308256.3
OG0006986	XP_034173242.1	XP_555462.3
OG0006987	XP_034189029.1	XP_308210.3
OG0006988	XP_034177327.1	XP_317573.3
OG0006989	XP_034188499.1	XP_551404.1
OG0006990	XP_034174705.1	XP_317545.4
OG0006991	XP_034194756.1	XP_308647.4
OG0006992	XP_034172148.1	XP_315935.4
OG0006993	XP_034187026.1	XP_319418.4
OG0006994	XP_034177150.1	XP_315384.3
OG0006995	XP_034183037.1, XP_034183036.1	XP_321074.5
OG0006996	XP_034191502.1	XP_001687782.2
OG0006998	XP_034192942.1	XP_313672.5
OG0006999	XP_034183243.1	XP_312926.5
OG0007001	XP_034179088.1	XP_308299.2
OG0007002	XP_034174699.1	XP_315477.2
OG0007003	XP_034177513.1	XP_312244.5
OG0007004	XP_034187600.1	XP_313776.4
OG0007005	XP_034191879.1	XP_310993.5
OG0007006	XP_034176997.1	XP_312412.4
OG0007007	XP_034187267.1	XP_316782.3
OG0007008	XP_034178050.1	XP_001689354.1
OG0007009	XP_034173701.1	XP_317543.4
OG0007010	XP_034195374.1	XP_310539.4
OG0007012	XP_034174539.1	XP_313920.4
OG0007013	XP_034174864.1	XP_315851.4
OG0007014	XP_034188650.1	XP_310958.5
OG0007015	XP_034181530.1	XP_321966.5
OG0007016	XP_034174082.1	XP_312887.5
OG0007017	XP_034181072.1	XP_318573.3
OG0007018	XP_034175958.1	XP_318286.5
OG0007020	XP_034178912.1	XP_313346.3
OG0007021	XP_034182250.1	XP_320870.3
OG0007022	XP_034172349.1	XP_307942.5
OG0007023	XP_034177651.1	XP_311352.5
OG0007024	XP_034181274.1	XP_309799.4
OG0007025	XP_034187757.1	XP_321935.4
OG0007026	XP_034183487.1	XP_321225.3
OG0007027	XP_034190539.1	XP_320530.4
OG0007028	XP_034172200.1	XP_309038.2
OG0007029	XP_034193106.1	XP_321283.5
OG0007030	XP_034180078.1	XP_312161.3
OG0007031	XP_034192241.1	XP_319111.4
OG0007033	XP_034194772.1	XP_001237863.2
OG0007034	XP_034179473.1	XP_313094.4
OG0007035	XP_034195104.1	XP_317779.3
OG0007036	XP_034179286.1	XP_308273.4
OG0007037	XP_034186245.1, XP_034186246.1	XP_003436665.1, XP_318390.5
OG0007038	XP_034178880.1	XP_315595.3
OG0007039	XP_034180311.1	XP_315056.4
OG0007040	XP_034189655.1	XP_314733.4
OG0007041	XP_034188082.1	XP_312938.4
OG0007042	XP_034183974.1	XP_003436141.1
OG0007043	XP_034185811.1	XP_316670.4
OG0007044	XP_034174910.1	XP_314072.3
OG0007045	XP_034191095.1	XP_307889.3
OG0007046	XP_034195688.1	XP_320818.4
OG0007047	XP_034192055.1	XP_319108.4
OG0007049	XP_034171466.1	XP_308469.4
OG0007050	XP_034173311.1	XP_316513.4
OG0007051	XP_034186704.1	XP_314341.1
OG0007052	XP_034182812.1	XP_308556.3
OG0007053	XP_034187317.1	XP_313113.4
OG0007054	XP_034193258.1	XP_320188.4
OG0007055	XP_034192413.1	XP_313909.4
OG0007056	XP_034179429.1	XP_311936.4
OG0007057	XP_034178919.1	XP_001688190.1
OG0007058	XP_034188953.1	XP_320533.4
OG0007060	XP_034176426.1	XP_318050.4
OG0007061	XP_034188521.1	XP_318376.5
OG0007062	XP_034173493.1	XP_321316.4, XP_309120.4
OG0007063	XP_034178835.1	XP_320546.4
OG0007064	XP_034172848.1	XP_309901.3
OG0007065	XP_034193518.1	XP_311147.5
OG0007066	XP_034190045.1	XP_317566.4
OG0007067	XP_034186719.1	XP_320877.4
OG0007068	XP_034190448.1	XP_320057.3
OG0007070	XP_034173981.1	XP_316104.4
OG0007071	XP_034181965.1	XP_319165.3
OG0007072	XP_034175151.1	XP_315050.2
OG0007073	XP_034180079.1	XP_315362.4
OG0007074	XP_034192890.1	XP_317065.3
OG0007075	XP_034175843.1	XP_311136.2, XP_001238542.2
OG0007076	XP_034183568.1	XP_551799.2
OG0007077	XP_034193618.1	XP_313299.1
OG0007078	XP_034185181.1	XP_319140.3
OG0007080	XP_034180833.1	XP_321598.5
OG0007081	XP_034181305.1	XP_319486.4
OG0007082	XP_034189963.1	XP_315910.3
OG0007083	XP_034179732.1	XP_310152.4
OG0007084	XP_034171544.1	XP_551659.3
OG0007086	XP_034190193.1	XP_308573.4
OG0007087	XP_034174021.1	XP_313306.5
OG0007088	XP_034185256.1	XP_321706.5
OG0007089	XP_034172676.1	XP_320470.4
OG0007090	XP_034174117.1	XP_313806.5
OG0007091	XP_034188601.1	XP_001689007.1
OG0007092	XP_034182982.1	XP_314552.2
OG0007094	XP_034184120.1	XP_320768.4
OG0007095	XP_034182283.1	XP_310668.5
OG0007096	XP_034182253.1	XP_311867.4
OG0007097	XP_034178849.1	XP_001687824.2
OG0007098	XP_034173153.1	XP_319643.4
OG0007099	XP_034190606.1	XP_319936.4
OG0007100	XP_034181141.1	XP_312182.5
OG0007102	XP_034174826.1	XP_558349.4
OG0007103	XP_034194413.1	XP_321631.5
OG0007104	XP_034180939.1	XP_315644.3
OG0007105	XP_034177047.1	XP_308014.5
OG0007106	XP_034195461.1	XP_316001.4
OG0007107	XP_034196337.1	XP_001689008.1
OG0007109	XP_034187064.1	XP_317984.3
OG0007110	XP_034173887.1	XP_318486.5
OG0007111	XP_034182284.1	XP_001689319.2
OG0007112	XP_034188462.1	XP_315635.2
OG0007113	XP_034172566.1	XP_321679.3
OG0007115	XP_034185318.1	XP_309360.3
OG0007116	XP_034188553.1	XP_315554.3
OG0007117	XP_034187793.1	XP_320413.3
OG0007118	XP_034176690.1	XP_315790.3
OG0007119	XP_034180921.1	XP_320740.4
OG0007120	XP_034179603.1	XP_312908.4
OG0007121	XP_034183175.1	XP_313091.4
OG0007122	XP_034186913.1	XP_317120.3
OG0007123	XP_034194242.1	XP_308497.4
OG0007124	XP_034189751.1	XP_311865.4
OG0007125	XP_034188905.1	XP_308338.4
OG0007126	XP_034190832.1	XP_315991.4
OG0007127	XP_034180994.1	XP_319629.4
OG0007128	XP_034172559.1	XP_309181.5
OG0007129	XP_034186329.1	XP_320408.4
OG0007130	XP_034173674.1	XP_319365.4
OG0007131	XP_034184527.1	XP_314852.3
OG0007132	XP_034191482.1	XP_314729.4
OG0007133	XP_034190044.1	XP_313158.3
OG0007134	XP_034188963.1	XP_317136.4
OG0007135	XP_034182785.1	XP_309937.4
OG0007136	XP_034173948.1	XP_308188.4
OG0007137	XP_034191752.1	XP_313303.5
OG0007138	XP_034173321.1	XP_308400.4
OG0007139	XP_034178474.1	XP_319040.3
OG0007140	XP_034193457.1	XP_315659.1
OG0007141	XP_034177966.1	XP_315089.3
OG0007142	XP_034172810.1	XP_315374.4
OG0007143	XP_034191471.1	XP_311995.4
OG0007144	XP_034183068.1	XP_310410.3
OG0007145	XP_034180407.1	XP_320056.4
OG0007146	XP_034185151.1	XP_322018.5
OG0007147	XP_034180837.1	XP_308802.3
OG0007148	XP_034196659.1	XP_312549.3
OG0007149	XP_034183928.1	XP_310217.4
OG0007150	XP_034179893.1	XP_320697.4
OG0007151	XP_034182967.1	XP_317372.3
OG0007152	XP_034193120.1	XP_319449.3
OG0007153	XP_034192234.1	XP_316190.3
OG0007154	XP_034174909.1	XP_319107.3
OG0007155	XP_034186767.1	XP_312850.5
OG0007156	XP_034185493.1	XP_316798.3
OG0007158	XP_034176232.1	XP_308381.4
OG0007159	XP_034178515.1	XP_320074.4
