Orthogroup	Osmia_lignaria	Dufourea_novaeangliae
OG0006216	XP_034176366.1	XP_015429938.1
OG0006217	XP_034175823.1	XP_015437041.1
OG0006218	XP_034189625.1	XP_015438510.1
OG0006219	XP_034180145.1	XP_015439106.1
OG0006220	XP_034186224.1	XP_015440425.1
OG0006221	XP_034175615.1	XP_015429684.1
OG0006222	XP_034190950.1	XP_015432125.1
OG0006223	XP_034171530.1	XP_015429115.1
OG0006224	XP_034187376.1	XP_015439275.1
OG0006225	XP_034185520.1	XP_015436560.1
OG0006226	XP_034180164.1	XP_015436488.1
OG0006227	XP_034186875.1	XP_015432151.1
OG0006228	XP_034183481.1	XP_015438572.1
OG0006229	XP_034182401.1	XP_015435909.1
OG0006230	XP_034180441.1	XP_015435232.1
OG0006231	XP_034173309.1	XP_015432900.1
OG0006232	XP_034181291.1	XP_015435105.1
OG0006233	XP_034189326.1	XP_015434947.1
OG0006234	XP_034195826.1	XP_015437164.1
OG0006235	XP_034184286.1	XP_015436099.1
OG0006236	XP_034179178.1	XP_015438173.1
OG0006237	XP_034177592.1	XP_015440105.1
OG0006238	XP_034195813.1	XP_015440387.1
OG0006239	XP_034179994.1	XP_015430228.1
OG0006240	XP_034193229.1	XP_015434561.1
OG0006241	XP_034183884.1	XP_015438533.1
OG0006242	XP_034190370.1	XP_015430433.1
OG0006243	XP_034176255.1	XP_015437303.1
OG0006244	XP_034179669.1	XP_015439377.1
OG0006245	XP_034191835.1	XP_015434079.1
OG0006246	XP_034179225.1	XP_015437985.1
OG0006247	XP_034170932.1	XP_015429095.1
OG0006248	XP_034193981.1	XP_015434896.1
OG0006250	XP_034180000.1	XP_015432599.1
OG0006251	XP_034186213.1	XP_015437249.1
OG0006252	XP_034189887.1	XP_015434563.1
OG0006253	XP_034176928.1	XP_015439833.1
OG0006254	XP_034182710.1	XP_015434256.1
OG0006255	XP_034192094.1	XP_015439107.1
OG0006256	XP_034175296.1	XP_015428389.1
OG0006257	XP_034172356.1	XP_015432923.1
OG0006258	XP_034178466.1	XP_015436855.1
OG0006259	XP_034171437.1	XP_015433754.1
OG0006260	XP_034171113.1	XP_015433557.1
OG0006261	XP_034191573.1	XP_015438949.1
OG0006262	XP_034188772.1	XP_015434983.1
OG0006263	XP_034190779.1	XP_015429997.1
OG0006264	XP_034188078.1	XP_015429514.1
OG0006265	XP_034188494.1	XP_015434264.1
OG0006266	XP_034187935.1	XP_015429270.1
OG0006267	XP_034184802.1	XP_015430526.1
OG0006268	XP_034191228.1	XP_015432134.1
OG0006269	XP_034171949.1	XP_015437883.1
OG0006270	XP_034189085.1	XP_015433973.1
OG0006271	XP_034175809.1	XP_015440473.1
OG0006272	XP_034187335.1	XP_015431736.1
OG0006273	XP_034191077.1	XP_015430321.1
OG0006274	XP_034191696.1	XP_015431137.1
OG0006275	XP_034184123.1	XP_015436248.1
OG0006276	XP_034184407.1	XP_015431167.1
OG0006277	XP_034179090.1	XP_015439315.1
OG0006278	XP_034171565.1	XP_015434548.1
OG0006279	XP_034184998.1	XP_015435660.1
OG0006280	XP_034189626.1	XP_015433868.1
OG0006281	XP_034171132.1	XP_015429143.1
OG0006282	XP_034187838.1	XP_015433757.1
OG0006283	XP_034174862.1	XP_015430779.1
OG0006284	XP_034194270.1	XP_015429355.1
OG0006285	XP_034173096.1	XP_015432921.1
OG0006286	XP_034179274.1	XP_015437254.1
OG0006287	XP_034192123.1	XP_015439099.1
OG0006288	XP_034196683.1	XP_015437875.1
OG0006289	XP_034192235.1	XP_015432589.1
OG0006290	XP_034193087.1	XP_015437764.1
OG0006291	XP_034189281.1	XP_015433980.1
OG0006292	XP_034178002.1	XP_015432367.1
OG0006293	XP_034172874.1	XP_015432970.1
OG0006294	XP_034181106.1	XP_015436501.1
OG0006295	XP_034193067.1	XP_015436628.1
OG0006296	XP_034182874.1	XP_015435749.1
OG0006297	XP_034186734.1	XP_015438681.1
OG0006298	XP_034179075.1	XP_015437990.1
OG0006299	XP_034187795.1	XP_015438306.1
OG0006300	XP_034178828.1	XP_015428542.1
OG0006301	XP_034191465.1	XP_015437808.1
OG0006302	XP_034186740.1, XP_034186736.1	XP_015430257.1
OG0006303	XP_034174265.1	XP_015431654.1
OG0006304	XP_034187411.1	XP_015430750.1
OG0006305	XP_034190984.1	XP_015432144.1
OG0006306	XP_034182758.1	XP_015428532.1
OG0006307	XP_034185311.1	XP_015437519.1, XP_015437520.1
OG0006308	XP_034176927.1	XP_015439928.1
OG0006309	XP_034173798.1	XP_015430722.1
OG0006310	XP_034179221.1	XP_015438059.1
OG0006311	XP_034180099.1	XP_015439095.1
OG0006312	XP_034184530.1	XP_015436303.1
OG0006313	XP_034172562.1	XP_015435333.1
OG0006314	XP_034182152.1	XP_015431567.1
OG0006315	XP_034182169.1	XP_015431584.1
OG0006316	XP_034175633.1	XP_015428564.1
OG0006317	XP_034190105.1	XP_015438575.1
OG0006318	XP_034191309.1	XP_015432118.1
OG0006319	XP_034172969.1	XP_015437748.1
OG0006320	XP_034172985.1	XP_015431011.1
OG0006321	XP_034193479.1	XP_015439414.1
OG0006322	XP_034182514.1	XP_015429667.1
OG0006323	XP_034176137.1	XP_015437040.1
OG0006324	XP_034193576.1	XP_015432449.1
OG0006325	XP_034190325.1	XP_015430927.1
OG0006326	XP_034183933.1, XP_034183932.1	XP_015430066.1
OG0006327	XP_034195770.1	XP_015437142.1
OG0006328	XP_034187919.1	XP_015438048.1
OG0006329	XP_034193823.1	XP_015434791.1
OG0006330	XP_034191825.1	XP_015439146.1
OG0006331	XP_034180040.1	XP_015434055.1
OG0006332	XP_034176113.1	XP_015440496.1
OG0006333	XP_034191951.1	XP_015431148.1
OG0006334	XP_034189702.1	XP_015432603.1
OG0006335	XP_034173665.1	XP_015430719.1
OG0006336	XP_034194558.1	XP_015432035.1
OG0006337	XP_034189338.1	XP_015434471.1
OG0006338	XP_034193532.1	XP_015437891.1
OG0006339	XP_034171195.1	XP_015429170.1
OG0006340	XP_034195015.1	XP_015432060.1
OG0006341	XP_034184315.1	XP_015436249.1
OG0006342	XP_034178221.1, XP_034178302.1	XP_015434037.1
OG0006343	XP_034187865.1	XP_015428752.1
OG0006344	XP_034186328.1	XP_015437678.1
OG0006345	XP_034171312.1	XP_015432200.1
OG0006346	XP_034194976.1	XP_015433867.1
OG0006347	XP_034184941.1	XP_015429417.1
OG0006348	XP_034190859.1	XP_015432215.1
OG0006349	XP_034185121.1	XP_015433552.1
OG0006350	XP_034172305.1	XP_015429796.1
OG0006351	XP_034184999.1	XP_015434710.1
OG0006352	XP_034182550.1	XP_015432578.1
OG0006353	XP_034189641.1	XP_015438766.1
OG0006355	XP_034185233.1	XP_015430470.1
OG0006356	XP_034181486.1	XP_015436010.1
OG0006357	XP_034192525.1	XP_015429229.1
OG0006358	XP_034189743.1	XP_015428891.1
OG0006359	XP_034185249.1	XP_015437479.1
OG0006360	XP_034181905.1	XP_015429508.1
OG0006361	XP_034180249.1	XP_015438934.1
OG0006362	XP_034192846.1	XP_015440375.1
OG0006363	XP_034191202.1	XP_015438198.1
OG0006364	XP_034174281.1	XP_015433770.1
OG0006365	XP_034178877.1	XP_015430198.1
OG0006366	XP_034189079.1	XP_015435704.1
OG0006367	XP_034181842.1	XP_015428769.1, XP_015428768.1
OG0006368	XP_034191466.1	XP_015434027.1
OG0006369	XP_034194711.1	XP_015431475.1
OG0006370	XP_034191750.1	XP_015434126.1
OG0006371	XP_034174001.1	XP_015431710.1
OG0006372	XP_034179229.1	XP_015434821.1
OG0006373	XP_034178440.1	XP_015428638.1
OG0006374	XP_034188745.1	XP_015429726.1
OG0006375	XP_034196648.1	XP_015429142.1
OG0006376	XP_034184083.1	XP_015439504.1
OG0006377	XP_034181351.1	XP_015438133.1
OG0006378	XP_034183195.1	XP_015434667.1
OG0006379	XP_034189828.1	XP_015428916.1
OG0006380	XP_034178257.1	XP_015428602.1
OG0006381	XP_034185638.1	XP_015429004.1
OG0006382	XP_034188620.1	XP_015434798.1
OG0006383	XP_034179164.1	XP_015438226.1
OG0006385	XP_034184499.1	XP_015436349.1
OG0006386	XP_034171033.1	XP_015432382.1
OG0006387	XP_034188035.1	XP_015429512.1
OG0006388	XP_034188500.1	XP_015435942.1
OG0006389	XP_034189954.1	XP_015438373.1
OG0006390	XP_034196444.1	XP_015435698.1
OG0006391	XP_034194309.1	XP_015431493.1
OG0006392	XP_034190241.1	XP_015429929.1
OG0006393	XP_034182619.1	XP_015429063.1
OG0006394	XP_034172162.1	XP_015429319.1
OG0006395	XP_034192502.1	XP_015435091.1
OG0006396	XP_034196374.1	XP_015437693.1
OG0006397	XP_034183301.1	XP_015432192.1
OG0006398	XP_034196600.1	XP_015429123.1
OG0006399	XP_034188325.1	XP_015434359.1
OG0006400	XP_034192341.1	XP_015435152.1
OG0006401	XP_034180967.1	XP_015429598.1
OG0006403	XP_034190979.1	XP_015430026.1
OG0006404	XP_034190144.1	XP_015435497.1
OG0006405	XP_034178297.1	XP_015432358.1
OG0006406	XP_034189112.1	XP_015434004.1
OG0006407	XP_034190523.1	XP_015437457.1
OG0006408	XP_034181467.1	XP_015435146.1
OG0006409	XP_034173819.1	XP_015436914.1
OG0006410	XP_034178283.1, XP_034178288.1	XP_015436966.1
OG0006411	XP_034176972.1	XP_015440201.1
OG0006412	XP_034190489.1	XP_015433866.1
OG0006413	XP_034184679.1	XP_015433412.1
OG0006414	XP_034183412.1	XP_015438391.1
OG0006415	XP_034191909.1	XP_015431210.1
OG0006416	XP_034172990.1	XP_015432952.1
OG0006417	XP_034185791.1	XP_015437632.1
OG0006418	XP_034180840.1	XP_015434062.1
OG0006420	XP_034196300.1	XP_015437244.1
OG0006421	XP_034181960.1	XP_015431468.1
OG0006422	XP_034173489.1	XP_015436265.1
OG0006423	XP_034172694.1	XP_015435334.1
OG0006424	XP_034180481.1	XP_015438957.1
OG0006425	XP_034178380.1	XP_015436860.1
OG0006426	XP_034182005.1	XP_015434311.1
OG0006427	XP_034191399.1	XP_015432755.1
OG0006428	XP_034183302.1	XP_015437568.1
OG0006429	XP_034176487.1	XP_015431025.1
OG0006430	XP_034177924.1	XP_015433281.1
OG0006431	XP_034182136.1	XP_015434296.1
OG0006432	XP_034196638.1	XP_015431348.1
OG0006433	XP_034192648.1	XP_015440128.1
OG0006434	XP_034180048.1	XP_015436735.1
OG0006435	XP_034181339.1	XP_015436504.1
OG0006437	XP_034178856.1	XP_015433200.1
OG0006438	XP_034193495.1	XP_015439446.1
OG0006439	XP_034187012.1	XP_015430319.1
OG0006440	XP_034177497.1	XP_015439749.1
OG0006441	XP_034172950.1	XP_015432960.1
OG0006442	XP_034194565.1	XP_015432033.1
OG0006443	XP_034174093.1	XP_015439643.1
OG0006444	XP_034177693.1	XP_015436928.1
OG0006445	XP_034188614.1	XP_015435851.1
OG0006447	XP_034191314.1	XP_015432659.1
OG0006448	XP_034196331.1	XP_015431943.1
OG0006449	XP_034181194.1	XP_015429297.1
OG0006450	XP_034182150.1	XP_015433406.1
OG0006451	XP_034180803.1	XP_015433793.1
OG0006452	XP_034177574.1	XP_015433301.1
OG0006453	XP_034185574.1	XP_015435689.1
OG0006454	XP_034175976.1	XP_015428695.1
OG0006455	XP_034185250.1	XP_015435678.1
OG0006456	XP_034189273.1	XP_015433983.1
OG0006457	XP_034184875.1	XP_015433510.1
OG0006458	XP_034184810.1, XP_034184809.1, XP_034184808.1	XP_015437489.1
OG0006459	XP_034186387.1	XP_015434730.1
OG0006460	XP_034193467.1	XP_015434842.1
OG0006462	XP_034172073.1, XP_034172070.1	XP_015433014.1
OG0006463	XP_034182080.1	XP_015434279.1
OG0006464	XP_034177342.1	XP_015439800.1
OG0006465	XP_034186650.1	XP_015432164.1
OG0006466	XP_034183253.1	XP_015437551.1
OG0006467	XP_034185847.1	XP_015438479.1
OG0006468	XP_034174083.1	XP_015430688.1
OG0006469	XP_034184525.1	XP_015436246.1
OG0006470	XP_034179953.1	XP_015434827.1
OG0006471	XP_034188170.1	XP_015433676.1
OG0006472	XP_034192168.1	XP_015428731.1
OG0006473	XP_034182443.1	XP_015437120.1
OG0006474	XP_034192920.1	XP_015433258.1
OG0006475	XP_034172567.1	XP_015435394.1
OG0006476	XP_034182144.1	XP_015434843.1
OG0006477	XP_034176019.1	XP_015435535.1
OG0006478	XP_034185138.1	XP_015437483.1
OG0006480	XP_034177452.1	XP_015439953.1
OG0006481	XP_034177859.1	XP_015439768.1
OG0006482	XP_034181028.1	XP_015429647.1
OG0006483	XP_034190892.1	XP_015429843.1
OG0006484	XP_034188882.1	XP_015433959.1
OG0006485	XP_034172111.1	XP_015435338.1
OG0006486	XP_034182259.1	XP_015429784.1
OG0006487	XP_034176583.1	XP_015438318.1
OG0006488	XP_034172225.1	XP_015433016.1
OG0006489	XP_034190954.1	XP_015432697.1
OG0006490	XP_034173482.1	XP_015435363.1
OG0006491	XP_034173642.1	XP_015429774.1
OG0006492	XP_034194378.1	XP_015429326.1
OG0006493	XP_034179886.1	XP_015435738.1
OG0006494	XP_034189123.1	XP_015429026.1
OG0006495	XP_034194227.1	XP_015433648.1
OG0006496	XP_034185408.1	XP_015430968.1
OG0006497	XP_034191257.1	XP_015434600.1
OG0006498	XP_034187038.1	XP_015430343.1
OG0006499	XP_034176558.1	XP_015429707.1
OG0006500	XP_034194358.1	XP_015429341.1
OG0006501	XP_034173607.1	XP_015436843.1
OG0006502	XP_034190793.1	XP_015434593.1
OG0006503	XP_034178370.1	XP_015432337.1
OG0006505	XP_034191037.1	XP_015432782.1
OG0006506	XP_034175518.1	XP_015434523.1
OG0006507	XP_034173138.1	XP_015433042.1
OG0006508	XP_034186033.1	XP_015437650.1
OG0006509	XP_034178949.1	XP_015430184.1
OG0006510	XP_034177585.1	XP_015438271.1
OG0006511	XP_034195482.1	XP_015436785.1
OG0006512	XP_034186980.1	XP_015432669.1
OG0006513	XP_034186860.1	XP_015432715.1
OG0006514	XP_034176613.1	XP_015438785.1
OG0006515	XP_034179673.1	XP_015439334.1
OG0006516	XP_034174267.1	XP_015430839.1
OG0006517	XP_034186672.1	XP_015432750.1
OG0006518	XP_034194512.1	XP_015433640.1
OG0006519	XP_034188476.1	XP_015435774.1
OG0006520	XP_034193280.1	XP_015437760.1
OG0006521	XP_034192457.1	XP_015429185.1
OG0006522	XP_034181084.1	XP_015434485.1
OG0006523	XP_034184239.1	XP_015436442.1
OG0006524	XP_034173646.1	XP_015430290.1
OG0006525	XP_034189262.1	XP_015435003.1
OG0006526	XP_034194218.1	XP_015435798.1
OG0006527	XP_034173741.1	XP_015431703.1
OG0006528	XP_034184062.1	XP_015431057.1
OG0006529	XP_034188828.1	XP_015429001.1
OG0006530	XP_034171319.1	XP_015434484.1
OG0006531	XP_034186071.1	XP_015437669.1
OG0006532	XP_034183533.1	XP_015428888.1
OG0006533	XP_034187461.1	XP_015437888.1
OG0006534	XP_034188660.1	XP_015435726.1
OG0006535	XP_034177242.1	XP_015439993.1
OG0006536	XP_034177375.1	XP_015433287.1
OG0006537	XP_034190582.1	XP_015433812.1
OG0006538	XP_034183467.1	XP_015431329.1
OG0006539	XP_034178904.1	XP_015435601.1
OG0006540	XP_034171983.1	XP_015429011.1
OG0006541	XP_034172865.1	XP_015432977.1
OG0006543	XP_034186824.1	XP_015433775.1
OG0006544	XP_034174901.1	XP_015440099.1
OG0006545	XP_034190551.1	XP_015433518.1
OG0006546	XP_034174765.1	XP_015431618.1
OG0006547	XP_034174449.1	XP_015436889.1
OG0006548	XP_034184944.1	XP_015436806.1
OG0006549	XP_034177504.1	XP_015440013.1
OG0006550	XP_034180517.1	XP_015438929.1
OG0006551	XP_034194646.1	XP_015437197.1
OG0006552	XP_034192026.1	XP_015439151.1
OG0006553	XP_034172898.1	XP_015435250.1
OG0006554	XP_034181746.1	XP_015428739.1
OG0006555	XP_034194138.1	XP_015434527.1
OG0006556	XP_034190256.1	XP_015433401.1
OG0006557	XP_034176156.1	XP_015433822.1
OG0006558	XP_034188427.1	XP_015431573.1
OG0006559	XP_034182579.1	XP_015434224.1
OG0006560	XP_034182209.1	XP_015431517.1
OG0006561	XP_034187745.1	XP_015430772.1
OG0006562	XP_034174859.1	XP_015436953.1
OG0006563	XP_034176635.1	XP_015438774.1
OG0006565	XP_034177384.1	XP_015440237.1
OG0006566	XP_034171166.1	XP_015429664.1
OG0006568	XP_034174585.1	XP_015431677.1
OG0006570	XP_034177739.1	XP_015439855.1
OG0006571	XP_034184639.1	XP_015433946.1
OG0006572	XP_034190178.1, XP_034190179.1	XP_015431262.1
OG0006573	XP_034196317.1	XP_015438210.1
OG0006574	XP_034190748.1	XP_015438679.1
OG0006576	XP_034189024.1	XP_015438723.1
OG0006577	XP_034171076.1	XP_015435034.1
OG0006578	XP_034193899.1, XP_034193900.1	XP_015439396.1
OG0006579	XP_034175547.1	XP_015436547.1
OG0006580	XP_034183574.1	XP_015431291.1
OG0006581	XP_034179745.1	XP_015437986.1
OG0006582	XP_034170850.1	XP_015429128.1
OG0006583	XP_034182779.1	XP_015435793.1
OG0006584	XP_034171180.1	XP_015434248.1
OG0006585	XP_034177448.1	XP_015440070.1
OG0006586	XP_034186090.1	XP_015437663.1
OG0006587	XP_034177020.1	XP_015440022.1
OG0006588	XP_034182384.1	XP_015434378.1
OG0006589	XP_034185967.1	XP_015431188.1
OG0006590	XP_034189382.1	XP_015430150.1
OG0006591	XP_034181270.1	XP_015429258.1
OG0006592	XP_034174817.1	XP_015430761.1
OG0006593	XP_034176102.1	XP_015437028.1
OG0006594	XP_034192872.1	XP_015440114.1
OG0006595	XP_034185769.1	XP_015429981.1
OG0006596	XP_034185592.1	XP_015429404.1
OG0006597	XP_034180302.1	XP_015439213.1
OG0006598	XP_034195410.1	XP_015431964.1
OG0006599	XP_034193923.1	XP_015439320.1
OG0006600	XP_034186489.1	XP_015438624.1
OG0006601	XP_034189574.1	XP_015438410.1
OG0006602	XP_034187159.1	XP_015432765.1
OG0006603	XP_034190712.1	XP_015436988.1
OG0006604	XP_034189848.1	XP_015434535.1
OG0006605	XP_034184790.1	XP_015430404.1
OG0006606	XP_034185279.1, XP_034185222.1	XP_015440297.1
OG0006607	XP_034182612.1	XP_015429059.1
OG0006608	XP_034176405.1	XP_015435558.1
OG0006609	XP_034177749.1	XP_015439873.1
OG0006610	XP_034180847.1	XP_015434104.1
OG0006611	XP_034177760.1	XP_015439726.1
OG0006612	XP_034184655.1	XP_015437467.1
OG0006614	XP_034179244.1	XP_015430127.1
OG0006615	XP_034187592.1	XP_015437602.1
OG0006616	XP_034178829.1	XP_015433602.1
OG0006617	XP_034182069.1	XP_015435892.1
OG0006618	XP_034192870.1	XP_015437193.1
OG0006619	XP_034187810.1	XP_015436078.1
OG0006621	XP_034186707.1	XP_015430380.1
OG0006622	XP_034193781.1	XP_015433148.1
OG0006623	XP_034184403.1	XP_015436436.1
OG0006625	XP_034181350.1	XP_015428811.1
OG0006626	XP_034172556.1	XP_015435424.1
OG0006627	XP_034179839.1	XP_015434879.1
OG0006628	XP_034187760.1	XP_015428761.1
OG0006629	XP_034173708.1	XP_015430640.1
OG0006630	XP_034173659.1	XP_015431632.1
OG0006631	XP_034173818.1	XP_015436962.1
OG0006632	XP_034177575.1	XP_015433310.1
OG0006633	XP_034194734.1, XP_034194799.1	XP_015436345.1
OG0006634	XP_034183039.1	XP_015428431.1
OG0006635	XP_034190192.1	XP_015435883.1
OG0006636	XP_034187392.1	XP_015436938.1
OG0006637	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1	XP_015438772.1
OG0006638	XP_034192016.1	XP_015438979.1
OG0006639	XP_034189361.1	XP_015436729.1
OG0006640	XP_034187377.1	XP_015436912.1
OG0006641	XP_034171371.1	XP_015433889.1
OG0006642	XP_034176768.1	XP_015430015.1
OG0006643	XP_034193681.1	XP_015439403.1
OG0006644	XP_034182796.1	XP_015431594.1
OG0006645	XP_034183482.1	XP_015431304.1
OG0006646	XP_034172615.1	XP_015430191.1
OG0006647	XP_034177220.1	XP_015433303.1
OG0006648	XP_034178833.1	XP_015433619.1
OG0006649	XP_034186981.1	XP_015430305.1
OG0006650	XP_034179055.1	XP_015430177.1
OG0006651	XP_034191832.1	XP_015439260.1
OG0006652	XP_034172662.1	XP_015429752.1
OG0006653	XP_034173609.1	XP_015432805.1
OG0006654	XP_034172743.1	XP_015433018.1
OG0006655	XP_034187820.1	XP_015438079.1
OG0006656	XP_034189818.1	XP_015428961.1
OG0006657	XP_034194279.1	XP_015433681.1
OG0006658	XP_034178989.1	XP_015437331.1
OG0006659	XP_034174491.1	XP_015431687.1
OG0006660	XP_034184081.1	XP_015435183.1
OG0006661	XP_034194769.1, XP_034194018.1	XP_015438335.1
OG0006662	XP_034195369.1	XP_015431958.1
OG0006663	XP_034191772.1	XP_015434154.1
OG0006664	XP_034181436.1	XP_015435955.1
OG0006665	XP_034191792.1	XP_015439265.1
OG0006666	XP_034194050.1	XP_015436473.1
OG0006667	XP_034181144.1	XP_015435218.1
OG0006668	XP_034193630.1	XP_015437200.1
OG0006669	XP_034185431.1	XP_015431887.1
OG0006670	XP_034172889.1	XP_015435434.1
OG0006671	XP_034172324.1	XP_015435444.1
OG0006672	XP_034185986.1	XP_015431035.1
OG0006673	XP_034193297.1, XP_034193294.1	XP_015437309.1
OG0006674	XP_034179311.1	XP_015433109.1
OG0006676	XP_034188557.1, XP_034188559.1	XP_015435905.1
OG0006677	XP_034183576.1	XP_015431290.1
OG0006678	XP_034174115.1, XP_034174114.1	XP_015436989.1
OG0006679	XP_034188324.1	XP_015434331.1
OG0006680	XP_034171298.1	XP_015433746.1
OG0006681	XP_034185857.1	XP_015428907.1
OG0006682	XP_034178874.1	XP_015436810.1
OG0006683	XP_034181820.1	XP_015429640.1
OG0006684	XP_034175742.1	XP_015437365.1
OG0006685	XP_034193963.1	XP_015432490.1
OG0006686	XP_034179663.1	XP_015434885.1
OG0006687	XP_034178045.1	XP_015428545.1
OG0006688	XP_034183930.1	XP_015430065.1
OG0006689	XP_034178709.1	XP_015436314.1
OG0006690	XP_034182680.1	XP_015431588.1
OG0006692	XP_034185622.1, XP_034184613.1	XP_015430870.1
OG0006693	XP_034174987.1, XP_034174983.1	XP_015440475.1
OG0006694	XP_034175674.1	XP_015440432.1
OG0006695	XP_034186176.1	XP_015436301.1
OG0006696	XP_034182833.1	XP_015430354.1
OG0006697	XP_034172090.1	XP_015429818.1
OG0006698	XP_034184022.1, XP_034184020.1	XP_015431169.1
OG0006699	XP_034186762.1	XP_015430251.1
OG0006700	XP_034181661.1	XP_015433086.1
OG0006702	XP_034196630.1	XP_015428449.1
OG0006703	XP_034190882.1	XP_015429857.1
OG0006704	XP_034172799.1	XP_015435367.1
OG0006705	XP_034188914.1	XP_015434001.1
OG0006706	XP_034178802.1	XP_015428601.1
OG0006707	XP_034195025.1	XP_015436291.1
OG0006708	XP_034187880.1	XP_015429235.1
OG0006709	XP_034180787.1	XP_015439210.1
OG0006710	XP_034181919.1	XP_015435900.1
OG0006711	XP_034192645.1, XP_034192644.1	XP_015440048.1
OG0006713	XP_034173764.1, XP_034173763.1	XP_015431686.1
OG0006714	XP_034178886.1	XP_015430187.1
OG0006715	XP_034186531.1	XP_015436173.1
OG0006716	XP_034173821.1	XP_015436880.1
OG0006717	XP_034191640.1	XP_015432606.1
OG0006718	XP_034186582.1	XP_015438707.1
OG0006719	XP_034180389.1	XP_015436172.1
OG0006720	XP_034172830.1	XP_015432925.1
OG0006721	XP_034183130.1	XP_015432249.1
OG0006722	XP_034182103.1	XP_015434875.1
OG0006723	XP_034173146.1	XP_015432823.1
OG0006724	XP_034184885.1	XP_015430542.1
OG0006725	XP_034185083.1, XP_034185082.1	XP_015433480.1
OG0006726	XP_034178029.1	XP_015428543.1
OG0006727	XP_034187372.1, XP_034187371.1	XP_015437068.1
OG0006728	XP_034170942.1	XP_015429101.1
OG0006729	XP_034182943.1	XP_015434624.1
OG0006731	XP_034175821.1, XP_034175822.1, XP_034175820.1	XP_015438847.1
OG0006732	XP_034178191.1	XP_015428582.1
OG0006733	XP_034173118.1	XP_015432998.1
OG0006734	XP_034176516.1	XP_015435514.1
OG0006735	XP_034188466.1	XP_015435773.1
OG0006736	XP_034173104.1	XP_015432969.1
OG0006738	XP_034181970.1, XP_034181973.1	XP_015431563.1
OG0006739	XP_034171051.1	XP_015431245.1
OG0006740	XP_034177776.1	XP_015433389.1
OG0006741	XP_034178839.1	XP_015433171.1
OG0006742	XP_034175415.1	XP_015440452.1
OG0006743	XP_034179942.1, XP_034179941.1	XP_015434914.1
OG0006745	XP_034179304.1	XP_015433225.1
OG0006746	XP_034171289.1	XP_015435036.1
OG0006747	XP_034179153.1	XP_015434808.1
OG0006749	XP_034173082.1	XP_015432854.1
OG0006750	XP_034191287.1	XP_015428436.1
OG0006751	XP_034178527.1	XP_015432340.1
OG0006752	XP_034182930.1	XP_015432095.1
OG0006753	XP_034194035.1	XP_015438748.1
OG0006754	XP_034193724.1, XP_034193723.1	XP_015439319.1
OG0006755	XP_034173934.1, XP_034173932.1	XP_015431701.1
OG0006757	XP_034171718.1	XP_015429093.1, XP_015429092.1, XP_015429091.1, XP_015429090.1
OG0006759	XP_034182780.1	XP_015435919.1, XP_015435923.1, XP_015435922.1
OG0006760	XP_034192478.1, XP_034192479.1	XP_015435134.1
OG0006761	XP_034184257.1	XP_015436406.1
OG0006761	XP_034184260.1	XP_015436408.1
OG0006763	XP_034188704.1	XP_015429442.1
OG0006764	XP_034176239.1, XP_034176243.1	XP_015440445.1
OG0006766	XP_034180186.1	XP_015430217.1
OG0006767	XP_034186943.1	XP_015428464.1
OG0006769	XP_034175955.1, XP_034175946.1	XP_015435755.1
OG0006770	XP_034195396.1, XP_034195397.1	XP_015436795.1
OG0006771	XP_034184884.1	XP_015430924.1
OG0006772	XP_034187964.1	XP_015434418.1
OG0006773	XP_034171140.1, XP_034171139.1, XP_034171138.1	XP_015428995.1
OG0006774	XP_034186733.1	XP_015434705.1
OG0006775	XP_034174164.1	XP_015436271.1
OG0006776	XP_034180100.1	XP_015434114.1
OG0006778	XP_034171610.1, XP_034171620.1, XP_034171627.1	XP_015438784.1, XP_015438551.1
OG0006780	XP_034187506.1	XP_015430764.1
OG0006781	XP_034176892.1	XP_015433289.1
OG0006782	XP_034177258.1	XP_015440045.1
OG0006783	XP_034194143.1, XP_034194142.1, XP_034194140.1, XP_034171607.1, XP_034171599.1	XP_015435062.1
OG0006784	XP_034182793.1	XP_015435775.1
OG0006785	XP_034177731.1, XP_034177732.1	XP_015439975.1
OG0006786	XP_034185723.1	XP_015436089.1
OG0006787	XP_034185997.1, XP_034186007.1	XP_015436040.1
OG0006788	XP_034173185.1	XP_015436069.1
OG0006792	XP_034179668.1	XP_015434906.1
OG0006793	XP_034179524.1	XP_015439379.1
OG0006798	XP_034183145.1	XP_015432268.1
OG0006799	XP_034196408.1	XP_015438429.1
OG0006800	XP_034188299.1	XP_015434315.1
OG0006801	XP_034174206.1	XP_015436917.1
OG0006802	XP_034172962.1	XP_015432924.1
OG0006803	XP_034194187.1	XP_015434460.1
OG0006804	XP_034181225.1	XP_015429596.1
OG0006805	XP_034178131.1	XP_015432356.1
OG0006806	XP_034187902.1	XP_015436008.1
OG0006807	XP_034192072.1	XP_015438937.1
OG0006808	XP_034187429.1	XP_015437608.1
OG0006809	XP_034180464.1	XP_015435724.1
OG0006810	XP_034193433.1	XP_015435540.1
OG0006811	XP_034192356.1	XP_015428708.1
OG0006812	XP_034176496.1	XP_015437371.1
OG0006813	XP_034180388.1	XP_015436494.1
OG0006814	XP_034180918.1	XP_015431147.1
OG0006815	XP_034178239.1	XP_015428653.1
OG0006816	XP_034176098.1	XP_015436574.1
