Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0007010	XP_034195374.1	XP_031778555.1
OG0007011	XP_034183425.1	XP_031788759.1
OG0007012	XP_034174539.1	XP_001605994.1
OG0007013	XP_034174864.1	XP_031783481.1
OG0007014	XP_034188650.1	XP_001602756.1
OG0007016	XP_034174082.1	XP_001600292.1
OG0007017	XP_034181072.1	XP_008203915.1
OG0007018	XP_034175958.1	XP_001603228.1
OG0007019	XP_034185251.1	XP_031778257.1
OG0007020	XP_034178912.1	XP_003425538.1
OG0007022	XP_034172349.1	XP_001606511.2
OG0007023	XP_034177651.1	XP_001606759.2
OG0007024	XP_034181274.1	XP_008210462.3
OG0007025	XP_034187757.1	XP_001604161.1
OG0007026	XP_034183487.1	XP_008207113.1
OG0007027	XP_034190539.1	XP_001605621.1
OG0007028	XP_034172200.1	XP_016841854.1
OG0007029	XP_034193106.1	XP_031785943.1
OG0007030	XP_034180078.1	XP_031781190.1
OG0007031	XP_034192241.1	XP_031778496.1
OG0007033	XP_034194772.1	XP_032455608.1
OG0007034	XP_034179473.1	XP_008207029.1
OG0007036	XP_034179286.1	XP_001600018.2
OG0007038	XP_034178880.1	XP_001606569.2
OG0007039	XP_034180311.1	XP_001607537.2
OG0007040	XP_034189655.1	XP_003426259.1
OG0007041	XP_034188082.1	XP_003424731.1
OG0007042	XP_034183974.1	XP_008207629.1
OG0007043	XP_034185811.1	XP_008217824.1
OG0007044	XP_034174910.1	XP_001605030.2
OG0007045	XP_034191095.1	XP_001600095.2
OG0007046	XP_034195688.1	XP_031780075.1
OG0007047	XP_034192055.1	XP_001604189.2
OG0007049	XP_034171466.1	XP_031782284.1
OG0007050	XP_034173311.1	XP_001600992.1
OG0007051	XP_034186704.1	XP_008212208.1
OG0007052	XP_034182812.1	XP_001602606.2
OG0007053	XP_034187317.1	XP_031780748.1
OG0007054	XP_034193258.1	XP_031785554.1
OG0007055	XP_034192413.1	XP_001608292.1
OG0007056	XP_034179429.1	XP_001606680.2
OG0007057	XP_034178919.1	XP_008207044.2
OG0007058	XP_034188953.1	XP_008203002.1
OG0007059	XP_034178596.1	XP_001600798.2
OG0007060	XP_034176426.1	XP_031781057.1
OG0007062	XP_034173493.1	NP_001161452.1
OG0007063	XP_034178835.1	XP_001602021.1
OG0007064	XP_034172848.1	XP_016839563.1
OG0007065	XP_034193518.1	XP_001606014.2
OG0007066	XP_034190045.1	XP_031780408.1
OG0007067	XP_034186719.1	XP_001602610.2
OG0007068	XP_034190448.1	XP_008210007.1
OG0007069	XP_034177973.1	XP_001606195.1
OG0007070	XP_034173981.1	XP_001603097.1
OG0007071	XP_034181965.1	XP_008208112.2
OG0007072	XP_034175151.1	XP_031780674.1
OG0007073	XP_034180079.1	XP_001604597.2
OG0007074	XP_034192890.1	XP_016840780.1
OG0007076	XP_034183568.1	XP_001603014.1
OG0007077	XP_034193618.1	XP_008213730.1
OG0007079	XP_034182383.1	XP_001600331.2
OG0007080	XP_034180833.1	XP_031779124.1
OG0007081	XP_034181305.1	XP_003424075.2
OG0007082	XP_034189963.1	XP_031781054.1
OG0007083	XP_034179732.1	XP_001606574.2
OG0007084	XP_034171544.1	XP_031779535.1
OG0007085	XP_034192308.1	XP_031780406.1
OG0007086	XP_034190193.1	XP_008205558.1
OG0007087	XP_034174021.1	XP_001607767.2
OG0007088	XP_034185256.1	XP_001599282.1
OG0007089	XP_034172676.1	XP_031782392.1
OG0007090	XP_034174117.1	XP_001603731.2
OG0007091	XP_034188601.1	XP_008209507.1
OG0007092	XP_034182982.1	XP_008208439.1
OG0007093	XP_034192700.1	XP_001602955.1
OG0007094	XP_034184120.1	XP_001600112.1
OG0007096	XP_034182253.1	XP_008212462.1
OG0007097	XP_034178849.1	XP_001601394.2
OG0007098	XP_034173153.1	XP_031788344.1
OG0007099	XP_034190606.1	XP_031780863.1
OG0007100	XP_034181141.1	XP_031783832.1
OG0007101	XP_034192762.1	XP_008214405.1
OG0007102	XP_034174826.1	XP_001603780.2
OG0007103	XP_034194413.1	XP_001605001.1
OG0007104	XP_034180939.1	XP_001605497.2
OG0007105	XP_034177047.1	XP_008204094.1
OG0007107	XP_034196337.1	XP_003424389.1
OG0007109	XP_034187064.1	XP_031783797.1
OG0007110	XP_034173887.1	XP_001603164.2
OG0007111	XP_034182284.1	XP_003424070.1
OG0007112	XP_034188462.1	XP_016841707.1
OG0007114	XP_034182744.1	XP_032452878.1
OG0007115	XP_034185318.1	XP_008217592.1
OG0007116	XP_034188553.1	XP_001602076.1
OG0007117	XP_034187793.1	XP_031787330.1
OG0007118	XP_034176690.1	XP_001605379.1
OG0007119	XP_034180921.1	XP_031783773.1
OG0007120	XP_034179603.1	XP_031777362.1
OG0007121	XP_034183175.1	XP_001600933.1
OG0007122	XP_034186913.1	XP_031789505.1
OG0007123	XP_034194242.1	XP_001605320.2
OG0007124	XP_034189751.1	XP_031778162.1
OG0007125	XP_034188905.1	XP_001602926.2
OG0007126	XP_034190832.1	XP_031776985.1
OG0007127	XP_034180994.1	XP_001605032.1
OG0007128	XP_034172559.1	XP_016844870.1
OG0007129	XP_034186329.1	XP_031779197.1
OG0007130	XP_034173674.1	XP_001603429.1
OG0007131	XP_034184527.1	XP_031782660.1
OG0007132	XP_034191482.1	NP_001127796.1
OG0007133	XP_034190044.1	XP_008205075.2
OG0007134	XP_034188963.1	XP_016837829.1
OG0007135	XP_034182785.1	XP_008202116.1
OG0007136	XP_034173948.1	XP_001604419.1
OG0007137	XP_034191752.1	XP_008212420.1
OG0007138	XP_034173321.1	XP_001606442.1
OG0007139	XP_034178474.1	XP_008202009.1
OG0007140	XP_034193457.1	XP_001604212.1
OG0007141	XP_034177966.1	XP_001607733.1
OG0007142	XP_034172810.1	XP_001605662.1
OG0007143	XP_034191471.1	XP_031788678.1
OG0007144	XP_034183068.1	NP_001180193.1
OG0007145	XP_034180407.1	XP_001602017.1
OG0007146	XP_034185151.1	XP_001602930.1
OG0007147	XP_034180837.1	XP_016840120.1
OG0007148	XP_034196659.1	XP_031787519.1
OG0007149	XP_034183928.1	XP_008213085.1
OG0007150	XP_034179893.1	XP_001607904.1
OG0007151	XP_034182967.1	NP_001135438.1
OG0007152	XP_034193120.1	XP_001603909.2
OG0007153	XP_034192234.1	XP_001601481.1
OG0007154	XP_034174909.1	XP_001602625.1
OG0007155	XP_034186767.1	XP_003423815.1
OG0007156	XP_034185493.1	XP_032454558.1
OG0007157	XP_034172068.1	XP_008210333.1, XP_031782808.1
OG0007158	XP_034176232.1	XP_016845595.1
OG0007159	XP_034178515.1	XP_001599568.2
OG0007160	XP_034191880.1	XP_031787973.1
OG0007161	XP_034179151.1	NP_001161268.1
OG0007162	XP_034195407.1	XP_001599076.1
OG0007163	XP_034193884.1	XP_001607989.1
OG0007164	XP_034192208.1	XP_003425640.1
OG0007165	XP_034184749.1	XP_008215083.1
OG0007166	XP_034184952.1	XP_016837889.1
OG0007168	XP_034182431.1	XP_008209390.1
OG0007169	XP_034185994.1	XP_001606702.2
OG0007170	XP_034172168.1	XP_001605048.2
OG0007171	XP_034172565.1	XP_001600441.2
OG0007172	XP_034196602.1	XP_001604504.2
OG0007173	XP_034188616.1	XP_001599008.1
OG0007174	XP_034177433.1	XP_001602460.2
OG0007175	XP_034192856.1	XP_008205450.1
OG0007176	XP_034192009.1	XP_008211130.1
OG0007177	XP_034189850.1	XP_031785363.1
OG0007178	XP_034187697.1	XP_031785377.1
OG0007179	XP_034175153.1	XP_031779409.1
OG0007180	XP_034188395.1	XP_031787984.1
OG0007181	XP_034193468.1	XP_031787839.1, XP_032456258.1
OG0007182	XP_034182189.1	XP_001600575.1
OG0007183	XP_034188464.1	XP_008208058.1, XP_008208059.1, XP_032452410.1
OG0007184	XP_034181592.1	XP_031789577.1
OG0007185	XP_034176810.1	XP_031784574.1
OG0007186	XP_034194315.1	XP_008212497.1
OG0007187	XP_034188782.1	XP_031778817.1
OG0007188	XP_034175467.1	XP_008211515.1
OG0007190	XP_034172664.1	XP_001605633.1
OG0007193	XP_034190686.1	XP_031787003.1
OG0007194	XP_034178611.1	XP_008203415.1
OG0007195	XP_034182251.1	XP_031779555.1
OG0007196	XP_034192427.1	XP_001601126.1
OG0007197	XP_034192622.1	XP_031786380.1
OG0007198	XP_034190961.1	XP_001606777.1
OG0007199	XP_034186845.1	XP_001605374.1
OG0007200	XP_034193308.1	XP_003427318.1
OG0007202	XP_034189275.1	XP_001606148.4
OG0007203	XP_034187943.1, XP_034187951.1	XP_016841108.1
OG0007205	XP_034178445.1	XP_008217019.1
OG0007206	XP_034184479.1	XP_008208776.1
OG0007208	XP_034181692.1, XP_034181693.1	XP_001606403.1
OG0007209	XP_034178250.1	XP_031784910.1
OG0007210	XP_034195553.1	XP_008214207.1
OG0007211	XP_034192518.1	XP_031779665.1
OG0007212	XP_034177526.1	XP_031785715.1
OG0007213	XP_034188348.1	XP_008210525.1
OG0007214	XP_034177742.1	XP_008211645.2
OG0007216	XP_034185241.1	XP_031789425.1, XP_031788627.1
OG0007217	XP_034176501.1	XP_031785295.1
OG0007218	XP_034192760.1, XP_034192761.1	XP_003428052.1
OG0007219	XP_034174555.1	XP_008201923.1
OG0007220	XP_034191116.1	XP_001599316.1
OG0007221	XP_034187822.1	XP_003427394.1
OG0007222	XP_034181749.1	XP_001603212.2
OG0007223	XP_034192218.1	XP_008210417.1
OG0007225	XP_034176460.1	XP_008202942.1
OG0007226	XP_034185804.1	XP_031777196.1
OG0007227	XP_034196643.1	XP_001607130.2
OG0007228	XP_034173370.1	XP_001601013.2
OG0007229	XP_034172526.1	XP_001606627.1
OG0007230	XP_034190319.1	XP_001608116.1
OG0007231	XP_034189115.1	XP_001606187.2
OG0007233	XP_034171021.1	XP_008203149.1
OG0007234	XP_034193930.1	XP_008207137.1
OG0007235	XP_034179416.1	XP_001600638.2
OG0007236	XP_034189066.1	XP_008202121.2
OG0007237	XP_034185444.1	XP_031784900.1
OG0007238	XP_034192034.1	XP_008214546.1
OG0007239	XP_034176205.1	XP_003424236.1
OG0007240	XP_034188051.1	XP_031782304.1
OG0007241	XP_034191525.1	XP_008202980.1
OG0007242	XP_034184963.1	XP_001603556.2
OG0007243	XP_034174204.1	XP_016838564.1
OG0007244	XP_034176198.1	XP_003425290.1
OG0007245	XP_034172098.1	XP_001606498.1
OG0007246	XP_034176710.1	XP_031778417.1
OG0007247	XP_034184235.1	XP_016840433.1
OG0007248	XP_034192882.1	XP_008205858.2
OG0007249	XP_034193909.1	XP_016843679.1
OG0007250	XP_034179196.1	XP_001603116.2
OG0007251	XP_034194144.1	XP_031783752.1
OG0007252	XP_034174688.1	XP_001608028.2
OG0007253	XP_034176639.1	NP_001180239.1
OG0007255	XP_034172093.1	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1
OG0007256	XP_034172578.1	XP_031782544.1
OG0007258	XP_034194817.1	XP_031780282.1
OG0007259	XP_034176898.1	XP_008217460.1
OG0007262	XP_034182357.1	XP_016838326.1
OG0007263	XP_034185400.1	XP_031776706.1
OG0007264	XP_034177115.1	XP_016840677.1, XP_008211685.1
OG0007265	XP_034173460.1	NP_001162022.1
OG0007266	XP_034193623.1	XP_016840593.1
OG0007267	XP_034175348.1	XP_016836559.1, XP_016836556.1
OG0007268	XP_034188263.1	XP_003425378.1
OG0007269	XP_034186857.1	XP_001605115.1
OG0007270	XP_034180984.1	XP_031782533.1
OG0007271	XP_034175680.1	XP_008206998.1
OG0007272	XP_034177687.1	XP_016840454.1
OG0007273	XP_034182345.1	XP_003424124.1
OG0007275	XP_034193535.1	XP_001608308.1
OG0007277	XP_034172024.1	XP_016842606.1, XP_001603939.2
OG0007278	XP_034181445.1	XP_001606486.2
OG0007279	XP_034192256.1	XP_031776991.1
OG0007280	XP_034178795.1	XP_031776762.1
OG0007281	XP_034184009.1	XP_001604457.2
OG0007282	XP_034183935.1	XP_016845577.1
OG0007284	XP_034174088.1	XP_031783689.1
OG0007285	XP_034175580.1	XP_001608218.1
OG0007286	XP_034192874.1	XP_001603443.2
OG0007287	XP_034182615.1	XP_008212439.1
OG0007288	XP_034174548.1	XP_031783100.1
OG0007289	XP_034196205.1	XP_031787044.1
OG0007290	XP_034179321.1	XP_001602919.1
OG0007291	XP_034188525.1	XP_001606055.1
OG0007293	XP_034171247.1	XP_031782694.1
OG0007294	XP_034186947.1	XP_008205349.2
OG0007295	XP_034181569.1	XP_001607438.2
OG0007296	XP_034195476.1	XP_008205140.3
OG0007297	XP_034171165.1	XP_016841229.1
OG0007298	XP_034177359.1	XP_001601114.2
OG0007299	XP_034174841.1	XP_031780751.1
OG0007300	XP_034182697.1	XP_032457783.1
OG0007301	XP_034174136.1	XP_031783470.1
OG0007302	XP_034176567.1	XP_008204568.1
OG0007303	XP_034176753.1	XP_001607590.1
OG0007304	XP_034179575.1	XP_001605751.1
OG0007305	XP_034176702.1	XP_001602726.2
OG0007306	XP_034184214.1	XP_001603418.2
OG0007307	XP_034176122.1	XP_016837235.1
OG0007308	XP_034183224.1	XP_008208165.1
OG0007311	XP_034174735.1	XP_001602053.1
OG0007312	XP_034171568.1	XP_001601562.1
OG0007313	XP_034193310.1	XP_001604190.2
OG0007314	XP_034174530.1	XP_031781558.1
OG0007315	XP_034195883.1	XP_008214041.1
OG0007316	XP_034187467.1	XP_032457749.1
OG0007317	XP_034189975.1	XP_016842908.1
OG0007318	XP_034177224.1	XP_001601386.4
OG0007319	XP_034190393.1	XP_001601122.1
OG0007320	XP_034172182.1	XP_003425288.1
OG0007321	XP_034184305.1	XP_008209383.1
OG0007322	XP_034192507.1	XP_003424223.1
OG0007323	XP_034171439.1	XP_031778812.1
OG0007324	XP_034187521.1	XP_016839643.1
OG0007326	XP_034187408.1	XP_003424168.1
OG0007327	XP_034195961.1	XP_003423897.1
OG0007328	XP_034177166.1	XP_016838367.1
OG0007329	XP_034195103.1	XP_001604976.1
OG0007330	XP_034194230.1	XP_031779333.1
OG0007331	XP_034188694.1	XP_016837247.1
OG0007332	XP_034175475.1	XP_003427350.4
OG0007333	XP_034179867.1	XP_031784115.1
OG0007334	XP_034185509.1	XP_031788230.1
OG0007335	XP_034195985.1	XP_031789450.1
OG0007336	XP_034195463.1	XP_031788114.1
OG0007337	XP_034184986.1	XP_031776933.1
OG0007338	XP_034187158.1	XP_008217430.1
OG0007339	XP_034176310.1	XP_032453379.1
OG0007340	XP_034182592.1	XP_001606591.1
OG0007341	XP_034174858.1	XP_031788846.1, XP_031776884.1, XP_008215328.1
OG0007342	XP_034178403.1	XP_016844839.2
OG0007343	XP_034176270.1	XP_003424337.1
OG0007344	XP_034189587.1	XP_003425289.1
OG0007345	XP_034170902.1	XP_001599735.2
OG0007346	XP_034176079.1	XP_003427661.1
OG0007347	XP_034189162.1	XP_003424434.1
OG0007348	XP_034190275.1	XP_016840287.1
OG0007349	XP_034182291.1	XP_001605160.1
OG0007350	XP_034176149.1	XP_031778838.1
OG0007351	XP_034184876.1	XP_008210955.1
OG0007352	XP_034187792.1	XP_001607621.1
OG0007353	XP_034170977.1	XP_031782410.1
OG0007355	XP_034191297.1	XP_003424145.1
OG0007356	XP_034176089.1	XP_001605386.1
OG0007357	XP_034185591.1	XP_008207191.1
OG0007358	XP_034192245.1	XP_031784312.1
OG0007359	XP_034174720.1	XP_031783482.1
OG0007360	XP_034187572.1	XP_032453401.1
OG0007361	XP_034188403.1	XP_016844895.1
OG0007362	XP_034186097.1	XP_031789594.1
OG0007363	XP_034178107.1	XP_032457604.1
OG0007364	XP_034193379.1	XP_001603481.1
OG0007365	XP_034190180.1	XP_008215266.1
OG0007366	XP_034191559.1	XP_008202699.1
OG0007367	XP_034175687.1	XP_001605609.2
OG0007368	XP_034177186.1	XP_001601176.1
OG0007369	XP_034188234.1	XP_001601889.1
OG0007370	XP_034179592.1	XP_008201977.1
OG0007372	XP_034187627.1	XP_001606102.2
OG0007373	XP_034193347.1	XP_001606268.2
OG0007374	XP_034195925.1	XP_031780868.1
OG0007375	XP_034174928.1	XP_031786197.1
OG0007376	XP_034178247.1	XP_008205344.1
OG0007377	XP_034195564.1	XP_016839723.1
OG0007378	XP_034189521.1	XP_008203228.1
OG0007379	XP_034187121.1	XP_001600896.2
OG0007380	XP_034180603.1	XP_003424823.1
OG0007382	XP_034172948.1	XP_016841343.1
OG0007383	XP_034191048.1	XP_001602630.2
OG0007385	XP_034179991.1	XP_032454766.1
OG0007386	XP_034174484.1	XP_008203454.2
OG0007387	XP_034176905.1	XP_001601439.1
OG0007388	XP_034176397.1	XP_001602139.2
OG0007389	XP_034170976.1	XP_031777965.1
OG0007390	XP_034175372.1	XP_016844969.1
OG0007392	XP_034196280.1	XP_008214639.1
OG0007394	XP_034194580.1	XP_001605117.2
OG0007395	XP_034192077.1	XP_008209456.1
OG0007396	XP_034171465.1	XP_001604898.2
OG0007397	XP_034176081.1	XP_001607207.1
OG0007398	XP_034189506.1	XP_016842848.2
OG0007399	XP_034177315.1	XP_016837464.1
OG0007400	XP_034193560.1	NP_001123262.1
OG0007401	XP_034177674.1	XP_008208464.3
OG0007402	XP_034180188.1	XP_008204135.1
OG0007403	XP_034177500.1	XP_008206634.2
OG0007404	XP_034177722.1	XP_031784531.1
OG0007405	XP_034189457.1	XP_001606394.2
OG0007406	XP_034171454.1	XP_031779648.1
OG0007407	XP_034172683.1	XP_031777926.1
OG0007408	XP_034192367.1	XP_016845737.1
OG0007409	XP_034173884.1	XP_016840697.1
OG0007410	XP_034173273.1	XP_001602553.1
OG0007411	XP_034179223.1	XP_001607954.2
OG0007412	XP_034176550.1	XP_001599577.1
OG0007413	XP_034183084.1	XP_008206325.2
OG0007414	XP_034176412.1	XP_016844959.1
OG0007416	XP_034186901.1	XP_008212293.3
OG0007417	XP_034173595.1	XP_008202927.2
OG0007418	XP_034191121.1	XP_031778309.1
OG0007419	XP_034181650.1	XP_031779975.1, XP_031779976.1
OG0007420	XP_034188056.1	XP_016838747.2
OG0007422	XP_034188107.1	XP_001604585.1
OG0007423	XP_034180818.1	XP_008204051.1
OG0007425	XP_034177998.1	XP_031785979.1
OG0007426	XP_034183731.1	XP_003425833.1
OG0007428	XP_034172178.1	XP_003428026.1
OG0007429	XP_034173605.1	XP_016841851.1
OG0007430	XP_034182981.1	XP_008209671.2
OG0007431	XP_034171428.1	XP_003424312.1
OG0007432	XP_034195669.1	XP_016843681.1
OG0007433	XP_034171614.1	XP_008211689.1
OG0007434	XP_034172448.1	XP_016841929.1
OG0007435	XP_034180724.1	XP_031788892.1, XP_031788893.1, XP_031788891.1
OG0007436	XP_034176030.1	XP_001605629.3
OG0007437	XP_034176492.1	XP_008206600.1
OG0007438	XP_034174076.1	XP_032456208.1, XP_008201926.1
OG0007439	XP_034195865.1	XP_031780254.1
OG0007440	XP_034177728.1	XP_031783644.1
OG0007442	XP_034185349.1	XP_001607688.1
OG0007443	XP_034179142.1	XP_008215608.1
OG0007444	XP_034187502.1	XP_008204928.1
OG0007445	XP_034177864.1	XP_003427586.2
OG0007446	XP_034188246.1	XP_031786748.1
OG0007447	XP_034178655.1	XP_001606013.2
OG0007448	XP_034186809.1	XP_016837692.1
OG0007449	XP_034185605.1	XP_031785201.1
OG0007450	XP_034175720.1	XP_008209890.1
OG0007451	XP_034196063.1	XP_008216797.2
OG0007452	XP_034171038.1	XP_016837200.1
OG0007453	XP_034185527.1	XP_001607627.1
OG0007455	XP_034184742.1	XP_031783800.1
OG0007456	XP_034195471.1	XP_008204289.1
OG0007457	XP_034182000.1	XP_031779886.1
OG0007458	XP_034182875.1	XP_001606006.1
OG0007459	XP_034194732.1	XP_016838578.1
OG0007461	XP_034187117.1	XP_016845546.1
OG0007462	XP_034185830.1	NP_001128393.1
OG0007463	XP_034172857.1	XP_008210504.2
OG0007464	XP_034194384.1	XP_001607772.1
OG0007465	XP_034178652.1	XP_016839773.1
OG0007466	XP_034180632.1	XP_031778559.1
OG0007467	XP_034182300.1	XP_001605267.1
OG0007468	XP_034187281.1	XP_032454270.1
OG0007469	XP_034194118.1	XP_031778829.1
OG0007470	XP_034188698.1	XP_001600063.1
OG0007471	XP_034178295.1, XP_034178296.1	XP_001603222.1
OG0007472	XP_034187007.1	XP_001602539.2
OG0007473	XP_034190447.1	XP_008216163.1
OG0007474	XP_034188826.1	XP_001608145.2
OG0007475	XP_034187832.1	NP_001123268.1
OG0007477	XP_034178180.1	XP_016840180.1
OG0007478	XP_034196467.1, XP_034196466.1	XP_001601181.1
OG0007479	XP_034182237.1	XP_008207966.1
OG0007480	XP_034194694.1	XP_016837016.1, NP_001123218.1
OG0007481	XP_034172451.1	XP_031782840.1
OG0007485	XP_034183549.1	XP_003427705.1
OG0007486	XP_034192965.1	XP_001602821.1
OG0007487	XP_034180497.1, XP_034180489.1	XP_008215394.1
OG0007488	XP_034172971.1	XP_001606539.1
OG0007489	XP_034186543.1	XP_008202097.1
OG0007490	XP_034196674.1	XP_008214456.1
OG0007491	XP_034193439.1, XP_034193438.1, XP_034193437.1	NP_001155850.1, XP_016844688.1
OG0007492	XP_034196158.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_034177457.1	XP_003425818.1
OG0007495	XP_034179697.1	XP_032458057.1
OG0007496	XP_034177815.1	XP_001606840.1
OG0007497	XP_034183377.1	XP_008202169.1
OG0007498	XP_034192451.1	XP_003424208.1
OG0007499	XP_034172404.1	XP_003426724.1
OG0007501	XP_034180680.1, XP_034180679.1	XP_031788164.1
OG0007502	XP_034195474.1	XP_003425848.1
OG0007503	XP_034177804.1	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1
OG0007505	XP_034174361.1	XP_008204888.1
OG0007506	XP_034177652.1	NP_001127785.1, XP_031778367.1
OG0007507	XP_034171205.1	NP_001122408.2, XP_031778055.1
OG0007508	XP_034188215.1	XP_001603578.2
OG0007511	XP_034171695.1	XP_008202965.1
OG0007512	XP_034189756.1	XP_003423857.1
OG0007513	XP_034194162.1	XP_001607368.1
OG0007514	XP_034183460.1	XP_031784227.1
OG0007515	XP_034193891.1	NP_001155068.1
OG0007516	XP_034192163.1	XP_031778490.1
OG0007517	XP_034180487.1	XP_032454610.1
OG0007518	XP_034185139.1	XP_016845761.1
OG0007519	XP_034170826.1, XP_034170827.1	XP_008201964.1
OG0007521	XP_034179784.1	XP_008213989.2
OG0007522	XP_034176814.1	XP_031785211.1
OG0007523	XP_034187095.1	XP_001608036.2
OG0007525	XP_034188807.1	XP_001604646.2
OG0007526	XP_034172675.1	XP_001603138.1
OG0007527	XP_034171773.1	XP_031786933.1, XP_003426889.1
OG0007529	XP_034174851.1	XP_031785557.1
OG0007530	XP_034190920.1	XP_008215383.1
OG0007531	XP_034176610.1, XP_034176609.1	XP_031784786.1
OG0007532	XP_034184459.1	XP_001604649.2
OG0007534	XP_034173927.1	XP_001602343.2
OG0007535	XP_034173401.1	XP_031785355.1, XP_031785302.1
OG0007536	XP_034180476.1	XP_003425314.1
OG0007539	XP_034190796.1	XP_031779254.1
OG0007540	XP_034189553.1, XP_034189548.1	XP_031787306.1
OG0007541	XP_034188018.1	XP_003425003.1
OG0007543	XP_034176876.1	XP_001600720.1
OG0007544	XP_034188156.1	XP_031787751.1
OG0007546	XP_034188029.1	XP_032452245.1
OG0007547	XP_034183181.1	NP_001155050.1
OG0007549	XP_034183893.1	XP_031783045.1, NP_001234887.1
OG0007550	XP_034192545.1	XP_001604519.1
OG0007552	XP_034177278.1	XP_031784351.1
OG0007553	XP_034187348.1	NP_001166278.1
OG0007554	XP_034194728.1	XP_003425038.1
OG0007555	XP_034177581.1	XP_031785493.1
OG0007558	XP_034177227.1	XP_008203648.1
OG0007559	XP_034195340.1	XP_008211795.2
OG0007560	XP_034188736.1	XP_001607036.2
OG0007561	XP_034183609.1	XP_001606656.2
OG0007562	XP_034174054.1	XP_031777917.1
OG0007563	XP_034186487.1	XP_008212595.1
OG0007564	XP_034175143.1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0007565	XP_034177230.1	XP_032453950.1
OG0007566	XP_034171828.1	XP_016836856.1, XP_001600382.1, XP_008215107.1
OG0007567	XP_034184013.1, XP_034184012.1, XP_034184011.1	XP_032456848.1
OG0007568	XP_034187900.1, XP_034187897.1	XP_001606524.1
OG0007569	XP_034187933.1	XP_001606360.1, XP_031788136.1
OG0007570	XP_034171626.1	XP_001607294.1
OG0007571	XP_034195603.1	XP_001605554.1, XP_001605540.1
OG0007572	XP_034179081.1	XP_016840252.1
OG0007573	XP_034176895.1	XP_003426959.1
OG0007574	XP_034190321.1, XP_034190324.1, XP_034190323.1, XP_034190322.1	XP_032456614.1
OG0007576	XP_034184543.1	XP_003423956.1
OG0007577	XP_034189337.1, XP_034189335.1	XP_001602378.2
OG0007578	XP_034180290.1	XP_008207025.2
OG0007579	XP_034191400.1, XP_034191408.1	XP_031781500.1
OG0007580	XP_034180449.1	XP_001601096.1
OG0007581	XP_034176381.1, XP_034176380.1	XP_008203896.1
OG0007582	XP_034176466.1, XP_034176465.1	XP_031777972.1, XP_003425589.1, XP_016841883.1
OG0007583	XP_034186298.1	XP_008217811.1
OG0007584	XP_034176664.1	XP_008209531.1
OG0007585	XP_034174889.1	XP_001607768.1, XP_001604452.1
OG0007587	XP_034187409.1	XP_003424691.2
OG0007589	XP_034192946.1	XP_008214814.1
OG0007590	XP_034176884.1, XP_034176883.1	XP_001607479.1, XP_008207232.1
OG0007591	XP_034192088.1, XP_034192106.1	XP_008204317.1
OG0007593	XP_034174269.1	XP_031789413.1
OG0007596	XP_034187489.1	XP_031780398.1
OG0007597	XP_034189243.1, XP_034189249.1	XP_016841156.1
OG0007598	XP_034194393.1	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1
OG0007602	XP_034195342.1	XP_016844224.1
OG0007604	XP_034179203.1	XP_001605555.2
OG0007605	XP_034179234.1	XP_001600973.1, XP_008204780.1
OG0007607	XP_034172939.1	XP_001601799.1
OG0007608	XP_034171492.1	XP_001605794.2
OG0007609	XP_034190488.1	XP_032455309.1
OG0007610	XP_034191413.1	XP_001600325.1
OG0007611	XP_034170888.1	XP_016839306.1
OG0007612	XP_034188922.1	NP_001161334.1
OG0007613	XP_034177848.1	XP_016843537.1
OG0007614	XP_034182473.1	NP_001127787.1
OG0007616	XP_034182778.1	NP_001165854.1
OG0007618	XP_034185803.1	XP_001600882.1
OG0007619	XP_034171582.1	NP_001193393.1
OG0007621	XP_034181899.1	XP_003424289.1
OG0007622	XP_034171008.1	XP_031782820.1
OG0007623	XP_034189661.1	XP_001600663.1
OG0007624	XP_034180211.1	XP_003427547.1
OG0007625	XP_034176236.1	XP_001604826.2
OG0007626	XP_034185395.1	XP_008212899.1
OG0007627	XP_034191269.1	XP_008211961.1
OG0007629	XP_034177515.1	NP_001166087.1
OG0007630	XP_034174650.1	XP_031789091.1
OG0007631	XP_034173030.1	XP_031776999.1
OG0007632	XP_034185864.1	XP_031786374.1
OG0007633	XP_034196274.1	XP_016843091.1
OG0007634	XP_034174288.1	XP_008204569.1
OG0007638	XP_034190041.1	XP_001603911.1
OG0007639	XP_034193994.1	XP_032456820.1
OG0007640	XP_034189719.1	XP_016844043.2
OG0007642	XP_034175238.1	XP_001599500.1
OG0007644	XP_034192135.1	XP_031786836.1
OG0007645	XP_034171297.1	XP_001601757.1
OG0007646	XP_034171864.1	XP_016837210.1
OG0007647	XP_034185526.1	XP_008210039.1
OG0007648	XP_034193453.1	XP_001599511.2
OG0007649	XP_034191518.1	XP_001604675.1
OG0007650	XP_034184297.1	XP_031778933.1
OG0007651	XP_034175717.1	XP_008210404.2
OG0007652	XP_034196579.1	XP_031782789.1
