Orthogroup	Osmia_lignaria	Osmia_bicornis
OG0008095	XP_034190744.1, XP_034190742.1	XP_029033219.1
OG0008096	XP_034173431.1	XP_029050254.1
OG0008099	XP_034176870.1	XP_029036589.1
OG0008100	XP_034178364.1	XP_029049950.1
OG0008101	XP_034174367.1	XP_029032213.1, XP_029032221.1
OG0008102	XP_034191338.1	XP_029042429.1
OG0008104	XP_034195888.1	XP_029038693.1, XP_029038694.1
OG0008105	XP_034195666.1, XP_034195667.1	XP_029048135.1
OG0008106	XP_034173712.1	XP_029046575.1
OG0008107	XP_034185123.1	XP_029034977.1
OG0008108	XP_034181229.1	XP_029047323.1
OG0008109	XP_034193547.1	XP_029036876.1
OG0008110	XP_034175746.1	XP_029038299.1
OG0008111	XP_034176129.1	XP_029046561.1
OG0008112	XP_034182482.1, XP_034177374.1	XP_029053905.1, XP_029054259.1, XP_029055017.1, XP_029054440.1, XP_029053710.1
OG0008112	XP_034190435.1	XP_029053913.1, XP_029052470.1, XP_029054557.1, XP_029054417.1
OG0008114	XP_034180862.1	XP_029041786.1
OG0008116	XP_034183189.1	XP_029041755.1
OG0008117	XP_034189446.1	XP_029045628.1
OG0008119	XP_034187674.1	XP_029039342.1
OG0008120	XP_034184604.1	XP_029032223.1
OG0008121	XP_034190626.1	XP_029046800.1
OG0008122	XP_034190074.1	XP_029039953.1
OG0008123	XP_034187507.1	XP_029035963.1
OG0008124	XP_034191594.1	XP_029039194.1
OG0008127	XP_034186730.1	XP_029041963.1
OG0008128	XP_034186302.1	XP_029049030.1
OG0008129	XP_034196520.1	XP_029052251.1
OG0008130	XP_034171623.1	XP_029043595.1
OG0008132	XP_034176367.1	XP_029044087.1
OG0008133	XP_034196202.1	XP_029053195.1
OG0008134	XP_034184890.1	XP_029052347.1
OG0008135	XP_034195517.1, XP_034195519.1	XP_029040176.1
OG0008136	XP_034188475.1	XP_029052677.1
OG0008137	XP_034189208.1	XP_029034191.1
OG0008138	XP_034185257.1	XP_029049401.1
OG0008141	XP_034187678.1	XP_029039345.1, XP_029039343.1
OG0008142	XP_034182507.1	XP_029038642.1
OG0008143	XP_034176267.1	XP_029048821.1
OG0008144	XP_034183328.1	XP_029041725.1, XP_029041726.1
OG0008145	XP_034188529.1	XP_029047214.1
OG0008146	XP_034194726.1	XP_029033737.1
OG0008147	XP_034181128.1	XP_029038209.1
OG0008148	XP_034190910.1	XP_029042485.1
OG0008149	XP_034185165.1	XP_029053447.1
OG0008150	XP_034180791.1	XP_029041803.1
OG0008151	XP_034193731.1	XP_029036743.1
OG0008152	XP_034177442.1	XP_029048202.1
OG0008153	XP_034195744.1	XP_029040018.1, XP_029040525.1
OG0008154	XP_034190535.1	XP_029032498.1, XP_029032497.1
OG0008155	XP_034196143.1, XP_034196144.1, XP_034196142.1, XP_034196145.1	XP_029044194.1, XP_029044285.1
OG0008156	XP_034172277.1	XP_029050867.1
OG0008157	XP_034182114.1, XP_034182113.1	XP_029052849.1
OG0008158	XP_034181527.1	XP_029038234.1
OG0008159	XP_034178844.1	XP_029034741.1
OG0008160	XP_034184501.1	XP_029038748.1
OG0008161	XP_034190134.1	XP_029039992.1
OG0008162	XP_034183812.1, XP_034183813.1	XP_029051400.1, XP_029051398.1, XP_029051402.1
OG0008163	XP_034185404.1	XP_029033301.1
OG0008164	XP_034175871.1	XP_029044105.1, XP_029044106.1
OG0008165	XP_034196343.1	XP_029040119.1
OG0008166	XP_034174483.1	XP_029034650.1, XP_029034659.1
OG0008167	XP_034185421.1	XP_029033387.1
OG0008168	XP_034186537.1, XP_034186538.1, XP_034186536.1, XP_034186535.1	XP_029056241.1
OG0008169	XP_034190756.1	XP_029043300.1
OG0008170	XP_034176363.1	XP_029044081.1
OG0008171	XP_034188695.1	XP_029034301.1
OG0008172	XP_034177886.1, XP_034177887.1, XP_034177888.1	XP_029048225.1
OG0008173	XP_034173207.1, XP_034173206.1	XP_029038037.1, XP_029038038.1, XP_029038039.1
OG0008174	XP_034196208.1	XP_029055693.1
OG0008175	XP_034170934.1	XP_029044644.1
OG0008176	XP_034184732.1, XP_034184731.1	XP_029052967.1
OG0008177	XP_034176128.1	XP_029046515.1
OG0008178	XP_034179130.1	XP_029047657.1, XP_029047655.1
OG0008179	XP_034186807.1, XP_034186806.1	XP_029038987.1
OG0008181	XP_034186753.1	XP_029050986.1
OG0008182	XP_034189379.1	XP_029043187.1
OG0008183	XP_034173802.1	XP_029032777.1
OG0008184	XP_034191637.1	XP_029039264.1
OG0008185	XP_034181548.1	XP_029041009.1
OG0008186	XP_034180409.1	XP_029032758.1
OG0008187	XP_034185727.1	XP_029039691.1
OG0008188	XP_034171181.1	XP_029031881.1, XP_029031882.1, XP_029031883.1
OG0008189	XP_034187883.1	XP_029051072.1, XP_029051073.1
OG0008198	XP_034186351.1	XP_029044814.1
OG0008199	XP_034172770.1	XP_029049487.1
OG0008200	XP_034176140.1	XP_029046520.1
OG0008201	XP_034193851.1	XP_029036963.1
OG0008202	XP_034179320.1	XP_029052788.1
OG0008203	XP_034172866.1	XP_029047350.1
OG0008204	XP_034177343.1	XP_029041344.1
OG0008206	XP_034189994.1	XP_029039737.1
OG0008207	XP_034187642.1	XP_029035900.1
OG0008208	XP_034179483.1	XP_029056459.1
OG0008209	XP_034187394.1	XP_029042949.1
OG0008210	XP_034171961.1	XP_029032078.1
OG0008211	XP_034181162.1	XP_029046997.1
OG0008212	XP_034186049.1	XP_029033469.1
OG0008213	XP_034171069.1	XP_029032054.1
OG0008214	XP_034193602.1	XP_029038630.1, XP_029038010.1
OG0008215	XP_034188240.1	XP_029052087.1
OG0008217	XP_034185687.1	XP_029039155.1
OG0008219	XP_034178954.1	XP_029039572.1
OG0008220	XP_034174053.1	XP_029035529.1
OG0008221	XP_034187331.1	XP_029046965.1
OG0008222	XP_034196550.1	XP_029037765.1, XP_029037766.1
OG0008224	XP_034192237.1	XP_029043024.1, XP_029042715.1
OG0008226	XP_034179821.1	XP_029040229.1
OG0008227	XP_034193601.1, XP_034193603.1, XP_034193604.1, XP_034193599.1, XP_034193600.1	XP_029036861.1
OG0008229	XP_034177974.1	XP_029045012.1
OG0008231	XP_034179233.1	XP_029056440.1
OG0008232	XP_034170820.1	XP_029031907.1
OG0008233	XP_034194462.1	XP_029046176.1
OG0008234	XP_034172887.1	XP_029042547.1
OG0008235	XP_034189407.1	XP_029034271.1
OG0008236	XP_034195411.1	XP_029053276.1, XP_029053243.1
OG0008238	XP_034173578.1	XP_029035198.1
OG0008240	XP_034194713.1	XP_029033790.1
OG0008243	XP_034175512.1	XP_029044037.1, XP_029044036.1
OG0008244	XP_034179770.1	XP_029034852.1
OG0008247	XP_034179459.1	XP_029056385.1
OG0008251	XP_034187261.1	XP_029042883.1
OG0008252	XP_034182216.1	XP_029037239.1
OG0008255	XP_034172179.1	XP_029042501.1
OG0008256	XP_034190761.1	XP_029033235.1
OG0008257	XP_034188373.1	XP_029051748.1
OG0008258	XP_034191988.1	XP_029039015.1
OG0008259	XP_034179300.1	XP_029052775.1
OG0008261	XP_034173926.1	XP_029055353.1
OG0008262	XP_034171765.1	XP_029037801.1
OG0008263	XP_034186149.1	XP_029039626.1
OG0008265	XP_034190132.1	XP_029039979.1
OG0008266	XP_034193183.1	XP_029032648.1
OG0008267	XP_034180607.1	XP_029038457.1
OG0008268	XP_034186853.1, XP_034186862.1	XP_029047436.1
OG0008269	XP_034190829.1	XP_029033239.1
OG0008271	XP_034176248.1, XP_034176247.1	XP_029042766.1
OG0008272	XP_034194228.1	XP_029034492.1, XP_029032868.1, XP_029032955.1, XP_029034405.1
OG0008273	XP_034189181.1	XP_029034325.1
OG0008274	XP_034192293.1	XP_029054165.1
OG0008276	XP_034187296.1	XP_029050460.1
OG0008280	XP_034183088.1	XP_029049913.1
OG0008281	XP_034175879.1	XP_029035341.1, XP_029035340.1
OG0008282	XP_034174803.1	XP_029035781.1
OG0008283	XP_034173057.1	XP_029051983.1, XP_029051986.1
OG0008286	XP_034191346.1	XP_029042431.1
OG0008287	XP_034195416.1	XP_029055460.1
OG0008289	XP_034193855.1	XP_029036966.1
OG0008291	XP_034196525.1	XP_029054382.1
OG0008292	XP_034178472.1	XP_029035706.1
OG0008293	XP_034172254.1	XP_029035255.1
OG0008294	XP_034173054.1	XP_029038115.1
OG0008296	XP_034190145.1	XP_029039796.1
OG0008297	XP_034191478.1	XP_029043426.1
OG0008298	XP_034188424.1	XP_029040593.1
OG0008299	XP_034190723.1	XP_029033149.1
OG0008300	XP_034178642.1	XP_029044499.1
OG0008301	XP_034190497.1	XP_029050311.1
OG0008302	XP_034184516.1	XP_029039258.1
OG0008303	XP_034195326.1	XP_029040167.1
OG0008306	XP_034175453.1	XP_029037444.1
OG0008309	XP_034187485.1, XP_034187484.1	XP_029048079.1
OG0008310	XP_034178268.1	XP_029050374.1
OG0008311	XP_034181683.1	XP_029041257.1
OG0008313	XP_034195610.1	XP_029052977.1, XP_029052971.1, XP_029052758.1, XP_029052748.1
OG0008314	XP_034196347.1	XP_029040127.1
OG0008315	XP_034171096.1	XP_029032061.1
OG0008316	XP_034187941.1	XP_029051076.1
OG0008317	XP_034193660.1	XP_029036712.1
OG0008318	XP_034178090.1	XP_029036110.1
OG0008319	XP_034175866.1	XP_029035343.1
OG0008320	XP_034195282.1, XP_034191467.1, XP_034195268.1	XP_029043397.1
OG0008321	XP_034192784.1	XP_029036724.1
OG0008322	XP_034186390.1	XP_029043037.1
OG0008323	XP_034185085.1, XP_034185084.1	XP_029034940.1, XP_029034942.1, XP_029034941.1
OG0008324	XP_034184338.1	XP_029047925.1
OG0008325	XP_034174134.1, XP_034174133.1	XP_029033537.1
OG0008326	XP_034185933.1	XP_029050529.1
OG0008327	XP_034177870.1	XP_029042048.1
OG0008328	XP_034180086.1	XP_029052147.1
OG0008329	XP_034192793.1	XP_029036334.1
OG0008330	XP_034189358.1	XP_029034381.1
OG0008331	XP_034182071.1, XP_034182072.1	XP_029032970.1, XP_029032971.1
OG0008332	XP_034177949.1	XP_029044960.1, XP_029044959.1
OG0008333	XP_034180676.1	XP_029046853.1
OG0008334	XP_034175574.1, XP_034175573.1	XP_029049178.1
OG0008335	XP_034195799.1, XP_034195798.1	XP_029041614.1, XP_029041887.1
OG0008336	XP_034171664.1	XP_029055927.1
OG0008337	XP_034176201.1	XP_029046607.1
OG0008338	XP_034190327.1	XP_029047102.1
OG0008339	XP_034186173.1	XP_029051091.1
OG0008340	XP_034190224.1	XP_029047105.1
OG0008341	XP_034180341.1, XP_034180376.1	XP_029041397.1
OG0008342	XP_034171755.1	XP_029055966.1
OG0008343	XP_034171719.1	XP_029043627.1
OG0008344	XP_034171686.1	XP_029043673.1
OG0008345	XP_034183480.1	XP_029034443.1
OG0008346	XP_034190893.1	XP_029045245.1
OG0008346	XP_034190894.1	XP_029045246.1
OG0008347	XP_034171154.1	XP_029054538.1
OG0008348	XP_034189147.1	XP_029034250.1
OG0008349	XP_034174074.1, XP_034170971.1	XP_029055941.1
OG0008350	XP_034187811.1	XP_029048099.1
OG0008351	XP_034195943.1, XP_034195941.1, XP_034195942.1	XP_029043243.1, XP_029043144.1
OG0008352	XP_034189033.1	XP_029043143.1
OG0008353	XP_034181029.1	XP_029038143.1
OG0008354	XP_034181895.1	XP_029046349.1
OG0008355	XP_034190226.1	XP_029050835.1
OG0008356	XP_034184490.1	XP_029038739.1
OG0008357	XP_034189956.1	XP_029039915.1
OG0008358	XP_034178477.1	XP_029046897.1
OG0008359	XP_034175838.1	XP_029035498.1
OG0008361	XP_034186861.1, XP_034186863.1, XP_034186864.1	XP_029050740.1
OG0008362	XP_034194707.1	XP_029033775.1, XP_029033774.1, XP_029033773.1
OG0008363	XP_034187807.1	XP_029039341.1
OG0008364	XP_034174619.1	XP_029035005.1
OG0008365	XP_034172100.1	XP_029050879.1, XP_029050877.1
OG0008367	XP_034177406.1	XP_029048151.1
OG0008368	XP_034175548.1	XP_029049073.1
OG0008369	XP_034172613.1	XP_029040391.1
OG0008370	XP_034183420.1	XP_029046045.1
OG0008371	XP_034183814.1	XP_029040508.1
OG0008372	XP_034183573.1	XP_029034465.1
OG0008374	XP_034173047.1	XP_029038108.1
OG0008375	XP_034191975.1	XP_029052753.1, XP_029052754.1, XP_029052756.1, XP_029052755.1, XP_029052752.1, XP_029052751.1
OG0008376	XP_034179165.1	XP_029044416.1
OG0008377	XP_034187028.1	XP_029049862.1
OG0008379	XP_034172539.1	XP_029037999.1
OG0008380	XP_034190933.1	XP_029035362.1, XP_029035361.1, XP_029035360.1
OG0008381	XP_034175837.1	XP_029035493.1
OG0008382	XP_034180606.1	XP_029038463.1
OG0008383	XP_034173877.1	XP_029037078.1
OG0008384	XP_034174510.1	XP_029032532.1
OG0008385	XP_034190600.1	XP_029050855.1
OG0008386	XP_034189466.1	XP_029045645.1
OG0008387	XP_034193850.1	XP_029036962.1
OG0008388	XP_034183375.1	XP_029047517.1
OG0008389	XP_034187729.1	XP_029050498.1
OG0008390	XP_034196255.1	XP_029040171.1
OG0008392	XP_034189535.1, XP_034189534.1, XP_034189536.1	XP_029039603.1, XP_029039600.1, XP_029039602.1
OG0008393	XP_034186671.1	XP_029052199.1, XP_029052197.1
OG0008406	XP_034180187.1	XP_029045461.1
OG0008408	XP_034192357.1	XP_029054204.1
OG0008411	XP_034186392.1	XP_029040240.1
OG0008412	XP_034180976.1	XP_029051163.1
OG0008413	XP_034179219.1	XP_029040893.1
OG0008414	XP_034191057.1	XP_029045267.1
OG0008417	XP_034192861.1	XP_029036674.1
OG0008419	XP_034191327.1	XP_029042360.1
OG0008420	XP_034194396.1	XP_029053235.1
OG0008422	XP_034180278.1	XP_029038495.1
OG0008423	XP_034182700.1	XP_029049655.1
OG0008424	XP_034179848.1	XP_029044458.1
OG0008425	XP_034191296.1	XP_029042397.1
OG0008429	XP_034184173.1	XP_029054307.1
OG0008431	XP_034184568.1	XP_029039282.1
OG0008432	XP_034185209.1	XP_029035056.1
OG0008433	XP_034190843.1	XP_029033160.1
OG0008434	XP_034177174.1	XP_029055576.1
OG0008435	XP_034181504.1	XP_029051202.1
OG0008438	XP_034172610.1	XP_029040368.1
OG0008439	XP_034191020.1	XP_029048523.1
OG0008440	XP_034188581.1	XP_029040714.1
OG0008441	XP_034182120.1	XP_029040654.1
OG0008442	XP_034183025.1	XP_029041747.1
OG0008443	XP_034194002.1	XP_029045913.1
OG0008445	XP_034183278.1	XP_029041708.1
OG0008446	XP_034177977.1, XP_034177976.1	XP_029045010.1
OG0008449	XP_034191254.1	XP_029045187.1
OG0008450	XP_034180518.1	XP_029038411.1
OG0008451	XP_034192438.1	XP_029053638.1
OG0008452	XP_034191016.1	XP_029056010.1
OG0008453	XP_034182297.1	XP_029037207.1
OG0008454	XP_034193125.1	XP_029049759.1
OG0008455	XP_034171532.1	XP_029048276.1, XP_029048277.1
OG0008457	XP_034192025.1	XP_029039086.1
OG0008458	XP_034186294.1	XP_029047686.1
OG0008460	XP_034182455.1	XP_029032957.1
OG0008461	XP_034173379.1	XP_029050273.1
OG0008462	XP_034176515.1	XP_029038350.1
OG0008463	XP_034188560.1	XP_029033748.1
OG0008464	XP_034189236.1	XP_029043199.1
OG0008465	XP_034186904.1	XP_029052998.1
OG0008466	XP_034172835.1	XP_029052593.1
OG0008467	XP_034173042.1	XP_029038097.1
OG0008468	XP_034179230.1	XP_029056439.1
OG0008470	XP_034190443.1	XP_029050309.1
OG0008471	XP_034194053.1	XP_029051893.1
OG0008472	XP_034182786.1	XP_029032873.1
OG0008473	XP_034186307.1	XP_029044815.1
OG0008474	XP_034196094.1	XP_029043487.1
OG0008475	XP_034186879.1	XP_029052989.1
OG0008477	XP_034176026.1	XP_029049202.1
OG0008478	XP_034192647.1	XP_029036595.1
OG0008479	XP_034187186.1	XP_029040227.1
OG0008483	XP_034194436.1	XP_029051074.1
OG0008484	XP_034183057.1	XP_029041678.1
OG0008485	XP_034195504.1	XP_029050951.1
OG0008486	XP_034178885.1, XP_034178884.1	XP_029040839.1, XP_029040840.1, XP_029040838.1
OG0008488	XP_034196190.1	XP_029053190.1
OG0008490	XP_034193230.1	XP_029050213.1
OG0008492	XP_034182848.1, XP_034182846.1, XP_034182847.1	XP_029048936.1
OG0008493	XP_034181824.1	XP_029046409.1
OG0008494	XP_034191041.1	XP_029048500.1
OG0008497	XP_034187082.1	XP_029042017.1
OG0008498	XP_034189333.1	XP_029032093.1
OG0008500	XP_034175759.1	XP_029047269.1
OG0008502	XP_034172257.1	XP_029042548.1
OG0008503	XP_034176414.1	XP_029048847.1
OG0008504	XP_034178387.1	XP_029049966.1
OG0008506	XP_034176495.1	XP_029055213.1
OG0008507	XP_034174257.1	XP_029041490.1
OG0008508	XP_034193416.1	XP_029048383.1
OG0008509	XP_034178401.1	XP_029049962.1
OG0008510	XP_034193971.1, XP_034193970.1, XP_034193969.1	XP_029045923.1
OG0008511	XP_034187837.1	XP_029046078.1
OG0008512	XP_034171261.1	XP_029031981.1
OG0008513	XP_034192681.1	XP_029041263.1, XP_029041270.1
OG0008514	XP_034196309.1	XP_029039805.1
OG0008515	XP_034188150.1, XP_034188151.1	XP_029051068.1
OG0008517	XP_034174551.1	XP_029035608.1
OG0008518	XP_034183322.1	XP_029041709.1, XP_029041710.1
OG0008519	XP_034180088.1	XP_029052150.1
OG0008520	XP_034170858.1	XP_029036239.1
OG0008521	XP_034189360.1, XP_034189359.1	XP_029034143.1
OG0008521	XP_034189362.1	XP_029034144.1
OG0008522	XP_034181065.1	XP_029041075.1
OG0008523	XP_034190903.1	XP_029048614.1
OG0008524	XP_034182818.1	XP_029032884.1
OG0008525	XP_034182012.1	XP_029038712.1
OG0008526	XP_034186891.1	XP_029052190.1
OG0008527	XP_034178625.1	XP_029042567.1
OG0008528	XP_034195460.1	XP_029042108.1
OG0008529	XP_034191154.1	XP_029056340.1, XP_029056326.1
OG0008530	XP_034187347.1	XP_029050486.1
OG0008531	XP_034171762.1	XP_029055908.1, XP_029055907.1
OG0008532	XP_034196619.1	XP_029031968.1
OG0008533	XP_034178542.1	XP_029041492.1
OG0008534	XP_034184335.1	XP_029047782.1
OG0008535	XP_034177666.1	XP_029046743.1
OG0008535	XP_034177665.1	XP_029046742.1
OG0008536	XP_034178150.1	XP_029050086.1
OG0008538	XP_034170958.1	XP_029041645.1
OG0008539	XP_034185378.1	XP_029033296.1
OG0008540	XP_034181459.1	XP_029035308.1
OG0008541	XP_034173635.1	XP_029040405.1
OG0008542	XP_034172092.1	XP_029047389.1
OG0008543	XP_034172293.1, XP_034172294.1, XP_034172295.1	XP_029035776.1
OG0008544	XP_034171363.1	XP_029054725.1
OG0008546	XP_034188555.1, XP_034188537.1	XP_029033860.1
OG0008547	XP_034191304.1	XP_029045221.1
OG0008548	XP_034193435.1	XP_029050572.1
OG0008549	XP_034182524.1	XP_029032985.1
OG0008550	XP_034185147.1	XP_029034987.1
OG0008551	XP_034186122.1	XP_029039604.1
OG0008552	XP_034180097.1	XP_029039414.1
OG0008553	XP_034172527.1	XP_029053967.1
OG0008554	XP_034187050.1	XP_029049831.1
OG0008555	XP_034171555.1	XP_029055046.1
OG0008556	XP_034188992.1	XP_029043236.1, XP_029043238.1
OG0008557	XP_034182282.1	XP_029032928.1, XP_029032929.1, XP_029032926.1, XP_029032925.1, XP_029032933.1, XP_029032930.1, XP_029032927.1, XP_029032931.1
OG0008558	XP_034190117.1	XP_029039983.1
OG0008559	XP_034177479.1	XP_029048742.1
OG0008560	XP_034192674.1, XP_034192672.1	XP_029036350.1
OG0008561	XP_034176931.1	XP_029045523.1
OG0008562	XP_034196505.1	XP_029055131.1, XP_029055183.1
OG0008564	XP_034196363.1	XP_029056356.1, XP_029056290.1
OG0008565	XP_034195529.1	XP_029040153.1, XP_029040154.1, XP_029040155.1, XP_029040152.1
OG0008566	XP_034185572.1, XP_034185573.1	XP_029035076.1
OG0008567	XP_034188113.1	XP_029051075.1
OG0008568	XP_034181148.1	XP_029047025.1
OG0008569	XP_034187734.1	XP_029044847.1
OG0008571	XP_034189684.1, XP_034189685.1	XP_029039867.1
OG0008572	XP_034183811.1	XP_029051397.1, XP_029051396.1
OG0008573	XP_034175872.1	XP_029044107.1, XP_029044108.1
OG0008574	XP_034181631.1, XP_034181629.1	XP_029047007.1
OG0008575	XP_034173558.1	XP_029040801.1
OG0008576	XP_034179022.1	XP_029044471.1
OG0008577	XP_034188861.1	XP_029032376.1
OG0008578	XP_034186020.1	XP_029047706.1
OG0008579	XP_034186295.1	XP_029049023.1
OG0008580	XP_034184080.1	XP_029053100.1
OG0008581	XP_034180484.1	XP_029045398.1
OG0008582	XP_034188602.1	XP_029052710.1
OG0008583	XP_034189231.1	XP_029034327.1
OG0008584	XP_034182601.1	XP_029049546.1
OG0008585	XP_034177935.1, XP_034177934.1	XP_029044958.1
OG0008586	XP_034191182.1	XP_029042335.1
OG0008587	XP_034185150.1	XP_029034990.1
OG0008588	XP_034177682.1	XP_029046731.1
OG0008589	XP_034192934.1	XP_029036417.1
OG0008595	XP_034194980.1	XP_029055119.1, XP_029055074.1, XP_029055263.1, XP_029055139.1, XP_029054736.1, XP_029055053.1, XP_029053900.1, XP_029054065.1, XP_029054777.1, XP_029054722.1, XP_029055028.1, XP_029054138.1, XP_029053856.1, XP_029055012.1
OG0008601	XP_034179905.1	XP_029040242.1
OG0008602	XP_034179624.1	XP_029039493.1
OG0008604	XP_034180171.1	XP_029051222.1
OG0008607	XP_034173770.1	XP_029032429.1
OG0008608	XP_034192105.1	XP_029039177.1
OG0008609	XP_034180001.1	XP_029041850.1
OG0008610	XP_034191366.1	XP_029045238.1
OG0008612	XP_034191169.1	XP_029042331.1
OG0008613	XP_034194510.1	XP_029050219.1
OG0008615	XP_034187563.1	XP_029036042.1
OG0008617	XP_034176634.1	XP_029050155.1
OG0008619	XP_034184894.1	XP_029035053.1
OG0008620	XP_034178584.1	XP_029050352.1
OG0008621	XP_034179536.1	XP_029039527.1
OG0008622	XP_034180867.1	XP_029041939.1
OG0008623	XP_034179322.1	XP_029050012.1
OG0008625	XP_034188884.1	XP_029034332.1
OG0008626	XP_034181463.1	XP_029046296.1
OG0008628	XP_034181015.1	XP_029051183.1, XP_029051184.1, XP_029051185.1
OG0008629	XP_034191464.1	XP_029043425.1
OG0008630	XP_034190329.1	XP_029047076.1
OG0008631	XP_034179143.1	XP_029045995.1
OG0008638	XP_034174915.1	XP_029055424.1
OG0008639	XP_034184632.1	XP_029054490.1
OG0008639	XP_034184634.1	XP_029055307.1
OG0008640	XP_034190565.1	XP_029050843.1
OG0008641	XP_034176284.1, XP_034176285.1	XP_029048878.1, XP_029048877.1
OG0008643	XP_034194476.1	XP_029051162.1
OG0008645	XP_034183663.1	XP_029052447.1
OG0008646	XP_034194959.1	XP_029048054.1
OG0008648	XP_034179795.1	XP_029040786.1
OG0008651	XP_034171396.1	XP_029032455.1
OG0008652	XP_034172039.1	XP_029043655.1
OG0008653	XP_034195358.1	XP_029055219.1, XP_029054148.1
OG0008656	XP_034177572.1	XP_029032589.1
OG0008659	XP_034174902.1	XP_029055553.1
OG0008660	XP_034173112.1	XP_029034052.1
OG0008662	XP_034182678.1	XP_029033108.1
OG0008663	XP_034190570.1	XP_029050832.1, XP_029050831.1, XP_029050833.1
OG0008664	XP_034173717.1	XP_029046148.1
OG0008666	XP_034189385.1	XP_029056582.1
OG0008667	XP_034189353.1	XP_029031950.1
OG0008669	XP_034176162.1	XP_029055703.1
OG0008670	XP_034178583.1	XP_029044521.1
OG0008671	XP_034194420.1	XP_029051014.1
OG0008672	XP_034195261.1, XP_034191433.1	XP_029043394.1
OG0008674	XP_034195655.1	XP_029045071.1
OG0008676	XP_034195516.1	XP_029040175.1
OG0008677	XP_034184799.1	XP_029051504.1
OG0008678	XP_034177560.1, XP_034177559.1	XP_029052575.1
OG0008679	XP_034183891.1	XP_029046005.1
OG0008680	XP_034191001.1	XP_029045162.1
OG0008681	XP_034174063.1	XP_029044337.1
OG0008682	XP_034192703.1	XP_029036642.1
OG0008683	XP_034185834.1	XP_029050531.1
OG0008684	XP_034174767.1	XP_029046036.1
OG0008685	XP_034171937.1	XP_029056649.1
OG0008686	XP_034181284.1	XP_029046353.1
OG0008687	XP_034186304.1	XP_029049036.1
OG0008690	XP_034183108.1, XP_034183107.1	XP_029049787.1
OG0008691	XP_034178393.1	XP_029049260.1, XP_029049258.1
OG0008692	XP_034181140.1	XP_029044595.1
OG0008693	XP_034183065.1	XP_029038740.1
OG0008694	XP_034183231.1	XP_029038838.1
OG0008695	XP_034183044.1	XP_029041677.1
OG0008696	XP_034187529.1	XP_029039312.1
OG0008697	XP_034179559.1	XP_029040873.1
OG0008698	XP_034182381.1	XP_029038617.1
OG0008699	XP_034178463.1, XP_034178464.1	XP_029035678.1
OG0008700	XP_034191887.1	XP_029043568.1
OG0008701	XP_034185729.1	XP_029039693.1
OG0008702	XP_034177721.1	XP_029045717.1
OG0008703	XP_034170912.1	XP_029036206.1
OG0008704	XP_034171185.1	XP_029056545.1
OG0008705	XP_034175656.1, XP_034175641.1	XP_029047266.1, XP_029047265.1
OG0008706	XP_034175672.1	XP_029042698.1
OG0008707	XP_034196047.1	XP_029040389.1
OG0008708	XP_034181414.1	XP_029041265.1
OG0008709	XP_034181112.1	XP_029038196.1
OG0008710	XP_034187065.1	XP_029048642.1
OG0008711	XP_034178636.1	XP_029053832.1
OG0008712	XP_034182451.1	XP_029033016.1, XP_029033017.1
OG0008713	XP_034180021.1	XP_029038296.1
OG0008714	XP_034179205.1	XP_029040948.1
OG0008715	XP_034185282.1	XP_029044302.1
OG0008716	XP_034192604.1	XP_029036591.1
OG0008717	XP_034179299.1	XP_029047413.1
OG0008718	XP_034171976.1	XP_029041572.1, XP_029041573.1
OG0008719	XP_034191224.1	XP_029052068.1
OG0008720	XP_034190135.1	XP_029039993.1
OG0008721	XP_034182227.1	XP_029037271.1
OG0008721	XP_034182228.1	XP_029037272.1
OG0008722	XP_034194750.1	XP_029033747.1, XP_029033746.1, XP_029033745.1, XP_029033744.1
OG0008723	XP_034182238.1	XP_029037114.1
OG0008724	XP_034182267.1	XP_029037191.1
OG0008725	XP_034187531.1	XP_029039292.1
OG0008726	XP_034176290.1	XP_029055171.1
OG0008727	XP_034184474.1	XP_029038729.1
OG0008728	XP_034186212.1	XP_029037901.1
OG0008729	XP_034179078.1, XP_034179079.1	XP_029034853.1
OG0008730	XP_034191845.1	XP_029050673.1
OG0008731	XP_034191209.1	XP_029042473.1
OG0008732	XP_034187145.1, XP_034187146.1	XP_029043046.1
OG0008733	XP_034171134.1, XP_034171135.1	XP_029031850.1
OG0008734	XP_034172042.1	XP_029048303.1
OG0008735	XP_034182425.1	XP_029033023.1, XP_029033022.1
OG0008736	XP_034188452.1	XP_029040663.1
OG0008737	XP_034173931.1	XP_029035520.1
OG0008738	XP_034191336.1	XP_029042426.1
OG0008739	XP_034177489.1	XP_029048692.1
OG0008740	XP_034191242.1	XP_029045223.1, XP_029045222.1
OG0008741	XP_034177434.1	XP_029048159.1
OG0008742	XP_034196364.1	XP_029056547.1, XP_029055672.1
OG0008744	XP_034196290.1	XP_029052082.1
OG0008746	XP_034181449.1, XP_034181450.1	XP_029041024.1
OG0008747	XP_034181213.1	XP_029041300.1
OG0008748	XP_034175084.1	XP_029032499.1
OG0008749	XP_034192470.1	XP_029053170.1
OG0008750	XP_034184316.1	XP_029047771.1, XP_029047770.1, XP_029047769.1
OG0008751	XP_034181320.1	XP_029041212.1
OG0008752	XP_034183773.1	XP_029051436.1
OG0008753	XP_034186297.1	XP_029048989.1
OG0008754	XP_034193162.1	XP_029032627.1
OG0008755	XP_034193071.1	XP_029053573.1
