Orthogroup	Osmia_lignaria	Solenopsis_invicta
OG0006444	XP_034177693.1	XP_011155553.1
OG0006445	XP_034188614.1	XP_011159349.1
OG0006447	XP_034191314.1	XP_011159527.1
OG0006448	XP_034196331.1	XP_011164332.2
OG0006449	XP_034181194.1	XP_011170093.1
OG0006450	XP_034182150.1	XP_039311906.1, XP_011159995.1
OG0006451	XP_034180803.1	XP_011166450.1
OG0006452	XP_034177574.1	XP_025994803.1
OG0006453	XP_034185574.1	XP_011162237.2, XP_025986902.2, XP_039301877.1
OG0006454	XP_034175976.1	XP_011162841.1
OG0006455	XP_034185250.1	XP_025986969.2
OG0006456	XP_034189273.1	XP_011158785.1
OG0006457	XP_034184875.1	XP_011175818.1
OG0006458	XP_034184810.1, XP_034184809.1, XP_034184808.1	XP_025989708.1
OG0006459	XP_034186387.1	XP_011159549.2
OG0006460	XP_034193467.1	XP_025989473.1
OG0006461	XP_034194207.1	XP_039315439.1, XP_039307974.1
OG0006462	XP_034172073.1, XP_034172070.1	XP_011163222.1
OG0006463	XP_034182080.1	XP_039309141.1
OG0006464	XP_034177342.1	XP_011169409.1
OG0006465	XP_034186650.1	XP_039313701.1
OG0006466	XP_034183253.1	XP_011162077.1
OG0006467	XP_034185847.1	XP_011160756.1
OG0006468	XP_034174083.1	XP_011173335.1
OG0006469	XP_034184525.1	XP_011166486.1
OG0006470	XP_034179953.1	XP_039314721.1
OG0006471	XP_034188170.1	XP_011168622.1
OG0006472	XP_034192168.1	XP_039314149.1
OG0006473	XP_034182443.1	XP_011175426.1
OG0006474	XP_034192920.1	XP_025989430.1
OG0006475	XP_034172567.1	XP_011169027.1
OG0006476	XP_034182144.1	XP_025991362.2
OG0006477	XP_034176019.1	XP_011167962.1
OG0006478	XP_034185138.1	XP_011158446.1
OG0006480	XP_034177452.1	XP_011167697.1
OG0006482	XP_034181028.1	XP_011166393.1
OG0006483	XP_034190892.1	XP_025987606.1
OG0006484	XP_034188882.1	XP_039305928.1
OG0006485	XP_034172111.1	XP_025993647.2
OG0006486	XP_034182259.1	XP_025993950.1
OG0006488	XP_034172225.1	XP_011161557.1
OG0006489	XP_034190954.1	XP_011164246.1
OG0006490	XP_034173482.1	XP_011156270.2
OG0006491	XP_034173642.1	XP_025988853.2
OG0006492	XP_034194378.1	XP_011159872.1
OG0006493	XP_034179886.1	XP_039304189.1
OG0006494	XP_034189123.1	XP_011170724.1
OG0006495	XP_034194227.1	XP_025988646.1
OG0006496	XP_034185408.1	XP_039314073.1
OG0006497	XP_034191257.1	XP_039307574.1
OG0006498	XP_034187038.1	XP_025997238.1, XP_039313589.1
OG0006499	XP_034176558.1	XP_039305585.1
OG0006500	XP_034194358.1	XP_011159870.1
OG0006501	XP_034173607.1	XP_025986145.1
OG0006502	XP_034190793.1	XP_011161841.1, XP_025988953.1
OG0006503	XP_034178370.1	XP_011161443.1
OG0006504	XP_034173740.1	XP_039305131.1
OG0006505	XP_034191037.1	XP_039311023.1
OG0006506	XP_034175518.1	XP_011168337.1
OG0006507	XP_034173138.1	XP_039307604.1
OG0006508	XP_034186033.1	XP_039311593.1
OG0006509	XP_034178949.1	XP_039314180.1, XP_039314181.1
OG0006510	XP_034177585.1	XP_039310881.1
OG0006511	XP_034195482.1	XP_011175693.1, XP_011175692.1
OG0006512	XP_034186980.1	XP_011170513.3
OG0006513	XP_034186860.1	XP_011170512.1
OG0006514	XP_034176613.1	XP_011164205.1
OG0006515	XP_034179673.1	XP_011167362.1
OG0006516	XP_034174267.1	XP_011173610.2
OG0006517	XP_034186672.1	XP_025990004.1
OG0006518	XP_034194512.1	XP_011168015.1
OG0006519	XP_034188476.1	XP_011167262.1
OG0006520	XP_034193280.1	XP_011168037.1
OG0006521	XP_034192457.1	XP_039313358.1
OG0006522	XP_034181084.1	XP_011170689.2
OG0006523	XP_034184239.1	XP_011155949.3
OG0006524	XP_034173646.1	XP_025994697.1
OG0006525	XP_034189262.1	XP_011172944.1
OG0006526	XP_034194218.1	XP_039312923.1
OG0006527	XP_034173741.1	XP_011162858.1
OG0006528	XP_034184062.1	XP_025990126.1
OG0006529	XP_034188828.1	XP_039302450.1
OG0006530	XP_034171319.1	XP_039314502.1, XP_011172382.2
OG0006531	XP_034186071.1	XP_039311631.1
OG0006532	XP_034183533.1	XP_025996167.1, XP_025996168.1
OG0006533	XP_034187461.1	XP_011165918.1
OG0006534	XP_034188660.1	XP_011156979.1
OG0006535	XP_034177242.1	XP_025995766.2
OG0006536	XP_034177375.1	XP_011167625.2
OG0006537	XP_034190582.1	XP_025986856.1
OG0006538	XP_034183467.1	XP_039308372.1
OG0006539	XP_034178904.1	XP_011159271.1
OG0006540	XP_034171983.1	XP_011172094.1
OG0006541	XP_034172865.1	XP_039307972.1
OG0006543	XP_034186824.1	XP_039312315.1
OG0006544	XP_034174901.1	XP_011157489.1
OG0006545	XP_034190551.1	XP_039303592.1
OG0006546	XP_034174765.1	XP_011162157.1
OG0006547	XP_034174449.1	XP_011170204.2, XP_011170203.2
OG0006548	XP_034184944.1	XP_011169372.1
OG0006549	XP_034177504.1	XP_011166260.1
OG0006550	XP_034180516.1, XP_034180517.1	XP_039312569.1
OG0006551	XP_034194646.1	XP_011160725.2
OG0006552	XP_034192026.1	XP_025991438.1
OG0006553	XP_034172898.1	XP_011162827.1
OG0006554	XP_034181746.1	XP_039306850.1
OG0006555	XP_034194138.1	XP_039310536.1
OG0006556	XP_034190256.1	XP_011169374.1
OG0006557	XP_034176156.1	XP_011162222.2
OG0006558	XP_034188427.1	XP_011164542.2
OG0006559	XP_034182579.1	XP_039313234.1
OG0006560	XP_034182209.1	XP_011164544.2
OG0006561	XP_034187745.1	XP_025992921.1
OG0006562	XP_034174859.1	XP_011169588.1
OG0006565	XP_034177384.1	XP_011172199.1
OG0006566	XP_034171166.1	XP_039304025.1
OG0006568	XP_034174585.1	XP_011170778.1
OG0006570	XP_034177739.1	XP_025995770.1
OG0006571	XP_034184639.1	XP_025996402.1
OG0006572	XP_034190178.1, XP_034190179.1	XP_025990305.2
OG0006573	XP_034196317.1	XP_011167713.1
OG0006574	XP_034190748.1	XP_025988965.1
OG0006576	XP_034189024.1	XP_011156358.1
OG0006577	XP_034171076.1	XP_011157800.1
OG0006578	XP_034193899.1, XP_034193900.1	XP_025994004.1
OG0006579	XP_034175547.1	XP_025997255.1, XP_039308259.1
OG0006580	XP_034183574.1	XP_011167006.1
OG0006581	XP_034179745.1	XP_011164646.2
OG0006582	XP_034170850.1	XP_039305110.1
OG0006583	XP_034182779.1	XP_011156000.1
OG0006584	XP_034171180.1	XP_025988081.1
OG0006586	XP_034186090.1	XP_011169581.1
OG0006587	XP_034177020.1	XP_011166267.1, XP_011166266.1
OG0006588	XP_034182384.1	XP_039306701.1
OG0006589	XP_034185967.1	XP_011162360.1
OG0006590	XP_034189382.1	XP_039306686.1
OG0006591	XP_034181270.1	XP_011156757.1
OG0006592	XP_034174817.1	XP_011173354.1
OG0006593	XP_034176102.1	XP_039305005.1
OG0006594	XP_034192872.1	XP_011159876.1
OG0006595	XP_034185769.1	XP_011160244.2
OG0006596	XP_034185592.1	XP_039313634.1
OG0006597	XP_034180302.1	XP_011169186.2
OG0006598	XP_034195410.1	XP_011166715.1
OG0006599	XP_034193923.1	XP_039313776.1
OG0006600	XP_034186489.1	XP_025993622.2
OG0006601	XP_034189574.1	XP_025991767.2
OG0006602	XP_034187159.1	XP_039313990.1
OG0006603	XP_034190712.1	XP_039315293.1
OG0006604	XP_034189848.1	XP_011165083.1
OG0006605	XP_034184790.1	XP_011164000.2
OG0006606	XP_034185279.1	XP_025986979.2
OG0006607	XP_034182612.1	XP_011176016.2
OG0006608	XP_034176405.1	XP_025987884.1
OG0006609	XP_034177749.1	XP_025992183.1
OG0006610	XP_034180847.1	XP_025991344.2
OG0006611	XP_034177760.1	XP_025985854.1
OG0006612	XP_034184655.1	XP_011172028.1
OG0006613	XP_034194684.1	XP_039307709.1
OG0006614	XP_034179244.1	XP_025991088.1
OG0006615	XP_034187592.1	XP_011175355.1
OG0006616	XP_034178829.1	XP_025986561.1
OG0006617	XP_034182069.1	XP_011159983.2
OG0006618	XP_034192870.1	XP_011164256.1
OG0006619	XP_034187810.1	XP_011166368.1
OG0006621	XP_034186707.1	XP_039302681.1
OG0006622	XP_034193781.1	XP_039315041.1
OG0006623	XP_034184403.1	XP_011170783.1
OG0006624	XP_034172532.1	XP_025986093.1
OG0006625	XP_034181350.1	XP_039306525.1
OG0006626	XP_034172556.1	XP_039307982.1
OG0006627	XP_034179839.1	XP_011166205.1
OG0006628	XP_034187760.1	XP_011157255.1
OG0006629	XP_034173708.1	XP_011168275.1, XP_011168274.1
OG0006630	XP_034173659.1	XP_011165948.1
OG0006631	XP_034173818.1	XP_011157933.1
OG0006632	XP_034177575.1	XP_011169767.1
OG0006633	XP_034194734.1, XP_034194799.1	XP_011163415.1
OG0006634	XP_034183039.1	XP_025993711.2
OG0006635	XP_034190192.1	XP_011166768.1
OG0006636	XP_034187392.1	XP_011165614.2
OG0006637	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1	XP_039309880.1
OG0006638	XP_034192016.1	XP_039306535.1, XP_011175208.1
OG0006639	XP_034189361.1	XP_039314846.1
OG0006640	XP_034187377.1	XP_011165610.2
OG0006641	XP_034171371.1	XP_025990359.1
OG0006642	XP_034176768.1	XP_039310868.1
OG0006643	XP_034193681.1	XP_039303894.1
OG0006644	XP_034182796.1	XP_039313374.1
OG0006645	XP_034183482.1	XP_039312683.1
OG0006646	XP_034172615.1	XP_039309830.1
OG0006647	XP_034177220.1	XP_011170777.1
OG0006648	XP_034178833.1	XP_011158040.1
OG0006649	XP_034186981.1	XP_025996569.1
OG0006650	XP_034179055.1	XP_039311832.1
OG0006651	XP_034191832.1	XP_011160808.2
OG0006652	XP_034172662.1	XP_039310625.1
OG0006653	XP_034173609.1	XP_025989117.1
OG0006654	XP_034172743.1	XP_025992893.1
OG0006655	XP_034187820.1	XP_011162143.1
OG0006656	XP_034189818.1	XP_011176029.1
OG0006657	XP_034194279.1	XP_011168510.1
OG0006658	XP_034178989.1	XP_011163947.1
OG0006659	XP_034174491.1	XP_025992074.2
OG0006660	XP_034184081.1	XP_039312006.1
OG0006661	XP_034194769.1, XP_034194018.1	XP_011155897.1
OG0006662	XP_034195369.1	XP_039307590.1
OG0006663	XP_034191772.1	XP_025992115.1
OG0006664	XP_034181436.1	XP_039310080.1
OG0006665	XP_034191792.1	XP_039306705.1, XP_011157372.1
OG0006666	XP_034194050.1	XP_011158410.2
OG0006667	XP_034181144.1	XP_025997063.1
OG0006669	XP_034185431.1	XP_039312382.1
OG0006670	XP_034172889.1	XP_039303286.1
OG0006671	XP_034172324.1	XP_011170097.1
OG0006672	XP_034185986.1	XP_039305298.1
OG0006673	XP_034193297.1, XP_034193294.1	XP_039307640.1
OG0006674	XP_034179311.1	XP_039314815.1, XP_011175470.2
OG0006676	XP_034188557.1, XP_034188559.1	XP_011159310.1
OG0006677	XP_034183576.1	XP_039308268.1
OG0006678	XP_034174115.1, XP_034174114.1	XP_039305783.1
OG0006679	XP_034188324.1	XP_011159985.2
OG0006680	XP_034171298.1	XP_011175927.1
OG0006681	XP_034185857.1	XP_039312014.1
OG0006682	XP_034178874.1	XP_011167756.1
OG0006683	XP_034181820.1	XP_039314013.1
OG0006684	XP_034175742.1	XP_011168054.2
OG0006685	XP_034193963.1	XP_025991920.1
OG0006686	XP_034179663.1	XP_039314418.1
OG0006687	XP_034178045.1	XP_011167703.1
OG0006688	XP_034183930.1	XP_011173080.1
OG0006689	XP_034178709.1	XP_011160932.1, XP_025995140.1
OG0006690	XP_034182680.1	XP_011167391.1
OG0006691	XP_034178862.1	XP_011167820.1
OG0006692	XP_034185622.1, XP_034184613.1	XP_011161550.1, XP_039309771.1
OG0006693	XP_034174987.1, XP_034174983.1	XP_011168205.2
OG0006694	XP_034175674.1	XP_011161846.1
OG0006695	XP_034186176.1	XP_025990102.1
OG0006696	XP_034182833.1	XP_011170507.1
OG0006697	XP_034172090.1	XP_025995690.1, XP_039313546.1, XP_011176304.1
OG0006698	XP_034184022.1, XP_034184020.1	XP_011156862.1
OG0006699	XP_034186762.1	XP_025991565.1
OG0006700	XP_034181661.1	XP_011156083.2
OG0006701	XP_034187520.1	XP_011163585.1
OG0006702	XP_034196630.1	XP_039313986.1
OG0006703	XP_034190882.1	XP_011173493.1
OG0006704	XP_034172799.1	XP_011175299.1
OG0006705	XP_034188914.1	XP_011161036.2, XP_025990692.2
OG0006706	XP_034178802.1	XP_011158054.1
OG0006707	XP_034195025.1	XP_011163412.1
OG0006708	XP_034187880.1	XP_025990886.1
OG0006709	XP_034180787.1	XP_011167017.2
OG0006710	XP_034181919.1	XP_011159959.2
OG0006711	XP_034192645.1, XP_034192644.1	XP_011166138.1
OG0006714	XP_034178886.1	XP_011161962.1
OG0006715	XP_034186531.1	XP_025990099.1, XP_025990098.1
OG0006716	XP_034173821.1	XP_039305032.1
OG0006717	XP_034191640.1	XP_039304472.1, XP_011157516.1
OG0006718	XP_034186582.1	XP_025987145.2
OG0006719	XP_034180389.1	XP_039308751.1
OG0006720	XP_034172830.1	XP_011165522.2
OG0006721	XP_034183130.1	XP_011171450.1, XP_011171451.1
OG0006722	XP_034182103.1	XP_039308756.1, XP_011171737.1
OG0006723	XP_034173146.1	XP_011165305.1
OG0006724	XP_034184885.1	XP_011172003.1
OG0006725	XP_034185083.1, XP_034185082.1	XP_025988998.1
OG0006726	XP_034178029.1	XP_011160250.1, XP_011160252.1
OG0006727	XP_034187372.1, XP_034187371.1	XP_011172051.1, XP_011172050.1
OG0006728	XP_034170942.1	XP_011158718.2
OG0006729	XP_034182943.1	XP_025990624.1, XP_011171400.1
OG0006731	XP_034175821.1, XP_034175822.1, XP_034175820.1	XP_039312451.1
OG0006732	XP_034178191.1	XP_011164035.1
OG0006733	XP_034173118.1	XP_025994450.1
OG0006734	XP_034176516.1	XP_011168153.2
OG0006735	XP_034188466.1	XP_011167244.1
OG0006736	XP_034173104.1	XP_025994441.1
OG0006739	XP_034171051.1	XP_011158763.1
OG0006740	XP_034177776.1	XP_039308504.1
OG0006741	XP_034178839.1	XP_025990760.1
OG0006742	XP_034175415.1	XP_039307646.1
OG0006743	XP_034179942.1, XP_034179941.1	XP_011165379.1
OG0006745	XP_034179304.1	XP_039315010.1
OG0006746	XP_034171289.1	XP_025990677.2
OG0006747	XP_034179153.1	XP_011166019.1, XP_039311082.1, XP_011166018.1
OG0006749	XP_034173082.1	XP_025992966.1
OG0006750	XP_034191287.1	XP_039309345.1
OG0006751	XP_034178527.1	XP_039311216.1
OG0006752	XP_034182930.1	XP_025993852.1
OG0006753	XP_034194035.1	XP_011175156.1
OG0006754	XP_034193724.1, XP_034193723.1	XP_025993452.2
OG0006755	XP_034173934.1, XP_034173932.1	XP_011159381.2
OG0006757	XP_034171718.1	XP_011162516.1
OG0006760	XP_034192478.1, XP_034192479.1	XP_011169804.1
OG0006761	XP_034184257.1, XP_034184260.1	XP_011157711.2
OG0006763	XP_034188704.1	XP_011155842.1
OG0006764	XP_034176239.1, XP_034176243.1	XP_011162397.1
OG0006766	XP_034180186.1	XP_011167230.1, XP_025991176.1
OG0006770	XP_034195396.1, XP_034195397.1	XP_011166742.2, XP_011166743.2
OG0006771	XP_034184884.1	XP_011172002.1
OG0006772	XP_034187964.1	XP_025989464.1
OG0006773	XP_034171140.1, XP_034171139.1, XP_034171138.1	XP_011162526.2
OG0006775	XP_034174164.1	XP_011171010.1, XP_011171009.1, XP_025991045.1
OG0006776	XP_034180100.1	XP_025992137.1
OG0006777	XP_034195965.1, XP_034195964.1, XP_034195962.1, XP_034195966.1	XP_039313464.1
OG0006778	XP_034171610.1, XP_034171620.1, XP_034171627.1	XP_011168315.2
OG0006780	XP_034187506.1	XP_011165688.1
OG0006781	XP_034176892.1	XP_011175112.2, XP_011175110.2, XP_039308413.1, XP_039308415.1, XP_039308414.1
OG0006782	XP_034177258.1	XP_011164955.1
OG0006784	XP_034182788.1, XP_034182787.1, XP_034182793.1	XP_039313528.1, XP_039313529.1
OG0006785	XP_034177731.1, XP_034177732.1	XP_025991667.2, XP_011159708.2
OG0006787	XP_034185997.1, XP_034186007.1	XP_011171087.3
OG0006788	XP_034173185.1	XP_039306784.1, XP_039306783.1
OG0006790	XP_034178586.1, XP_034178264.1	XP_039309682.1
OG0006792	XP_034179668.1	XP_039314108.1
OG0006793	XP_034179524.1	XP_025994007.1
OG0006798	XP_034183145.1	XP_025990007.1
OG0006799	XP_034196408.1	XP_025996658.1
OG0006800	XP_034188299.1	XP_011168715.1
OG0006801	XP_034174206.1	XP_011163166.1
OG0006802	XP_034172962.1	XP_011167408.1
OG0006803	XP_034194187.1	XP_039307041.1
OG0006804	XP_034181225.1	XP_025991944.1
OG0006805	XP_034178131.1	XP_011168302.2
OG0006806	XP_034187902.1	XP_025987393.2
OG0006807	XP_034192072.1	XP_011162160.1
OG0006808	XP_034187429.1	XP_011165604.1
OG0006809	XP_034180464.1	XP_011172828.1
OG0006810	XP_034193433.1	XP_011155977.1
OG0006811	XP_034192356.1	XP_011170297.1
OG0006812	XP_034176496.1	XP_011169017.1
OG0006813	XP_034180388.1	XP_011161226.1
OG0006814	XP_034180918.1	NP_001291537.1
OG0006815	XP_034178239.1	XP_011161467.1
OG0006816	XP_034176098.1	XP_025991711.1
OG0006817	XP_034184681.1	XP_011167682.1
OG0006818	XP_034181702.1	XP_011157662.1
OG0006819	XP_034188760.1	XP_011158807.1
OG0006820	XP_034184814.1	XP_011155675.1
OG0006821	XP_034183662.1	XP_039303711.1
OG0006822	XP_034189637.1	XP_011176399.1
OG0006823	XP_034194063.1	XP_039303593.1, XP_025993025.1
OG0006824	XP_034192653.1	XP_011158447.1
OG0006825	XP_034180168.1	XP_011168951.1
OG0006826	XP_034186787.1	XP_011155370.1
OG0006827	XP_034193434.1	XP_011156375.1
OG0006828	XP_034179239.1	XP_011163922.1
OG0006829	XP_034172545.1	XP_011168351.1
OG0006830	XP_034173691.1	XP_011162147.2
OG0006831	XP_034180863.1	XP_011161999.1
OG0006832	XP_034172046.1	XP_011172082.1
OG0006833	XP_034192141.1	XP_011161189.1
OG0006834	XP_034170831.1	XP_025987630.1
OG0006835	XP_034190522.1	XP_011166948.1
OG0006836	XP_034174868.1	XP_011169117.1
OG0006837	XP_034179915.1	XP_025985986.1
OG0006838	XP_034188790.1	XP_011168540.1
OG0006839	XP_034185709.1	XP_025988539.1
OG0006840	XP_034179152.1	XP_011163936.2
OG0006841	XP_034195114.1	XP_011155627.1
OG0006842	XP_034174372.1	XP_011172417.1
OG0006843	XP_034193665.1	XP_011158275.1
OG0006844	XP_034189855.1	XP_011161410.1
OG0006845	XP_034184796.1	XP_011156516.1
OG0006846	XP_034182061.1	XP_011165194.1, XP_011165191.1
OG0006847	XP_034173088.1	XP_011157965.1
OG0006848	XP_034183498.1	XP_011166844.1
OG0006849	XP_034186402.1	XP_011170969.1
OG0006850	XP_034172276.1	XP_011162559.1
OG0006851	XP_034172322.1	XP_011168599.1
OG0006852	XP_034180583.1	XP_039306913.1
OG0006853	XP_034192035.1	XP_011175199.1
OG0006854	XP_034178943.1	XP_011161500.1
OG0006855	XP_034186729.1	XP_039304202.1
OG0006856	XP_034173608.1	XP_011155864.2
OG0006857	XP_034186866.1	XP_011167091.1
OG0006858	XP_034186147.1	XP_011166355.1
OG0006859	XP_034191773.1	XP_025991358.2
OG0006860	XP_034180686.1	XP_011170328.2
OG0006862	XP_034182269.1	XP_011170995.1
OG0006863	XP_034196021.1	XP_011172628.1
OG0006864	XP_034175196.1, XP_034175195.1	XP_011164043.1
OG0006865	XP_034176238.1	XP_025995970.1
OG0006866	XP_034179591.1	XP_025992525.1
OG0006867	XP_034187346.1	XP_011163140.1
OG0006868	XP_034194746.1	XP_011164146.1
OG0006869	XP_034180755.1	XP_011170318.1
OG0006870	XP_034178843.1	XP_011165354.1
OG0006871	XP_034194971.1	XP_011160858.1
OG0006872	XP_034172656.1	XP_011170427.1
OG0006873	XP_034185462.1	XP_011175896.1
OG0006874	XP_034190345.1	XP_025997118.1
OG0006875	XP_034175523.1	XP_011173376.2
OG0006876	XP_034189567.1	XP_011156047.1
OG0006877	XP_034196688.1	XP_011168125.1
OG0006878	XP_034175371.1	XP_039307986.1
OG0006879	XP_034179829.1	XP_025986620.1
OG0006881	XP_034184455.1	XP_011175115.1
OG0006882	XP_034176808.1	XP_011170726.1
OG0006883	XP_034192868.1	XP_011159332.2
OG0006884	XP_034171573.1	XP_011158660.1
OG0006885	XP_034176095.1	XP_011172260.1
OG0006886	XP_034190670.1	XP_011155598.2
OG0006887	XP_034171501.1	XP_011162472.1
OG0006888	XP_034192087.1	XP_011170187.1
OG0006889	XP_034184464.1	XP_039312642.1
OG0006890	XP_034189670.1	XP_025990083.1
OG0006891	XP_034174849.1	XP_011155931.1
OG0006892	XP_034173022.1	XP_011172426.1
OG0006893	XP_034175359.1	XP_011162880.2
OG0006894	XP_034171204.1	XP_011164954.1
OG0006895	XP_034185490.1	XP_011163228.1
OG0006896	XP_034177787.1	XP_011157724.1
OG0006897	XP_034179874.1	XP_025991950.1
OG0006898	XP_034181924.1	XP_011175550.2
OG0006899	XP_034192352.1	XP_025996263.1
OG0006900	XP_034183889.1	XP_039304227.1
OG0006901	XP_034176741.1	XP_011160403.2
OG0006902	XP_034176580.1	XP_025992813.1
OG0006903	XP_034182199.1	XP_011168087.1
OG0006904	XP_034178404.1	XP_039304896.1, XP_039311131.1
OG0006905	XP_034172605.1	XP_011165312.2
OG0006906	XP_034176975.1	XP_011169153.1
OG0006907	XP_034181901.1	XP_011160303.1
OG0006908	XP_034187488.1	XP_011163154.1
OG0006909	XP_034192023.1	XP_011175183.1
OG0006910	XP_034173722.1	XP_011158113.2
OG0006911	XP_034180201.1	XP_025988214.2
OG0006912	XP_034187530.1	XP_011158190.3
OG0006913	XP_034180955.1	XP_025990575.1
OG0006914	XP_034173492.1	XP_011162567.1
OG0006915	XP_034172511.1	XP_011165510.1
OG0006916	XP_034174441.1	XP_039309219.1
OG0006917	XP_034175110.1	XP_011159779.2
OG0006918	XP_034176816.1	XP_011176373.1
OG0006919	XP_034187030.1	XP_011163389.1
OG0006920	XP_034196049.1	XP_039302652.1
OG0006921	XP_034179847.1	XP_011168364.1
OG0006922	XP_034179584.1	XP_011166044.1
OG0006923	XP_034183523.1	XP_011167013.1
OG0006924	XP_034190668.1	XP_039301806.1
OG0006925	XP_034173872.1	XP_025987983.1
OG0006926	XP_034181082.1	XP_039310015.1
OG0006927	XP_034178140.1	XP_011173517.1
OG0006928	XP_034187942.1	XP_039307264.1
OG0006929	XP_034184859.1	XP_025988918.1
OG0006930	XP_034184417.1	XP_011166430.2
OG0006931	XP_034193216.1	XP_025986323.1
OG0006932	XP_034193548.1	XP_025990985.1
OG0006933	XP_034182448.1	XP_011175428.1
OG0006934	XP_034186486.1	XP_011168932.2
OG0006935	XP_034179759.1	XP_011168311.1
OG0006936	XP_034192120.1	XP_011161177.1, XP_011161178.1
OG0006937	XP_034193946.1	XP_025991919.1
OG0006938	XP_034174027.1	XP_011161422.1
OG0006940	XP_034180357.1	XP_011158521.1
OG0006941	XP_034180084.1	XP_025992126.1
OG0006942	XP_034175554.1	XP_039301927.1
OG0006943	XP_034183878.1	XP_011159500.1
OG0006944	XP_034181982.1	XP_011163294.1
OG0006945	XP_034184514.1	XP_011164397.1
OG0006946	XP_034178589.1	XP_011155489.1
OG0006947	XP_034171569.1	XP_025989324.1
OG0006948	XP_034191881.1	XP_011166086.1
OG0006949	XP_034175792.1	XP_025996968.1
OG0006950	XP_034193647.1	XP_011174346.1
OG0006951	XP_034187240.1	XP_011161131.1
OG0006952	XP_034181067.1	XP_011169317.1
OG0006953	XP_034179137.1	XP_039312037.1
OG0006954	XP_034172703.1	XP_039310217.1
OG0006955	XP_034189817.1	XP_011160597.1
OG0006956	XP_034173962.1	XP_011173656.1
OG0006957	XP_034172402.1	XP_025986244.1
OG0006959	XP_034170943.1	XP_039314138.1
OG0006960	XP_034196019.1	XP_011167698.1
OG0006961	XP_034193770.1	XP_039303774.1
OG0006962	XP_034173673.1	XP_011173461.1
OG0006963	XP_034192932.1, XP_034192933.1	XP_011159331.1
OG0006965	XP_034174951.1	XP_011158266.1
OG0006966	XP_034179615.1	XP_039314503.1, XP_011172368.1
OG0006967	XP_034174284.1	XP_039305151.1, XP_039305917.1
OG0006968	XP_034195234.1	XP_011166196.1
OG0006969	XP_034185511.1	XP_039308918.1
OG0006970	XP_034191575.1	XP_039310580.1
OG0006971	XP_034190642.1	XP_025994196.2
OG0006972	XP_034181031.1	XP_039311409.1
OG0006973	XP_034181767.1	XP_011162679.1
OG0006974	XP_034180369.1	XP_011167602.1
OG0006975	XP_034180355.1	XP_025991372.1
OG0006976	XP_034174980.1	XP_011169432.1
OG0006977	XP_034191738.1	XP_011173387.2
OG0006978	XP_034180895.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_034178217.1	XP_039310946.1
OG0006980	XP_034182921.1	XP_039313697.1
OG0006981	XP_034175857.1	XP_039310706.1
OG0006982	XP_034175669.1	XP_039302772.1
OG0006983	XP_034189865.1	XP_011165080.1
OG0006984	XP_034173592.1	XP_011161849.2
OG0006986	XP_034173242.1	XP_011160990.1
OG0006987	XP_034189029.1	XP_011175088.2
OG0006988	XP_034177327.1	XP_011169651.1
OG0006989	XP_034188499.1	XP_039313035.1
OG0006990	XP_034174705.1	XP_025993792.1
OG0006991	XP_034194756.1	XP_025987100.1
OG0006992	XP_034172148.1	XP_011165343.1
OG0006993	XP_034187026.1	XP_011160117.1
OG0006994	XP_034177150.1	XP_011162641.1
OG0006995	XP_034183037.1, XP_034183036.1	XP_025992398.1
OG0006996	XP_034191502.1	XP_011172767.1, XP_039306116.1
OG0006997	XP_034182987.1	XP_025990003.2, XP_039310062.1, XP_039310059.1
OG0006998	XP_034192942.1	XP_011155476.1
OG0006999	XP_034183243.1	XP_011162081.1
OG0007000	XP_034188026.1	XP_011161358.2
OG0007001	XP_034179088.1	XP_011159151.1
OG0007002	XP_034174699.1	XP_011172219.1
OG0007003	XP_034177513.1	XP_011169753.1
OG0007004	XP_034187600.1	XP_011175367.1
OG0007005	XP_034191879.1	XP_039304731.1, XP_011159278.2
OG0007006	XP_034176997.1	XP_025988671.1
OG0007007	XP_034187267.1	XP_011163145.1
OG0007008	XP_034178050.1	XP_011161461.2
OG0007009	XP_034173701.1	XP_011158265.1
OG0007010	XP_034195374.1	XP_011166750.2
OG0007011	XP_034183425.1	XP_011159307.1
OG0007012	XP_034174539.1	XP_011163036.2
OG0007013	XP_034174864.1	XP_011162159.2
OG0007014	XP_034188650.1	XP_011165985.1
OG0007016	XP_034174082.1	XP_025987671.2
OG0007017	XP_034181072.1	XP_011170700.1
OG0007018	XP_034175958.1	XP_039305581.1
OG0007019	XP_034185251.1	XP_011155604.1
OG0007020	XP_034178912.1	XP_011168107.1
OG0007021	XP_034182250.1	XP_025993727.1
OG0007022	XP_034172349.1	XP_011169202.2
OG0007023	XP_034177651.1	XP_011170823.1
OG0007024	XP_034181274.1	XP_011162780.1
OG0007025	XP_034187757.1	XP_011157253.1
OG0007026	XP_034183487.1	XP_011176022.1
OG0007027	XP_034190539.1	XP_011164839.1
OG0007028	XP_034172200.1	XP_011165475.2
OG0007029	XP_034193106.1	XP_011156320.1
OG0007030	XP_034180078.1	XP_011157354.1
OG0007031	XP_034192241.1	XP_025988099.1
OG0007033	XP_034194772.1	XP_025995728.1
OG0007035	XP_034195104.1	XP_011176335.1
OG0007036	XP_034179286.1	XP_011163949.1
