Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0006059	XP_034174963.1	NP_001247193.1
OG0006060	XP_034173549.1	NP_001262018.1
OG0006061	XP_034172881.1	NP_651356.1
OG0006062	XP_034174863.1	NP_477378.1
OG0006063	XP_034178141.1	NP_569845.2
OG0006064	XP_034172122.1	NP_477281.1
OG0006065	XP_034181777.1	NP_001334737.1
OG0006066	XP_034182754.1	NP_651276.2
OG0006067	XP_034181055.1	NP_609378.1
OG0006068	XP_034178560.1	NP_524713.1
OG0006069	XP_034172774.1	NP_477497.1
OG0006070	XP_034174456.1	NP_001262263.1
OG0006071	XP_034188877.1	NP_001285391.1
OG0006072	XP_034191480.1	NP_001285492.1
OG0006073	XP_034188819.1	NP_611426.1
OG0006074	XP_034178400.1	NP_612053.1
OG0006075	XP_034178278.1	NP_610427.2
OG0006076	XP_034175133.1	NP_649580.1
OG0006077	XP_034172365.1	NP_608579.1
OG0006078	XP_034182658.1	NP_001284992.1
OG0006079	XP_034190361.1	NP_001259667.1
OG0006080	XP_034173664.1	NP_001261414.1
OG0006081	XP_034172585.1	NP_001262442.1
OG0006082	XP_034191376.1	NP_610418.1
OG0006083	XP_034185546.1	NP_001356961.1
OG0006084	XP_034185519.1	NP_001262557.1
OG0006085	XP_034192959.1	NP_648408.1
OG0006086	XP_034187978.1	NP_647985.1
OG0006087	XP_034187418.1	NP_608734.2
OG0006088	XP_034187611.1	NP_651237.1
OG0006089	XP_034181392.1	NP_523765.1
OG0006090	XP_034175233.1	NP_649083.2
OG0006091	XP_034185415.1	NP_001259101.1
OG0006092	XP_034180922.1	NP_647852.1
OG0006093	XP_034170868.1	NP_995833.1
OG0006094	XP_034173058.1	NP_523503.2
OG0006095	XP_034177556.1	NP_001261575.1
OG0006096	XP_034187679.1	NP_650582.1, NP_001259842.1
OG0006097	XP_034188774.1	NP_609899.1
OG0006098	XP_034189183.1	NP_608860.1
OG0006099	XP_034185080.1	NP_001284815.1
OG0006100	XP_034175191.1	NP_651176.1
OG0006101	XP_034193678.1	NP_001303349.1
OG0006102	XP_034182712.1	NP_650124.1
OG0006103	XP_034178467.1	NP_001286173.1
OG0006104	XP_034173108.1	NP_523502.1
OG0006105	XP_034172051.1	NP_001245926.1
OG0006106	XP_034190131.1	NP_477156.1
OG0006107	XP_034181116.1	NP_651750.1
OG0006108	XP_034172384.1	NP_001262702.1
OG0006109	XP_034174969.1	NP_001262062.1
OG0006110	XP_034181231.1	NP_610849.1
OG0006111	XP_034193574.1	NP_001104390.2
OG0006112	XP_034195455.1	NP_648320.1
OG0006113	XP_034191394.1	NP_649898.1
OG0006114	XP_034176404.1	NP_001260811.1, NP_001104407.2
OG0006116	XP_034173429.1	NP_647763.1
OG0006117	XP_034196452.1	NP_572505.1
OG0006118	XP_034180513.1	NP_477286.2
OG0006119	XP_034180682.1	NP_650586.2
OG0006120	XP_034195251.1	NP_648202.1
OG0006121	XP_034187474.1	NP_001261137.1
OG0006123	XP_034171184.1	NP_523915.1
OG0006124	XP_034177617.1	NP_001259982.1
OG0006125	XP_034177996.1	NP_524120.1
OG0006126	XP_034186721.1	NP_001260299.1
OG0006127	XP_034171585.1	NP_523835.2
OG0006128	XP_034178712.1	NP_726372.1
OG0006129	XP_034190338.1	NP_572797.3
OG0006130	XP_034184653.1	NP_001163006.1
OG0006131	XP_034192577.1	NP_001027151.1
OG0006134	XP_034188606.1	NP_727526.2
OG0006135	XP_034187650.1	NP_001137821.1
OG0006136	XP_034182034.1	NP_001097030.1
OG0006137	XP_034187075.1	NP_572545.1
OG0006138	XP_034183571.1	NP_725252.1
OG0006139	XP_034173820.1	NP_733421.1
OG0006140	XP_034190311.1	NP_649304.1
OG0006141	XP_034193549.1	NP_572524.1
OG0006142	XP_034183274.1	NP_727103.1, NP_001286037.1
OG0006143	XP_034180508.1	NP_724277.2
OG0006144	XP_034191285.1	NP_524471.2
OG0006145	XP_034180726.1	NP_001097600.1
OG0006147	XP_034176962.1	NP_649470.2
OG0006149	XP_034181433.1	NP_001286791.1
OG0006150	XP_034183603.1	NP_001189184.1
OG0006152	XP_034189045.1	NP_730244.1
OG0006153	XP_034191751.1	NP_611646.1
OG0006154	XP_034195736.1	NP_524603.2
OG0006155	XP_034174513.1	NP_524691.1
OG0006156	XP_034183484.1	NP_001259853.1
OG0006157	XP_034172845.1	NP_001262724.1
OG0006158	XP_034183018.1	NP_477201.1
OG0006159	XP_034180972.1	NP_649435.2
OG0006160	XP_034179050.1	NP_651514.1
OG0006161	XP_034191119.1	NP_476597.2
OG0006162	XP_034192529.1	NP_732563.2
OG0006164	XP_034188528.1	NP_608834.1
OG0006165	XP_034188207.1	NP_001260320.1
OG0006166	XP_034196617.1	NP_524887.2
OG0006167	XP_034183162.1	NP_611885.3
OG0006168	XP_034189945.1	NP_523876.2
OG0006169	XP_034184768.1	NP_610399.1
OG0006170	XP_034180202.1	NP_001285142.1
OG0006171	XP_034194335.1	NP_477222.1
OG0006172	XP_034188283.1	NP_001027215.1
OG0006173	XP_034179161.1	NP_001262307.1
OG0006174	XP_034179220.1	NP_647745.1
OG0006175	XP_034171951.1	NP_001284899.1
OG0006176	XP_034184099.1	NP_001261682.1
OG0006177	XP_034171286.1	NP_001287536.1
OG0006178	XP_034186490.1	NP_001285196.1
OG0006179	XP_034196461.1	NP_001247201.1
OG0006180	XP_034190386.1	NP_001097279.2
OG0006181	XP_034189881.1	NP_001261385.1
OG0006182	XP_034186289.1	NP_511129.3
OG0006183	XP_034174675.1	NP_001261920.1
OG0006184	XP_034190229.1	NP_723116.1
OG0006185	XP_034190912.1	NP_001015119.2
OG0006186	XP_034182073.1	NP_730508.1
OG0006187	XP_034192216.1	NP_727611.1
OG0006188	XP_034180204.1	NP_523389.3, NP_001285389.1
OG0006189	XP_034189441.1	NP_001097943.1
OG0006191	XP_034187339.1	NP_001163710.1
OG0006192	XP_034195420.1	NP_647943.2
OG0006193	XP_034190317.1	NP_001287235.1
OG0006194	XP_034179066.1	NP_001285517.1
OG0006195	XP_034180973.1	NP_001247313.1
OG0006196	XP_034192063.1	NP_609579.1
OG0006197	XP_034196426.1	NP_651211.2
OG0006199	XP_034181748.1	NP_608931.1
OG0006200	XP_034177272.1	NP_650001.2
OG0006201	XP_034194004.1	NP_001036772.2
OG0006202	XP_034182559.1	NP_611178.1, NP_001259623.1
OG0006203	XP_034195136.1	NP_524098.2
OG0006204	XP_034178592.1	NP_477499.1
OG0006205	XP_034182407.1	NP_611419.1
OG0006206	XP_034172328.1	NP_733391.1
OG0006207	XP_034179979.1	NP_523959.2
OG0006208	XP_034179833.1	NP_731761.3
OG0006209	XP_034178805.1	NP_001245852.1
OG0006210	XP_034173731.1	NP_733077.3
OG0006211	XP_034176316.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_034176538.1	NP_648758.1
OG0006213	XP_034183042.1	NP_001261417.1
OG0006214	XP_034182387.1	NP_001097658.1
OG0006215	XP_034189594.1	NP_477473.1
OG0006216	XP_034176366.1	NP_476596.1
OG0006217	XP_034175823.1	NP_573245.1
OG0006218	XP_034189625.1	NP_727306.1
OG0006219	XP_034180145.1	NP_524464.1
OG0006220	XP_034186224.1	NP_001303424.1
OG0006221	XP_034175615.1	NP_001162664.2
OG0006222	XP_034190950.1	NP_476702.1
OG0006223	XP_034171530.1	NP_611600.1
OG0006224	XP_034187376.1	NP_651530.1
OG0006225	XP_034185520.1	NP_649835.1
OG0006226	XP_034180164.1	NP_651580.3
OG0006228	XP_034183481.1	NP_649916.1
OG0006229	XP_034182401.1	NP_523443.1
OG0006230	XP_034180441.1	NP_648400.1
OG0006231	XP_034173309.1	NP_524929.1
OG0006232	XP_034181291.1	NP_650739.2
OG0006233	XP_034189326.1	NP_611215.1
OG0006234	XP_034195826.1	NP_728264.1, NP_648139.1
OG0006235	XP_034184286.1	NP_001286524.1
OG0006236	XP_034179178.1	NP_610996.1
OG0006237	XP_034177592.1	NP_608950.3
OG0006238	XP_034195813.1	NP_001285439.1
OG0006240	XP_034193229.1	NP_001263068.1
OG0006241	XP_034183884.1	NP_524116.2
OG0006242	XP_034190370.1	NP_001285458.1
OG0006243	XP_034176255.1	NP_723893.1
OG0006244	XP_034179669.1	NP_001245621.1
OG0006245	XP_034191835.1	NP_787990.1
OG0006246	XP_034179225.1	NP_001138209.1
OG0006247	XP_034170932.1	NP_569958.2
OG0006248	XP_034193981.1	NP_001262556.1
OG0006250	XP_034180000.1	NP_647705.1
OG0006251	XP_034186213.1	NP_723730.2
OG0006252	XP_034189887.1	NP_001245944.1
OG0006253	XP_034176928.1	NP_648947.1, NP_647858.2
OG0006254	XP_034182710.1	NP_001286950.1
OG0006255	XP_034192094.1	NP_649130.2
OG0006256	XP_034175296.1	NP_001287243.1
OG0006257	XP_034172356.1	NP_649560.1
OG0006258	XP_034178466.1	NP_001014577.1
OG0006259	XP_034171437.1	NP_476833.1
OG0006260	XP_034171113.1	NP_524330.2
OG0006261	XP_034191573.1	NP_648837.2
OG0006262	XP_034188772.1	NP_001287107.1
OG0006263	XP_034190779.1	NP_001246449.1
OG0006264	XP_034188078.1	NP_001303458.1
OG0006265	XP_034188494.1	NP_001262396.1
OG0006266	XP_034187935.1	NP_726016.1
OG0006267	XP_034184802.1	NP_611223.4
OG0006268	XP_034191228.1	NP_647979.1
OG0006269	XP_034171949.1	NP_649826.3
OG0006270	XP_034189085.1	NP_651665.2
OG0006271	XP_034175809.1	NP_001285268.1
OG0006273	XP_034191077.1	NP_732199.2
OG0006274	XP_034191696.1	NP_001286160.1
OG0006275	XP_034184123.1	NP_728606.1, NP_726727.1
OG0006276	XP_034184407.1	NP_524040.2
OG0006277	XP_034179090.1	NP_651757.1
OG0006278	XP_034171565.1	NP_477226.2
OG0006279	XP_034184998.1	NP_001285719.1
OG0006280	XP_034189626.1	NP_608318.5
OG0006282	XP_034187838.1	NP_649414.1
OG0006283	XP_034174862.1	NP_524100.1
OG0006284	XP_034194270.1	NP_572441.1
OG0006285	XP_034173096.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_034179274.1	NP_001262267.1
OG0006287	XP_034192123.1	NP_523969.1
OG0006288	XP_034196683.1	NP_572901.1
OG0006289	XP_034192235.1	NP_650822.1
OG0006290	XP_034193087.1	NP_525063.1
OG0006291	XP_034189281.1	NP_648556.3
OG0006292	XP_034178002.1	NP_001259502.1
OG0006293	XP_034172874.1	NP_001262699.1
OG0006294	XP_034181106.1	NP_649499.1
OG0006295	XP_034193067.1	NP_608738.1
OG0006296	XP_034182874.1	NP_609375.1
OG0006297	XP_034186734.1	NP_608779.1
OG0006298	XP_034179075.1	NP_001285902.1
OG0006299	XP_034187795.1	NP_001247105.1
OG0006300	XP_034178828.1	NP_572930.3
OG0006301	XP_034191465.1	NP_611332.1
OG0006302	XP_034186740.1, XP_034186736.1	NP_572215.1
OG0006303	XP_034174265.1	NP_001262065.1
OG0006304	XP_034187411.1	NP_651005.1
OG0006305	XP_034190984.1	NP_523357.2
OG0006306	XP_034182758.1	NP_610167.3
OG0006307	XP_034185311.1	NP_001261793.1
OG0006308	XP_034176927.1	NP_477318.1
OG0006309	XP_034173798.1	NP_001286949.1
OG0006310	XP_034179221.1	NP_001260349.1
OG0006311	XP_034180099.1	NP_001261955.1
OG0006312	XP_034184530.1	NP_001246038.1
OG0006313	XP_034172562.1	NP_572308.3, NP_001287039.1
OG0006314	XP_034182152.1	NP_001286676.1
OG0006315	XP_034182169.1	NP_001097366.1
OG0006316	XP_034175633.1	NP_001285018.1, NP_611485.1
OG0006317	XP_034190105.1	NP_611265.1
OG0006318	XP_034191309.1	NP_001262587.1
OG0006319	XP_034172969.1	NP_001261559.1
OG0006320	XP_034172985.1	NP_001303467.1
OG0006322	XP_034182514.1	NP_648756.1
OG0006323	XP_034176137.1	NP_001303317.1
OG0006324	XP_034193576.1	NP_525123.2
OG0006325	XP_034190325.1	NP_608615.1
OG0006326	XP_034183933.1, XP_034183932.1	NP_001356954.1
OG0006327	XP_034195770.1	NP_611270.1
OG0006328	XP_034187919.1	NP_724578.1
OG0006329	XP_034193823.1	NP_524303.2, NP_477371.1
OG0006331	XP_034180040.1	NP_648257.1
OG0006332	XP_034176113.1	NP_608996.1
OG0006333	XP_034191951.1	NP_477332.1
OG0006334	XP_034189702.1	NP_523663.1
OG0006335	XP_034173665.1	NP_001263028.1
OG0006337	XP_034189338.1	NP_001163572.1, NP_648007.1
OG0006340	XP_034195015.1	NP_001262553.1
OG0006343	XP_034187865.1	NP_610953.1
OG0006344	XP_034186328.1	NP_001247302.1
OG0006345	XP_034171312.1	NP_651390.2
OG0006346	XP_034194976.1	NP_650662.1
OG0006347	XP_034184941.1	NP_612080.1
OG0006348	XP_034190859.1	NP_647884.1
OG0006349	XP_034185121.1	NP_001259426.1
OG0006350	XP_034172305.1	NP_651099.1
OG0006351	XP_034184999.1	NP_651220.3
OG0006352	XP_034182550.1	NP_648347.2
OG0006353	XP_034189641.1	NP_001097319.1
OG0006355	XP_034185233.1	NP_001262542.1
OG0006356	XP_034181486.1	NP_651922.1
OG0006357	XP_034192525.1	NP_001259191.1
OG0006358	XP_034189743.1	NP_523374.2
OG0006359	XP_034185249.1	NP_001287135.1, NP_572757.2
OG0006360	XP_034181905.1	NP_611881.1
OG0006361	XP_034180249.1	NP_609441.1
OG0006362	XP_034192846.1	NP_610055.1
OG0006363	XP_034191202.1	NP_648043.1, NP_648045.2
OG0006364	XP_034174281.1	NP_001246952.1
OG0006365	XP_034178877.1	NP_001247027.1
OG0006366	XP_034189079.1	NP_001163243.1
OG0006367	XP_034181842.1	NP_608426.1
OG0006368	XP_034191466.1	NP_647932.1
OG0006369	XP_034194711.1	NP_001036574.1
OG0006370	XP_034191750.1	NP_611051.2
OG0006371	XP_034174001.1	NP_001260450.1
OG0006372	XP_034179229.1	NP_001246894.1
OG0006373	XP_034178440.1	NP_001260269.1
OG0006374	XP_034188745.1	NP_648111.1
OG0006375	XP_034196648.1	NP_610929.2
OG0006377	XP_034181351.1	NP_001261387.1
OG0006378	XP_034183195.1	NP_524124.1
OG0006379	XP_034189828.1	NP_001097077.1
OG0006380	XP_034178257.1	NP_733372.1
OG0006381	XP_034185638.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_034188620.1	NP_001261668.1
OG0006383	XP_034179164.1	NP_723346.2
OG0006385	XP_034184499.1	NP_523814.1
OG0006386	XP_034171033.1	NP_611601.2
OG0006388	XP_034188500.1	NP_611095.1
OG0006389	XP_034189954.1	NP_536736.2
OG0006390	XP_034196444.1	NP_001285318.1
OG0006391	XP_034194309.1	NP_996333.4
OG0006392	XP_034190241.1	NP_001260321.1
OG0006393	XP_034182619.1	NP_648421.1
OG0006394	XP_034172162.1	NP_611637.1
OG0006395	XP_034192502.1	NP_650562.1
OG0006396	XP_034196374.1	NP_001014557.3
OG0006397	XP_034183301.1	NP_001261867.1
OG0006398	XP_034196600.1	NP_648445.1
OG0006399	XP_034188325.1	NP_572350.2
OG0006400	XP_034192341.1	NP_001097320.1
OG0006401	XP_034180967.1	NP_001163598.1
OG0006403	XP_034190979.1	NP_001097237.1
OG0006404	XP_034190144.1	NP_001303320.1
OG0006405	XP_034178297.1	NP_612047.1
OG0006406	XP_034189112.1	NP_652499.2
OG0006407	XP_034190523.1	NP_001014591.1, NP_649111.1
OG0006408	XP_034181467.1	NP_001260842.1
OG0006409	XP_034173819.1	NP_001262665.1
OG0006410	XP_034178283.1, XP_034178288.1	NP_001260372.1
OG0006411	XP_034176972.1	NP_001286801.1
OG0006412	XP_034190489.1	NP_001259406.1
OG0006413	XP_034184679.1	NP_608646.3
OG0006414	XP_034183412.1	NP_001286371.1
OG0006415	XP_034191909.1	NP_649200.2
OG0006416	XP_034172990.1	NP_609105.1
OG0006417	XP_034185791.1	NP_650573.1
OG0006418	XP_034180840.1	NP_001137711.1
OG0006420	XP_034196300.1	NP_001303455.1
OG0006421	XP_034181960.1	NP_609552.1
OG0006422	XP_034173489.1	NP_611963.5
OG0006423	XP_034172694.1	NP_001286661.1
OG0006425	XP_034178380.1	NP_511118.2
OG0006426	XP_034182005.1	NP_523783.1
OG0006427	XP_034191399.1	NP_523662.1
OG0006428	XP_034183302.1	NP_001245616.1
OG0006429	XP_034176487.1	NP_524521.1
OG0006430	XP_034177924.1	NP_001262867.1
OG0006431	XP_034182136.1	NP_572872.1
OG0006432	XP_034196638.1	NP_476821.1
OG0006433	XP_034192648.1	NP_651194.1
OG0006434	XP_034180048.1	NP_996032.1
OG0006435	XP_034181339.1	NP_523932.2
OG0006437	XP_034178856.1	NP_612075.1
OG0006439	XP_034187012.1	NP_650742.2
OG0006440	XP_034177497.1	NP_732771.2
OG0006441	XP_034172950.1	NP_001163682.1
OG0006442	XP_034194565.1	NP_523829.2
OG0006443	XP_034174093.1	NP_650656.1
OG0006444	XP_034177693.1	NP_572656.1
OG0006445	XP_034188614.1	NP_524106.3
OG0006447	XP_034191314.1	NP_524654.2
OG0006448	XP_034196331.1	NP_001284744.1
OG0006449	XP_034181194.1	NP_001263041.1
OG0006450	XP_034182150.1	NP_722679.1
OG0006451	XP_034180803.1	NP_001303431.1
OG0006452	XP_034177574.1	NP_608868.1
OG0006453	XP_034185574.1	NP_001036635.1
OG0006454	XP_034175976.1	NP_609947.1
OG0006455	XP_034185250.1	NP_001261249.1
OG0006456	XP_034189273.1	NP_001286247.1
OG0006457	XP_034184875.1	NP_652608.1
OG0006458	XP_034184810.1, XP_034184809.1, XP_034184808.1	NP_572712.1
OG0006459	XP_034186387.1	NP_001368976.1
OG0006460	XP_034193467.1	NP_476661.1
OG0006463	XP_034182080.1	NP_648712.1
OG0006464	XP_034177342.1	NP_731085.2
OG0006465	XP_034186650.1	NP_001189248.1
OG0006466	XP_034183253.1	NP_523430.1
OG0006467	XP_034185847.1	NP_727512.3
OG0006469	XP_034184525.1	NP_788381.1
OG0006470	XP_034179953.1	NP_001015505.5
OG0006471	XP_034188170.1	NP_724130.4
OG0006472	XP_034192168.1	NP_524177.1
OG0006473	XP_034182443.1	NP_610765.1
OG0006474	XP_034192920.1	NP_651669.1
OG0006475	XP_034172567.1	NP_001260616.1
OG0006476	XP_034182144.1	NP_610666.1
OG0006477	XP_034176019.1	NP_001260457.1, NP_573049.2
OG0006478	XP_034185138.1	NP_610897.1, NP_001163564.1
OG0006480	XP_034177452.1	NP_611573.1
OG0006482	XP_034181028.1	NP_610192.1
OG0006483	XP_034190892.1	NP_001286994.1
OG0006484	XP_034188882.1	NP_001162825.1
OG0006485	XP_034172111.1	NP_001246454.1
OG0006486	XP_034182259.1	NP_001259592.1
OG0006487	XP_034176583.1	NP_609081.1
OG0006488	XP_034172225.1	NP_524433.1
OG0006489	XP_034190954.1	NP_650854.1
OG0006490	XP_034173482.1	NP_001260049.1
OG0006491	XP_034173642.1	NP_001262064.1
OG0006492	XP_034194378.1	NP_477132.1
OG0006493	XP_034179886.1	NP_001287323.1
OG0006494	XP_034189123.1	NP_523415.1
OG0006495	XP_034194227.1	NP_652039.2
OG0006496	XP_034185408.1	NP_648451.1
OG0006497	XP_034191257.1	NP_001286123.1
OG0006498	XP_034187038.1	NP_609547.2
OG0006499	XP_034176558.1	NP_001260984.1
OG0006500	XP_034194358.1	NP_995745.1
OG0006501	XP_034173607.1	NP_001260732.1
OG0006502	XP_034190793.1	NP_001262121.1
OG0006503	XP_034178370.1	NP_001259149.1
OG0006504	XP_034173740.1	NP_001033801.3
OG0006505	XP_034191037.1	NP_724254.1
OG0006506	XP_034175518.1	NP_001286906.1
OG0006507	XP_034173138.1	NP_001261432.1
OG0006508	XP_034186033.1	NP_001261229.1
OG0006509	XP_034178949.1	NP_651753.2
OG0006510	XP_034177585.1	NP_001246855.1
OG0006512	XP_034186980.1	NP_001287497.1
OG0006513	XP_034186860.1	NP_001189278.1
OG0006514	XP_034176613.1	NP_001261924.1
OG0006515	XP_034179673.1	NP_728163.2
OG0006516	XP_034174267.1	NP_611466.2
OG0006517	XP_034186672.1	NP_650708.1
OG0006518	XP_034194512.1	NP_001097501.1
OG0006519	XP_034188476.1	NP_001284996.1
OG0006520	XP_034193280.1	NP_569844.2
OG0006521	XP_034192457.1	NP_609503.2
OG0006522	XP_034181084.1	NP_650208.1
OG0006523	XP_034184239.1	NP_001261780.1
OG0006524	XP_034173646.1	NP_610456.4
OG0006525	XP_034189262.1	NP_651048.1
OG0006526	XP_034194218.1	NP_001260222.1
OG0006527	XP_034173741.1	NP_001096877.1
OG0006528	XP_034184062.1	NP_001097814.1
OG0006529	XP_034188828.1	NP_001027175.1
OG0006530	XP_034171319.1	NP_573183.2
OG0006532	XP_034183533.1	NP_001286828.1
OG0006533	XP_034187461.1	NP_652341.1
OG0006534	XP_034188660.1	NP_649565.1
OG0006535	XP_034177242.1	NP_001246384.1
OG0006536	XP_034177375.1	NP_573330.3
OG0006537	XP_034190582.1	NP_001097361.1
OG0006538	XP_034183467.1	NP_001260672.1
OG0006539	XP_034178904.1	NP_648879.1
OG0006540	XP_034171983.1	NP_001245851.1
OG0006541	XP_034172865.1	NP_524382.1
OG0006543	XP_034186824.1	NP_651400.1
OG0006544	XP_034174901.1	NP_001245588.1
OG0006545	XP_034190551.1	NP_001285789.1
OG0006546	XP_034174765.1	NP_524871.1
OG0006547	XP_034174449.1	NP_652007.1
OG0006548	XP_034184944.1	NP_511119.2
OG0006549	XP_034177504.1	NP_732721.1
OG0006551	XP_034194646.1	NP_001163782.1
OG0006552	XP_034192026.1	NP_609401.2
OG0006553	XP_034172898.1	NP_001097723.1
OG0006554	XP_034181746.1	NP_648102.2
OG0006555	XP_034194138.1	NP_001286941.1
OG0006556	XP_034190256.1	NP_001246837.1
OG0006558	XP_034188427.1	NP_648782.2
OG0006559	XP_034182579.1	NP_001260606.1
OG0006560	XP_034182209.1	NP_611246.1
OG0006561	XP_034187745.1	NP_523966.2
OG0006562	XP_034174859.1	NP_001189228.1
OG0006563	XP_034176635.1	NP_651886.1
OG0006565	XP_034177384.1	NP_001262415.1
OG0006566	XP_034171166.1	NP_001368934.1
OG0006568	XP_034174585.1	NP_573334.1
OG0006570	XP_034177739.1	NP_610467.1
OG0006571	XP_034184639.1	NP_611965.2
OG0006573	XP_034196317.1	NP_524202.1
OG0006574	XP_034190748.1	NP_001260559.1
OG0006576	XP_034189024.1	NP_572311.1
OG0006577	XP_034171076.1	NP_725221.1
OG0006579	XP_034175547.1	NP_610995.1
OG0006580	XP_034183574.1	NP_648182.1
OG0006581	XP_034179745.1	NP_001284841.1
OG0006582	XP_034170850.1	NP_651320.1
OG0006583	XP_034182779.1	NP_001259968.1
OG0006584	XP_034171180.1	NP_611708.2
OG0006586	XP_034186090.1	NP_573166.1
OG0006587	XP_034177020.1	NP_649025.1
OG0006588	XP_034182384.1	NP_524861.2
OG0006589	XP_034185967.1	NP_648662.1
OG0006590	XP_034189382.1	NP_001260230.1
OG0006591	XP_034181270.1	NP_651326.1
OG0006592	XP_034174817.1	NP_001260421.1
OG0006593	XP_034176102.1	NP_001261850.1
OG0006594	XP_034192872.1	NP_788400.1
OG0006595	XP_034185769.1	NP_524046.2, NP_524045.2
OG0006597	XP_034180302.1	NP_722974.1
OG0006598	XP_034195410.1	NP_001284859.1
OG0006599	XP_034193923.1	NP_573025.2
OG0006600	XP_034186489.1	NP_001027571.3
OG0006601	XP_034189574.1	NP_001245448.1
OG0006602	XP_034187159.1	NP_726062.2
OG0006603	XP_034190712.1	NP_001285466.1
OG0006604	XP_034189848.1	NP_728614.1
OG0006605	XP_034184790.1	NP_728903.1, NP_647831.1
OG0006606	XP_034185279.1, XP_034185222.1	NP_477004.5
OG0006607	XP_034182612.1	NP_477023.1
OG0006608	XP_034176405.1	NP_001259183.2
OG0006609	XP_034177749.1	NP_001247045.1
OG0006610	XP_034180847.1	NP_001137709.1
OG0006611	XP_034177760.1	NP_650795.2
OG0006612	XP_034184655.1	NP_610042.1
OG0006614	XP_034179244.1	NP_001263024.1
OG0006615	XP_034187592.1	NP_608822.1
OG0006616	XP_034178829.1	NP_001261396.1
OG0006617	XP_034182069.1	NP_610963.1
OG0006618	XP_034192870.1	NP_001261779.1
OG0006619	XP_034187810.1	NP_651353.1
OG0006621	XP_034186707.1	NP_733258.4
OG0006623	XP_034184403.1	NP_650894.1
OG0006624	XP_034172532.1	NP_725875.3
OG0006625	XP_034181350.1	NP_001303445.1
OG0006626	XP_034172556.1	NP_001259401.1
OG0006627	XP_034179839.1	NP_001262497.1
OG0006628	XP_034187760.1	NP_001027085.1
OG0006629	XP_034173708.1	NP_612086.1
OG0006630	XP_034173659.1	NP_995605.1
OG0006631	XP_034173818.1	NP_723849.1
OG0006632	XP_034177575.1	NP_611544.1
OG0006633	XP_034194734.1, XP_034194799.1	NP_648447.2
OG0006634	XP_034183039.1	NP_647753.1
OG0006635	XP_034190192.1	NP_723746.1
OG0006638	XP_034192016.1	NP_001259129.1
OG0006639	XP_034189361.1	NP_001303569.1
OG0006640	XP_034187377.1	NP_647681.2
OG0006641	XP_034171371.1	NP_523860.2
OG0006642	XP_034176768.1	NP_001246701.1
OG0006643	XP_034193681.1	NP_524593.1
OG0006644	XP_034182796.1	NP_001246636.1
OG0006645	XP_034183482.1	NP_001036712.1
OG0006646	XP_034172615.1	NP_648976.2
OG0006647	XP_034177220.1	NP_001262661.1
OG0006648	XP_034178833.1	NP_524830.2
OG0006649	XP_034186981.1	NP_001097795.1
OG0006650	XP_034179055.1	NP_651043.2
OG0006651	XP_034191832.1	NP_001246417.1
OG0006652	XP_034172662.1	NP_511114.2
OG0006653	XP_034173609.1	NP_001260807.1
OG0006654	XP_034172743.1	NP_732637.1
OG0006655	XP_034187820.1	NP_733334.1
OG0006656	XP_034189818.1	NP_476751.1
OG0006657	XP_034194279.1	NP_001261752.1
OG0006658	XP_034178989.1	NP_610341.2
OG0006659	XP_034174491.1	NP_523651.4
OG0006661	XP_034194769.1, XP_034194018.1	NP_652072.1
OG0006662	XP_034195369.1	NP_001036369.3
OG0006663	XP_034191772.1	NP_524322.1
OG0006664	XP_034181436.1	NP_001284962.1
OG0006665	XP_034191792.1	NP_573020.2
OG0006666	XP_034194050.1	NP_001261244.1
OG0006667	XP_034181144.1	NP_001260066.1
OG0006668	XP_034193630.1	NP_572884.1
OG0006669	XP_034185431.1	NP_001261806.1
OG0006670	XP_034172889.1	NP_001261884.1
OG0006671	XP_034172324.1	NP_511168.3
OG0006672	XP_034185986.1	NP_644677.1, NP_572976.1
OG0006673	XP_034193297.1, XP_034193294.1	NP_610851.2
OG0006674	XP_034179311.1	NP_001097906.1
OG0006676	XP_034188557.1, XP_034188559.1	NP_650650.1
OG0006677	XP_034183576.1	NP_001246788.1
OG0006678	XP_034174115.1, XP_034174114.1	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_034188324.1	NP_001286616.1
OG0006680	XP_034171298.1	NP_524157.2
OG0006681	XP_034185857.1	NP_001287422.2
OG0006682	XP_034178874.1	NP_001263002.1
OG0006683	XP_034181820.1	NP_001259114.1
OG0006684	XP_034175742.1	NP_610264.1
OG0006685	XP_034193963.1	NP_650146.1
OG0006686	XP_034179663.1	NP_001286984.1
OG0006687	XP_034178045.1	NP_001261219.1
OG0006688	XP_034183930.1	NP_608608.2
OG0006689	XP_034178709.1	NP_001261251.1
OG0006690	XP_034182680.1	NP_001260675.1
OG0006691	XP_034178862.1	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_034185622.1, XP_034184613.1	NP_726368.2
OG0006693	XP_034174987.1, XP_034174983.1	NP_001246066.1
OG0006695	XP_034186176.1	NP_001262588.1
OG0006696	XP_034182833.1	NP_001262544.1, NP_611915.1
