Orthogroup	Ceratina_calcarata	Eufriesea_mexicana
OG0006445	XP_017876731.1	XP_017758549.1
OG0006446	XP_026667611.1	XP_017758351.1
OG0006447	XP_017886561.1	XP_017758350.1
OG0006448	XP_017880353.1	XP_017754784.1
OG0006449	XP_017880352.1	XP_017754783.1
OG0006450	XP_017892642.1	XP_017754798.1
OG0006451	XP_017892615.1	XP_017754850.1
OG0006452	XP_017892623.1	XP_017754822.1
OG0006453	XP_017890561.1	XP_017754794.1
OG0006454	XP_017876263.1	XP_017754769.1
OG0006455	XP_026667500.1	XP_017754814.1
OG0006456	XP_017887454.1	XP_017761934.1
OG0006457	XP_017882206.1	XP_017761914.1
OG0006458	XP_017878694.1	XP_017761910.1
OG0006459	XP_017878530.1	XP_017761950.1
OG0006460	XP_017878535.1	XP_017761903.1
OG0006461	XP_017878468.1	XP_017754915.1
OG0006462	XP_017878655.1	XP_017766968.1
OG0006463	XP_026670460.1	XP_017766969.1
OG0006464	XP_017878903.1	XP_017766970.1
OG0006465	XP_017879150.1	XP_017761501.1
OG0006466	XP_017878632.1	XP_017761441.1
OG0006467	XP_017878558.1	XP_017761496.1
OG0006468	XP_017876870.1	XP_017761433.1
OG0006469	XP_017876795.1	XP_017761451.1
OG0006470	XP_017888320.1	XP_017761438.1
OG0006471	XP_017878398.1	XP_017760932.1
OG0006472	XP_017878500.1	XP_017760690.1
OG0006473	XP_017878426.1	XP_017760886.1
OG0006474	XP_017878482.1	XP_017760960.1
OG0006475	XP_017890530.1	XP_017760905.1
OG0006476	XP_017890538.1	XP_017760726.1
OG0006477	XP_026668550.1	XP_017760685.1
OG0006478	XP_017878416.1	XP_017760829.1
OG0006479	XP_017878383.1	XP_017760686.1
OG0006480	XP_017878688.1	XP_017760819.1
OG0006481	XP_017878962.1	XP_017760774.1
OG0006482	XP_017879077.1	XP_017760763.1
OG0006483	XP_017877490.1	XP_017754323.1
OG0006484	XP_017881345.1	XP_017754328.1
OG0006485	XP_017880866.1	XP_017754350.1
OG0006486	XP_017882568.1	XP_017767133.1
OG0006487	XP_017875355.1	XP_017763694.1
OG0006488	XP_017875346.1	XP_017764138.1
OG0006489	XP_017892677.1	XP_017758704.1
OG0006490	XP_017875593.1	XP_017758691.1
OG0006491	XP_026669314.1	XP_017756491.1
OG0006492	XP_017877524.1	XP_017752879.1
OG0006493	XP_017878807.1	XP_017766316.1
OG0006494	XP_026666872.1, XP_017889213.2	XP_017757209.1
OG0006495	XP_026666841.1	XP_017757197.1
OG0006496	XP_017893622.1	XP_017757176.1
OG0006497	XP_017893580.2	XP_017757140.1
OG0006498	XP_017878065.1	XP_017757222.1
OG0006500	XP_017878054.1	XP_017756424.1, XP_017756432.1
OG0006501	XP_017878011.1	XP_017755930.1
OG0006502	XP_017876726.1	XP_017767644.1
OG0006503	XP_017877895.1	XP_017756297.1
OG0006504	XP_017877499.1	XP_017756845.1
OG0006505	XP_026666895.1	XP_017764087.1
OG0006506	XP_026666899.1	XP_017764067.1
OG0006507	XP_026669763.1	XP_017764099.1
OG0006508	XP_026669652.1	XP_017764046.1
OG0006509	XP_017875620.1	XP_017756807.1
OG0006510	XP_017883598.1	XP_017761342.1
OG0006511	XP_017883573.1	XP_017761401.1
OG0006512	XP_017890029.1	XP_017761365.1
OG0006513	XP_017890067.1	XP_017761376.1
OG0006514	XP_017890076.1	XP_017761377.1
OG0006515	XP_017879540.1	XP_017761403.1
OG0006516	XP_017885764.1	XP_017754514.1
OG0006517	XP_017885648.2	XP_017754497.1
OG0006518	XP_017876205.1	XP_017754504.1
OG0006519	XP_017884117.1	XP_017752754.1
OG0006520	XP_017887421.1	XP_017754518.1
OG0006521	XP_017883587.1	XP_017755287.1
OG0006522	XP_017891984.1	XP_017761232.1, XP_017761233.1
OG0006523	XP_026674599.1, XP_026674458.1	XP_017761212.1
OG0006524	XP_026674300.1	XP_017757549.1
OG0006525	XP_017891616.1	XP_017757431.1
OG0006526	XP_017891589.1	XP_017757592.1
OG0006527	XP_026671171.1	XP_017757535.1
OG0006528	XP_017883084.1	XP_017757545.1
OG0006529	XP_017877824.1	XP_017757444.1
OG0006530	XP_017880885.1	XP_017759563.1
OG0006531	XP_017880951.1	XP_017759569.1
OG0006532	XP_026669719.1	XP_017759494.1
OG0006533	XP_017875260.1	XP_017759501.1
OG0006534	XP_026667037.1	XP_017755946.1
OG0006535	XP_017893460.1	XP_017755961.1
OG0006536	XP_017875267.2	XP_017762678.1
OG0006537	XP_017878288.1	XP_017763132.1
OG0006538	XP_017888348.1	XP_017752513.1
OG0006539	XP_017880033.1	XP_017752486.1
OG0006540	XP_017875114.2	XP_017757779.1
OG0006541	XP_017878737.1	XP_017759629.1
OG0006542	XP_017885995.1	XP_017754381.1
OG0006543	XP_017885268.1	XP_017754384.1
OG0006544	XP_017887901.1	XP_017754390.1
OG0006545	XP_017884340.1	XP_017765726.1
OG0006546	XP_017884341.1	XP_017765709.1
OG0006547	XP_026675102.1	XP_017765691.1
OG0006548	XP_017891219.1	XP_017757059.1
OG0006549	XP_017891742.1	XP_017757056.1
OG0006550	XP_017878701.1	XP_017759474.1
OG0006551	XP_026668627.1	XP_017766160.1
OG0006552	XP_017886618.2	XP_017756611.1
OG0006553	XP_017881005.1	XP_017756621.1
OG0006554	XP_017887704.1	XP_017758212.1
OG0006555	XP_017887631.1	XP_017758200.1
OG0006556	XP_026673166.1	XP_017758203.1
OG0006557	XP_017879544.1	XP_017762711.1
OG0006558	XP_017887577.1	XP_017757096.1
OG0006559	XP_017887573.1	XP_017757088.1
OG0006560	XP_017892312.1	XP_017762701.1
OG0006561	XP_026675419.1	XP_017762710.1
OG0006562	XP_017892360.1	XP_017762708.1
OG0006563	XP_017890371.1	XP_017762703.1
OG0006564	XP_017890625.1	XP_017762705.1
OG0006565	XP_017887135.1	XP_017764833.1
OG0006566	XP_017886976.1	XP_017764818.1
OG0006567	XP_026669585.1	XP_017757383.1
OG0006568	XP_017888848.1	XP_017759591.1
OG0006569	XP_017888008.1	XP_017753171.1
OG0006570	XP_026667517.1	XP_017753224.1
OG0006571	XP_017882753.1	XP_017753190.1
OG0006572	XP_026671965.1	XP_017753323.1
OG0006573	XP_017893303.1	XP_017753368.1
OG0006574	XP_026671516.1	XP_017753295.1
OG0006575	XP_026673062.1	XP_017753235.1
OG0006576	XP_017883799.1	XP_017755471.1
OG0006577	XP_017883904.1	XP_017755253.1
OG0006578	XP_017879390.1	XP_017762725.1
OG0006579	XP_026667796.1	XP_017756293.1
OG0006580	XP_026668936.1	XP_017756416.1
OG0006581	XP_017879215.1	XP_017756350.1
OG0006582	XP_017879248.1	XP_017756340.1
OG0006583	XP_017879395.1	XP_017756351.1
OG0006584	XP_017879343.1	XP_017756363.1, XP_017756364.1
OG0006585	XP_017884274.1	XP_017766375.1
OG0006587	XP_017884237.1	XP_017766419.1
OG0006588	XP_017883998.1	XP_017766360.1
OG0006589	XP_026671311.1	XP_017766447.1
OG0006590	XP_017892774.1	XP_017766470.1
OG0006591	XP_017889719.1	XP_017766372.1
OG0006592	XP_017876811.1	XP_017766367.1
OG0006593	XP_026667762.1	XP_017766393.1
OG0006594	XP_017884314.1	XP_017762513.1
OG0006595	XP_026670688.1	XP_017763969.1
OG0006596	XP_017893377.1	XP_017759041.1
OG0006597	XP_017893368.1	XP_017759038.1
OG0006598	XP_017877418.1	XP_017759035.1
OG0006599	XP_017891842.1	XP_017765015.1
OG0006600	XP_017890301.2	XP_017765004.1
OG0006601	XP_017878813.1	XP_017760125.1
OG0006602	XP_017878797.1	XP_017760129.1
OG0006603	XP_026675064.1	XP_017760062.1
OG0006604	XP_017877970.1	XP_017754321.1
OG0006605	XP_017885344.1	XP_017757169.1
OG0006606	XP_017881403.1	XP_017759794.1
OG0006607	XP_026672358.1	XP_017764372.1
OG0006609	XP_026671976.1	XP_017762800.1
OG0006610	XP_017881372.1	XP_017762802.1
OG0006611	XP_026673206.1	XP_017756244.1
OG0006612	XP_017874997.1	XP_017753558.1
OG0006613	XP_017892527.1	XP_017761337.1
OG0006614	XP_017892546.1	XP_017761135.1
OG0006615	XP_026672296.1	XP_017753178.1
OG0006616	XP_026672299.1	XP_017753203.1
OG0006617	XP_017885945.1	XP_017753195.1
OG0006618	XP_017885900.1	XP_017753198.1
OG0006619	XP_017885863.1	XP_017753304.1
OG0006620	XP_017885879.1	XP_017753200.1
OG0006621	XP_017885881.1	XP_017753278.1
OG0006622	XP_017883707.1	XP_017756538.1
OG0006623	XP_017888638.1	XP_017756526.1
OG0006624	NP_001352276.1	XP_017759558.1
OG0006625	XP_017888745.1	XP_017759510.1
OG0006626	XP_017886003.1	XP_017757886.1
OG0006627	XP_017891957.1	XP_017759147.1
OG0006628	XP_017887674.1	XP_017760655.1
OG0006629	XP_017893663.1	XP_017757980.1
OG0006630	XP_026667543.1	XP_017753630.1
OG0006631	XP_017876373.1	XP_017753650.1
OG0006632	XP_026669308.1	XP_017759461.1
OG0006633	XP_017879371.1	XP_017765742.1
OG0006634	XP_017880965.1	XP_017762337.1
OG0006635	XP_017875906.1	XP_017757068.1
OG0006636	XP_026670199.1	XP_017753567.1
OG0006637	XP_017880115.1	XP_017758681.1
OG0006638	XP_017880225.1	XP_017762148.1
OG0006639	XP_017880183.1	XP_017762081.1
OG0006640	XP_017880199.1	XP_017762160.1
OG0006641	XP_017891946.1	XP_017766143.1
OG0006642	XP_017887662.1	XP_017761231.1
OG0006643	XP_017893127.1	XP_017761398.1
OG0006644	XP_017892439.1	XP_017761408.1
OG0006645	XP_017887618.1	XP_017761481.1
OG0006646	XP_017887682.1	XP_017761563.1
OG0006647	XP_017892512.1	XP_017761196.1
OG0006648	XP_017892321.1	XP_017761372.1
OG0006649	XP_017875084.1	XP_017764902.1
OG0006650	XP_017875081.1	XP_017753480.1
OG0006651	XP_017875063.1	XP_017753453.1
OG0006652	XP_026672765.1	XP_017762205.1
OG0006653	XP_017886780.1	XP_017762169.1
OG0006654	XP_017887057.1	XP_017762093.1
OG0006655	XP_017876429.1	XP_017755332.1
OG0006656	XP_017876426.1	XP_017755329.1
OG0006657	XP_017876427.1	XP_017755330.1
OG0006658	XP_017879598.1	XP_017755269.1
OG0006659	XP_026670879.1	XP_017755239.1
OG0006660	XP_017877575.1	XP_017764781.1
OG0006661	XP_017879997.1	XP_017762277.1
OG0006662	XP_017878463.1	XP_017760414.1
OG0006663	XP_017889042.1	XP_017756583.1
OG0006664	XP_017889044.1	XP_017756590.1
OG0006665	XP_026674826.1	XP_017752179.1
OG0006666	XP_017876058.1	XP_017754103.1
OG0006667	XP_017889175.1	XP_017764670.1
OG0006668	XP_017889180.1	XP_017764666.1
OG0006669	XP_017893008.1	XP_017758937.1
OG0006670	XP_017891032.1	XP_017758916.1
OG0006671	XP_017890912.1	XP_017752164.1
OG0006672	XP_017876088.1	XP_017754223.1
OG0006673	XP_017876105.1	XP_017754033.1
OG0006674	XP_017888979.1	XP_017754026.1
OG0006675	XP_017889072.1	XP_017754151.1
OG0006676	XP_017875767.1	XP_017754091.1
OG0006677	XP_026673396.1	XP_017754058.1
OG0006678	XP_017881016.1	XP_017759151.1
OG0006679	XP_017876981.1	XP_017761713.1
OG0006680	XP_017890971.1	XP_017753502.1
OG0006681	XP_017890908.1	XP_017761078.1
OG0006682	XP_017886533.1	XP_017760534.1
OG0006683	XP_017886519.2	XP_017760533.1
OG0006684	XP_017893028.1	XP_017758922.1
OG0006685	XP_017884699.1	XP_017762899.1
OG0006686	XP_017881951.1	XP_017758192.1
OG0006687	XP_026674629.1	XP_017766486.1
OG0006688	XP_026674627.1	XP_017766507.1
OG0006689	XP_017888955.1	XP_017766008.1
OG0006690	XP_017877065.1	XP_017766075.1
OG0006691	XP_017876999.1	XP_017766011.1
OG0006692	XP_026673196.1	XP_017766010.1
OG0006693	XP_017875949.1	XP_017766013.1
OG0006694	XP_017887790.1	XP_017765993.1
OG0006695	XP_017875418.1	XP_017754089.1
OG0006696	XP_017889066.1	XP_017754192.1
OG0006697	XP_017888984.1	XP_017754100.1
OG0006698	XP_017875961.1	XP_017754057.1
OG0006699	XP_017879938.1	XP_017758007.1
OG0006700	XP_017875232.2	XP_017758006.1
OG0006702	XP_017888234.1	XP_017763265.1
OG0006703	XP_017888257.1	XP_017763264.1
OG0006704	XP_017890724.1	XP_017753727.1
OG0006705	XP_017879789.1	XP_017764253.1
OG0006706	XP_026675384.1	XP_017762557.1
OG0006707	XP_017882967.1	XP_017765424.1
OG0006708	XP_017889531.1	XP_017765454.1
OG0006709	XP_026667353.1	XP_017757653.1
OG0006710	XP_017891831.1	XP_017762601.1
OG0006711	XP_017876169.1	XP_017762587.1
OG0006712	XP_017876167.1	XP_017753515.1
OG0006713	XP_017878071.1	XP_017753513.1
OG0006714	XP_017880515.1	XP_017763606.1
OG0006715	XP_026668761.1	XP_017755895.1
OG0006716	XP_026668220.1	XP_017761122.1
OG0006717	XP_026668754.1	XP_017762250.1
OG0006719	XP_026668724.1	XP_017756512.1
OG0006720	XP_017875714.1	XP_017764697.1
OG0006721	XP_026673035.1, XP_026673392.1	XP_017753374.1
OG0006722	XP_017878672.1	XP_017760009.1
OG0006723	XP_017892841.1	XP_017762753.1
OG0006724	XP_026672664.1	XP_017762157.1
OG0006725	XP_017886934.1	XP_017762111.1
OG0006726	XP_017882587.1	XP_017762140.1
OG0006727	XP_017878996.1	XP_017765747.1
OG0006728	XP_017877883.1	XP_017764842.1
OG0006729	XP_026673794.1	XP_017763722.1
OG0006730	XP_017883048.1	XP_017755674.1
OG0006731	XP_017875476.1	XP_017767254.1
OG0006732	XP_017891341.1	XP_017755584.1
OG0006733	XP_017882588.1	XP_017761003.1
OG0006734	XP_017875935.1	XP_017760472.1
OG0006735	XP_017878858.1, XP_017878857.1	XP_017755902.1
OG0006736	XP_026675105.1	XP_017765688.1
OG0006737	XP_026674912.1	XP_017757055.1
OG0006738	XP_017876751.1	XP_017756295.1
OG0006739	XP_017878204.1	XP_017754595.1
OG0006740	XP_017891411.1	XP_017765714.1
OG0006741	XP_017879298.1	XP_017755389.1
OG0006742	XP_026667774.1	XP_017766454.1
OG0006743	XP_017884249.1	XP_017759784.1
OG0006744	XP_026674466.1	XP_017764614.1
OG0006745	XP_017876901.1	XP_017765485.1
OG0006746	XP_017888152.1	XP_017753985.1
OG0006747	XP_026669603.1	XP_017767009.1, XP_017766550.1
OG0006748	XP_026669647.1	XP_017765183.1
OG0006749	XP_017875903.1	XP_017762359.1
OG0006750	XP_017887115.1	XP_017763904.1
OG0006751	XP_017882472.1	XP_017760376.1
OG0006752	XP_017885686.1	XP_017767063.1
OG0006753	XP_017880588.1	XP_017767006.1
OG0006754	XP_017884028.1	XP_017755406.1
OG0006755	XP_017882449.1	XP_017760405.1
OG0006756	XP_017882421.2	XP_017760361.1
OG0006757	XP_017875273.1	XP_017755952.1
OG0006758	XP_026666774.1	XP_017764815.1
OG0006759	XP_017886153.1	XP_017752305.1
OG0006760	XP_026669695.1	XP_017759586.1
OG0006761	XP_017880329.1	XP_017754003.1
OG0006762	XP_026669602.1	XP_017767068.1
OG0006763	XP_017880627.1	XP_017766698.1
OG0006764	XP_026667203.1	XP_017756068.1
OG0006765	XP_017885774.1	XP_017762465.1
OG0006766	XP_017892135.1	XP_017766103.1
OG0006767	XP_017882347.1	XP_017767030.1
OG0006768	XP_026670550.1	XP_017766197.1
OG0006769	XP_026667205.1	XP_017756067.1
OG0006770	XP_017877472.1	XP_017755600.1
OG0006771	XP_017877700.1	XP_017756204.1
OG0006772	XP_017877793.1	XP_017756381.1
OG0006773	XP_026668229.1	XP_017765967.1
OG0006776	XP_017879125.1	XP_017760079.1
OG0006777	XP_017891719.1	XP_017760093.1
OG0006778	XP_017888714.1	XP_017760122.1
OG0006779	XP_017877872.1	XP_017758556.1
OG0006781	XP_026672059.1	XP_017757206.1
OG0006782	XP_026672061.1	XP_017757168.1
OG0006783	XP_017881622.1	XP_017765976.1
OG0006784	XP_017893650.1	XP_017757178.1
OG0006785	XP_017893412.1	XP_017752667.1
OG0006786	XP_026673632.1	XP_017758552.1
OG0006787	XP_017878412.1	XP_017754580.1
OG0006788	XP_026668228.1	XP_017755968.1
OG0006789	XP_017882526.1	XP_017760087.1
OG0006790	XP_017881747.1	XP_017767256.1
OG0006791	XP_017881784.1	XP_017767171.1
OG0006792	XP_017878496.1	XP_017758572.1
OG0006793	XP_017876660.1	XP_017767579.1
OG0006794	XP_017893473.1	XP_017762673.1
OG0006795	XP_017877747.1	XP_017754561.1
OG0006796	XP_017891694.1	XP_017765827.1
OG0006797	XP_026674351.1	XP_017757619.1
OG0006798	XP_017890041.1	XP_017757425.1
OG0006799	XP_017890042.1	XP_017757526.1
OG0006800	XP_026674914.1	XP_017767685.1
OG0006801	XP_017893347.1	XP_017764819.1
OG0006802	XP_017883096.1	XP_017757458.1
OG0006803	XP_026674920.1	XP_017758223.1
OG0006804	XP_017883575.1	XP_017761402.1
OG0006805	XP_017883568.1	XP_017752921.1
OG0006806	XP_017890206.1	XP_017757492.1
OG0006807	XP_026670877.1	XP_017757577.1
OG0006808	XP_017883487.2	XP_017760583.1
OG0006810	XP_017883501.1	XP_017755645.1
OG0006811	XP_026669189.1	XP_017767708.1
OG0006812	XP_017890105.1	XP_017755262.1
OG0006813	XP_017883527.1	XP_017760547.1
OG0006814	XP_026674186.1	XP_017752452.1
OG0006815	XP_017877035.1	XP_017761317.1
OG0006816	XP_026673257.1	XP_017758243.1
OG0006817	XP_017889663.1	XP_017761682.1
OG0006818	XP_017883740.1, XP_026674818.1	XP_017764020.1
OG0006819	XP_017875210.1	XP_017757129.1
OG0006820	XP_017890956.1	XP_017762430.1
OG0006821	XP_017892716.1	XP_017758959.1, XP_017758960.1
OG0006822	XP_017892747.1	XP_017767634.1
OG0006823	XP_017890940.1	XP_017753648.1
OG0006824	XP_026673747.1, XP_017889162.1	XP_017760185.1
OG0006825	XP_017884304.1, XP_017888941.1	XP_017760156.1
OG0006826	XP_017885728.1	XP_017754257.1
OG0006827	XP_017881455.1	XP_017759680.1
OG0006828	XP_017881491.1	XP_017763147.1
OG0006829	XP_026675362.1	XP_017752690.1
OG0006830	XP_026669985.1	XP_017759660.1
OG0006831	XP_017875913.1	XP_017754268.1
OG0006832	XP_026672290.1	XP_017764361.1
OG0006833	XP_017892544.1	XP_017762770.1
OG0006834	XP_026666657.1	XP_017763063.1
OG0006835	XP_026674110.1	XP_017767296.1
OG0006836	XP_017879414.1	XP_017760419.1
OG0006837	XP_017885600.2	XP_017753937.1
OG0006838	XP_017893235.1	XP_017763072.1
OG0006839	XP_026675477.1	XP_017765142.1
OG0006840	XP_017881894.1	XP_017758986.1
OG0006841	XP_017879403.1	XP_017760283.1
OG0006842	XP_026673733.1	XP_017756033.1
OG0006844	XP_026673703.1	XP_017763663.1
OG0006845	XP_017877280.1	XP_017761666.1
OG0006846	XP_017876012.1	XP_017752548.1
OG0006847	XP_026670490.1, XP_017882360.1	XP_017765793.1
OG0006848	XP_017877227.1	XP_017756277.1
OG0006849	XP_017885531.1	XP_017753943.1
OG0006850	XP_026666500.1	XP_017756270.1
OG0006851	XP_017892074.1	XP_017753472.1
OG0006852	XP_017880037.1	XP_017752509.1
OG0006853	XP_026668199.1	XP_017755876.1
OG0006854	XP_017877642.1	XP_017755870.1
OG0006855	XP_017880054.1	XP_017764314.1
OG0006856	XP_026672149.1	XP_017762608.1
OG0006857	XP_026670292.1	XP_017763457.1
OG0006858	XP_017892183.1	XP_017763045.1
OG0006859	XP_017877361.1	XP_017761759.1
OG0006860	XP_017893097.1	XP_017752527.1
OG0006861	XP_017891080.1	XP_017763492.1
OG0006862	XP_017891086.1	XP_017763451.1
OG0006863	XP_017877259.1	XP_017752495.1
OG0006864	XP_017885093.2	XP_017761654.1
OG0006865	XP_017885771.1	XP_017755720.1
OG0006866	XP_026669772.1	XP_017756825.1
OG0006867	XP_017881799.1	XP_017761814.1
OG0006868	XP_017889255.1	XP_017759203.1
OG0006869	XP_017881913.1	XP_017759429.1
OG0006870	XP_017890275.1	XP_017756859.1
OG0006871	XP_026672989.1	XP_017763252.1
OG0006872	XP_017876198.1	XP_017755041.1
OG0006873	XP_017875651.1	XP_017767440.1
OG0006874	XP_017882061.1	XP_017758139.1
OG0006875	XP_017882067.1	XP_017757953.1
OG0006876	XP_017882582.1	XP_017759287.1
OG0006877	XP_017891947.1	XP_017764741.1
OG0006878	XP_026672219.1	XP_017760511.1
OG0006879	XP_017892122.1	XP_017764712.1
OG0006880	XP_017876689.1	XP_017757868.1
OG0006881	XP_017876643.1	XP_017757855.1
OG0006882	XP_026674490.1	XP_017753716.1
OG0006883	XP_017884977.1	XP_017763175.1
OG0006884	XP_017876661.1	XP_017762670.1
OG0006885	XP_026671269.1	XP_017767470.1
OG0006886	XP_026667700.1	XP_017762848.1
OG0006887	XP_017876673.1	XP_017767448.1
OG0006888	XP_017876695.1	XP_017757847.1
OG0006889	XP_017883806.2	XP_017767408.1
OG0006890	XP_017892077.1	XP_017767366.1
OG0006891	XP_017891903.1	XP_017767540.1
OG0006892	XP_026668867.1	XP_017756599.1
OG0006893	XP_017887856.2	XP_017754377.1
OG0006894	XP_017890447.1	XP_017762261.1
OG0006895	XP_017879008.1	XP_017761503.1
OG0006896	XP_017878382.2	XP_017761430.1
OG0006897	XP_026668651.1	XP_017760864.1
OG0006898	XP_017878534.1	XP_017761947.1
OG0006899	XP_017876310.1	XP_017754830.1
OG0006900	XP_017881426.1	XP_017752615.1
OG0006901	XP_017876944.1	XP_017761463.1
OG0006902	XP_017882081.1	XP_017760674.1
OG0006903	XP_017878537.1	XP_017760912.1
OG0006904	XP_026669816.1	XP_017759996.1
OG0006905	XP_017876654.1	XP_017758843.1
OG0006906	XP_026668542.1	XP_017760871.1
OG0006907	XP_017882166.1	XP_017753770.1
OG0006908	XP_017878423.1	XP_017760885.1
OG0006909	XP_017888335.1	XP_017761459.1
OG0006910	XP_017892889.1	XP_017762325.1
OG0006911	XP_017880377.1	XP_017760858.1
OG0006912	XP_026669103.1	XP_017763944.1
OG0006913	XP_017878651.1	XP_017760794.1
OG0006914	XP_026669225.1	XP_017758687.1
OG0006915	XP_017879918.1	XP_017763658.1
OG0006916	XP_017884116.1	XP_017762240.1
OG0006917	XP_017885866.1	XP_017753351.1
OG0006918	XP_026672100.1	XP_017753982.1
OG0006919	XP_017882794.1	XP_017762921.1
OG0006920	XP_017892356.1	XP_017762556.1
OG0006921	XP_017882825.2	XP_017752958.1
OG0006922	XP_017877184.1	XP_017761041.1
OG0006923	XP_017890659.1	XP_017761004.1
OG0006924	XP_017882551.1	XP_017759264.1
OG0006925	XP_017892679.1	XP_017758702.1
OG0006926	XP_017888565.1	XP_017766783.1
OG0006927	XP_026671184.1	XP_017766722.1
OG0006928	XP_026667878.1	XP_017765984.1
OG0006929	XP_026669873.1	XP_017753007.1
OG0006930	XP_026666788.1	XP_017764636.1
OG0006931	XP_026674505.1	XP_017757769.1
OG0006933	XP_017875471.1	XP_017759898.1
OG0006934	XP_017875447.1	XP_017759904.1
OG0006935	XP_017888222.1	XP_017754018.1
OG0006936	XP_017884871.1	XP_017761558.1
OG0006937	XP_017884662.1	XP_017756797.1
OG0006938	XP_026671503.1	XP_017767213.1
OG0006939	XP_017884902.1	XP_017761569.1
OG0006940	XP_017884789.1	XP_017767188.1
OG0006941	XP_017884592.1	XP_017767151.1
OG0006942	XP_017885039.1	XP_017760623.1
OG0006943	XP_026673322.1	XP_017760612.1
OG0006944	XP_017875520.1	XP_017759951.1
OG0006945	XP_017875492.1	XP_017754088.1
OG0006946	XP_017888058.1	XP_017759391.1
OG0006947	XP_017888052.1	XP_017759292.1
OG0006948	XP_017876357.1	XP_017755468.1
OG0006949	XP_017889224.1	XP_017765458.1
OG0006951	XP_017889581.1	XP_017765086.1
OG0006952	XP_017892598.1	XP_017758173.1
OG0006953	XP_017889388.1	XP_017763001.1
OG0006954	XP_017889401.1	XP_017765242.1
OG0006955	XP_017889891.1	XP_017758141.1
OG0006956	XP_017889644.1	XP_017753870.1
OG0006957	XP_017886509.1	XP_017752845.1
OG0006958	XP_017892268.1	XP_017764104.1
OG0006959	XP_017891509.1	XP_017752325.1
OG0006960	XP_017889675.1	XP_017764957.1
OG0006961	XP_017878136.1	XP_017752812.1
OG0006962	XP_026672566.1	XP_017765060.1
OG0006963	XP_017886449.1	XP_017752853.1
OG0006964	XP_017886445.1	XP_017752846.1
OG0006965	XP_017887166.1	XP_017759484.1
OG0006966	XP_026674070.1	XP_017752189.1
OG0006967	XP_017878313.1	XP_017753810.1
OG0006968	XP_017892680.1	XP_017753610.1
OG0006969	XP_026672441.1	XP_017766890.1
OG0006970	XP_017883653.1, XP_026671127.1	XP_017764398.1
OG0006971	XP_017886893.1	XP_017766755.1
OG0006972	XP_017888691.1	XP_017763327.1
OG0006973	XP_017875326.1	XP_017763297.1
OG0006974	XP_026672440.1	XP_017766871.1
OG0006975	XP_017886727.1	XP_017754611.1
OG0006976	XP_017886742.1	XP_017762483.1
OG0006977	XP_017883646.1	XP_017753584.1
OG0006978	XP_017884295.1	XP_017756517.1
OG0006979	XP_017887956.1	XP_017755172.1
OG0006980	XP_017883534.1	XP_017755611.1
OG0006981	XP_017885917.1	XP_017763753.1
OG0006983	XP_026674768.1	XP_017760984.1
OG0006985	XP_026673778.1	XP_017763716.1
OG0006986	XP_017888999.1	XP_017763725.1
OG0006987	XP_026667858.1	XP_017763729.1
OG0006988	XP_017893264.1	XP_017763069.1
OG0006989	XP_017880437.2	XP_017763850.1
OG0006990	XP_017880441.1	XP_017763851.1
OG0006991	XP_017884531.1	XP_017755568.1
OG0006992	XP_017888957.1	XP_017762856.1
OG0006993	XP_026674849.1	XP_017760974.1
OG0006994	XP_017890635.1	XP_017766014.1
OG0006995	XP_017888952.1	XP_017764660.1, XP_017764659.1
OG0006996	XP_026671001.1	XP_017753503.1
OG0006997	XP_017885852.1	XP_017753311.1
OG0006998	XP_026673833.1	XP_017765986.1
OG0006999	XP_017879220.1	XP_017756360.1
OG0007000	XP_017891353.1	XP_017754741.1
OG0007001	XP_017880507.2	XP_017758677.1
OG0007002	XP_026671449.1	XP_017762514.1
OG0007003	XP_017884313.1	XP_017762535.1
OG0007004	XP_026670204.1	XP_017753413.1
OG0007005	XP_026668905.1	XP_017762719.1
OG0007006	XP_017885964.1	XP_017754410.1
OG0007007	XP_026672622.1	XP_017765321.1
OG0007008	XP_026675646.1	XP_017761278.1
OG0007009	XP_017876910.1	XP_017755976.1
OG0007010	XP_017891636.1	XP_017754698.1
OG0007011	XP_026674995.1	XP_017754687.1
OG0007012	XP_017886248.1	XP_017765300.1
OG0007013	XP_017886250.2	XP_017753384.1
OG0007014	XP_017879341.1	XP_017754760.1
OG0007015	XP_017879394.1	XP_017756285.1
OG0007017	XP_017889783.1	XP_017760704.1
OG0007018	XP_017876911.1	XP_017765475.1
OG0007019	XP_017878206.1	XP_017754727.1
OG0007020	XP_017879177.1	XP_017756325.1
OG0007021	XP_026671484.1	XP_017765462.1
OG0007022	XP_026669998.1	XP_017758945.1
OG0007023	XP_017889975.1	XP_017754549.1
OG0007024	XP_017885654.1	XP_017761773.1
OG0007025	XP_017884344.1	XP_017765703.1
OG0007026	XP_017892785.1	XP_017756564.1
OG0007027	XP_017878214.1	XP_017754763.1, XP_017756388.1
OG0007028	XP_026668952.1	XP_017756289.1
OG0007029	XP_017876080.1	XP_017754168.1
OG0007030	XP_026670098.1	XP_017756222.1
OG0007031	XP_017881641.1	XP_017756221.1
OG0007032	XP_017880765.1	XP_017756074.1
OG0007033	XP_026672391.1	XP_017762917.1
OG0007034	XP_017886191.1	XP_017767077.1
OG0007036	XP_017887186.1	XP_017757305.1
