Orthogroup	Osmia_lignaria	Nomia_melanderi
OG0007671	XP_034172826.1	XP_031848815.1
OG0007672	XP_034173974.1	XP_031846091.1
OG0007673	XP_034192241.1	XP_031842415.1
OG0007674	XP_034194000.1	XP_031842616.1
OG0007675	XP_034185561.1	XP_031829998.1
OG0007676	XP_034180145.1	XP_031837278.1
OG0007677	XP_034173324.1	XP_031839427.1
OG0007678	XP_034173646.1	XP_031848911.1
OG0007679	XP_034178366.1	XP_031844365.1
OG0007680	XP_034170840.1	XP_031840013.1
OG0007681	XP_034184876.1	XP_031830274.1
OG0007682	XP_034193120.1	XP_031849334.1
OG0007683	XP_034172845.1	XP_031837507.1
OG0007684	XP_034180671.1	XP_031843465.1
OG0007685	XP_034183917.1	XP_031840352.1
OG0007686	XP_034195440.1	XP_031836406.1
OG0007687	XP_034192072.1	XP_031836202.1
OG0007688	XP_034182656.1	XP_031840883.1
OG0007689	XP_034172565.1	XP_031839113.1
OG0007690	XP_034184349.1	XP_031835277.1
OG0007691	XP_034184530.1	XP_031839416.1
OG0007692	XP_034177655.1	XP_031848741.1
OG0007693	XP_034185157.1	XP_031846546.1
OG0007694	XP_034188521.1	XP_031840667.1
OG0007695	XP_034188525.1	XP_031840673.1
OG0007696	XP_034188342.1	XP_031840499.1
OG0007697	XP_034171623.1	XP_031829188.1
OG0007698	XP_034182971.1	XP_031837840.1
OG0007699	XP_034189751.1	XP_031835924.1
OG0007700	XP_034184315.1	XP_031835183.1
OG0007701	XP_034185280.1	XP_031829964.1
OG0007702	XP_034190120.1	XP_031825868.1
OG0007703	XP_034181271.1	XP_031838338.1
OG0007704	XP_034188427.1	XP_031848253.1
OG0007705	XP_034191844.1	XP_031834714.1, XP_031834715.1
OG0007706	XP_034181489.1	XP_031832034.1
OG0007707	XP_034188782.1	XP_031844702.1
OG0007708	XP_034186901.1	XP_031848749.1
OG0007709	XP_034171088.1	XP_031839882.1
OG0007710	XP_034175292.1	XP_031836525.1
OG0007711	XP_034179879.1	XP_031828997.1
OG0007712	XP_034188694.1	XP_031848653.1
OG0007713	XP_034193823.1	XP_031843106.1
OG0007714	XP_034182619.1	XP_031844989.1
OG0007715	XP_034177150.1	XP_031825399.1
OG0007716	XP_034195584.1	XP_031839066.1
OG0007717	XP_034176499.1	XP_031838479.1
OG0007718	XP_034185178.1	XP_031846554.1
OG0007719	XP_034179809.1	XP_031827898.1
OG0007720	XP_034192679.1	XP_031833382.1
OG0007721	XP_034177787.1	XP_031831473.1
OG0007722	XP_034191776.1	XP_031838079.1
OG0007723	XP_034186333.1	XP_031840628.1
OG0007724	XP_034187792.1	XP_031828606.1
OG0007725	XP_034193746.1	XP_031842479.1
OG0007726	XP_034191843.1	XP_031833143.1
OG0007727	XP_034190260.1	XP_031829800.1
OG0007728	XP_034188195.1	XP_031844575.1
OG0007729	XP_034188614.1	XP_031844227.1
OG0007730	XP_034186302.1	XP_031830623.1
OG0007731	XP_034182671.1	XP_031844191.1
OG0007732	XP_034193740.1	XP_031843038.1
OG0007733	XP_034193980.1	XP_031842501.1
OG0007734	XP_034183474.1	XP_031826026.1
OG0007735	XP_034172429.1	XP_031841957.1
OG0007736	XP_034193751.1	XP_031842991.1
OG0007737	XP_034177621.1	XP_031825420.1
OG0007738	XP_034176973.1	XP_031825316.1
OG0007739	XP_034178141.1	XP_031836218.1
OG0007740	XP_034172325.1	XP_031828053.1
OG0007741	XP_034181003.1	XP_031848990.1
OG0007742	XP_034180998.1	XP_031838310.1
OG0007743	XP_034174531.1	XP_031845106.1
OG0007744	XP_034182617.1	XP_031844984.1
OG0007745	XP_034192889.1	XP_031825660.1
OG0007746	XP_034181225.1	XP_031832023.1
OG0007747	XP_034193549.1	XP_031838922.1
OG0007748	XP_034177302.1	XP_031833681.1
OG0007749	XP_034177932.1	XP_031836011.1
OG0007750	XP_034191594.1	XP_031828522.1
OG0007751	XP_034172870.1	XP_031846296.1
OG0007752	XP_034182199.1	XP_031836855.1
OG0007753	XP_034182262.1	XP_031826077.1
OG0007754	XP_034187679.1	XP_031834525.1
OG0007755	XP_034172848.1	XP_031837411.1
OG0007756	XP_034188620.1	XP_031840827.1
OG0007757	XP_034193491.1	XP_031842595.1
OG0007758	XP_034186269.1	XP_031830781.1
OG0007759	XP_034187727.1	XP_031849936.1
OG0007760	XP_034184592.1	XP_031828114.1
OG0007761	XP_034190605.1	XP_031848909.1
OG0007762	XP_034196404.1	XP_031838758.1
OG0007763	XP_034175523.1	XP_031835359.1
OG0007764	XP_034180171.1	XP_031829608.1
OG0007765	XP_034190275.1	XP_031829686.1
OG0007766	XP_034190288.1	XP_031829257.1
OG0007767	XP_034195326.1	XP_031836696.1
OG0007768	XP_034173493.1	XP_031827376.1
OG0007769	XP_034189609.1	XP_031830978.1
OG0007770	XP_034187535.1	XP_031833209.1
OG0007771	XP_034178044.1	XP_031827751.1
OG0007772	XP_034183176.1	XP_031827415.1
OG0007773	XP_034184566.1	XP_031846401.1
OG0007774	XP_034182053.1	XP_031840909.1
OG0007775	XP_034184963.1	XP_031830112.1
OG0007776	XP_034172969.1	XP_031840469.1
OG0007777	XP_034195264.1	XP_031833113.1
OG0007778	XP_034195251.1	XP_031832989.1
OG0007779	XP_034189902.1	XP_031830986.1
OG0007780	XP_034189276.1	XP_031832709.1
OG0007781	XP_034189379.1	XP_031832879.1
OG0007782	XP_034183818.1	XP_031830881.1
OG0007783	XP_034189846.1	XP_031830518.1
OG0007784	XP_034189763.1	XP_031845500.1
OG0007785	XP_034189746.1	XP_031835826.1
OG0007786	XP_034183467.1	XP_031843823.1
OG0007787	XP_034183390.1	XP_031843794.1
OG0007788	XP_034183568.1	XP_031830397.1
OG0007789	XP_034176124.1	XP_031849774.1
OG0007791	XP_034175676.1	XP_031835724.1
OG0007792	XP_034195442.1	XP_031828140.1
OG0007793	XP_034191030.1	XP_031828209.1
OG0007794	XP_034175580.1	XP_031849926.1
OG0007795	XP_034176042.1	XP_031849902.1
OG0007796	XP_034176564.1	XP_031850286.1
OG0007797	XP_034175924.1	XP_031850235.1
OG0007798	XP_034176531.1	XP_031850149.1
OG0007799	XP_034176538.1	XP_031849439.1
OG0007800	XP_034176537.1	XP_031849432.1
OG0007801	XP_034175205.1	XP_031849406.1
OG0007802	XP_034176079.1	XP_031849387.1
OG0007803	XP_034176095.1	XP_031849392.1
OG0007804	XP_034179071.1	XP_031829430.1
OG0007805	XP_034190706.1	XP_031827062.1
OG0007806	XP_034190832.1	XP_031827138.1
OG0007807	XP_034186396.1	XP_031837655.1
OG0007808	XP_034186734.1	XP_031843491.1
OG0007809	XP_034178002.1	XP_031848875.1
OG0007810	XP_034178596.1	XP_031847617.1
OG0007811	XP_034178107.1	XP_031832406.1
OG0007812	XP_034178239.1	XP_031832351.1
OG0007813	XP_034178131.1	XP_031827711.1
OG0007814	XP_034178189.1	XP_031848772.1
OG0007815	XP_034180682.1	XP_031837557.1
OG0007816	XP_034180755.1	XP_031837771.1
OG0007817	XP_034191693.1	XP_031833040.1
OG0007818	XP_034192087.1	XP_031832994.1
OG0007819	XP_034194050.1	XP_031837234.1
OG0007820	XP_034180357.1	XP_031832899.1
OG0007821	XP_034180388.1	XP_031832707.1
OG0007822	XP_034192009.1	XP_031832814.1
OG0007823	XP_034192112.1	XP_031832818.1
OG0007824	XP_034180579.1	XP_031833151.1
OG0007825	XP_034191650.1	XP_031832785.1
OG0007826	XP_034180249.1	XP_031837398.1
OG0007827	XP_034180078.1	XP_031848192.1
OG0007828	XP_034180147.1	XP_031848244.1
OG0007829	XP_034180789.1	XP_031837165.1
OG0007830	XP_034193618.1	XP_031842726.1
OG0007831	XP_034179534.1	XP_031842534.1
OG0007832	XP_034179475.1	XP_031847481.1
OG0007833	XP_034172675.1	XP_031846816.1
OG0007834	XP_034173091.1	XP_031847558.1
OG0007835	XP_034172211.1	XP_031848820.1
OG0007836	XP_034186284.1	XP_031837687.1
OG0007837	XP_034183837.1	XP_031843633.1
OG0007838	XP_034183607.1	XP_031846209.1
OG0007839	XP_034189848.1	XP_031826670.1
OG0007840	XP_034195749.1	XP_031844040.1
OG0007841	XP_034171986.1	XP_031839595.1
OG0007842	XP_034171984.1	XP_031839590.1
OG0007843	XP_034171757.1	XP_031834461.1
OG0007844	XP_034170977.1	XP_031834740.1, XP_031834739.1
OG0007845	XP_034196615.1	XP_031834503.1
OG0007846	XP_034171023.1	XP_031834606.1
OG0007847	XP_034171022.1	XP_031834908.1
OG0007848	XP_034171458.1	XP_031847713.1
OG0007849	XP_034182542.1	XP_031841027.1
OG0007850	XP_034182590.1	XP_031849685.1
OG0007851	XP_034182216.1	XP_031849669.1
OG0007852	XP_034194242.1	XP_031840689.1
OG0007853	XP_034187600.1	XP_031847550.1
OG0007854	XP_034187697.1	XP_031845617.1
OG0007855	XP_034187528.1	XP_031845350.1
OG0007856	XP_034187502.1	XP_031845368.1
OG0007857	XP_034174585.1	XP_031845999.1
OG0007858	XP_034174087.1	XP_031845389.1
OG0007859	XP_034174093.1	XP_031845159.1
OG0007860	XP_034174197.1	XP_031845185.1
OG0007861	XP_034177359.1	XP_031825679.1
OG0007862	XP_034177163.1	XP_031825469.1
OG0007863	XP_034177452.1	XP_031831358.1
OG0007864	XP_034177504.1	XP_031825636.1
OG0007865	XP_034176816.1	XP_031833607.1
OG0007866	XP_034192633.1	XP_031843328.1
OG0007867	XP_034177315.1	XP_031825535.1
OG0007868	XP_034196302.1	XP_031827848.1
OG0007869	XP_034191237.1	XP_031827850.1
OG0007870	XP_034176510.1	XP_031826225.1
OG0007871	XP_034195985.1	XP_031826100.1
OG0007872	XP_034174206.1	XP_031842277.1
OG0007873	XP_034196602.1	XP_031826060.1
OG0007874	XP_034196274.1	XP_031846688.1
OG0007875	XP_034181456.1	XP_031832288.1
OG0007876	XP_034181592.1	XP_031834205.1
OG0007877	XP_034181288.1	XP_031832132.1
OG0007878	XP_034181116.1	XP_031848489.1
OG0007879	XP_034184817.1	XP_031829944.1
OG0007880	XP_034181090.1	XP_031838348.1
OG0007881	XP_034181055.1	XP_031849029.1
OG0007882	XP_034184870.1	XP_031836057.1
OG0007883	XP_034185490.1	XP_031829693.1
OG0007884	XP_034184509.1	XP_031839884.1
OG0007885	XP_034184515.1	XP_031842095.1
OG0007886	XP_034184247.1	XP_031841780.1
OG0007887	XP_034183980.1	XP_031841793.1
OG0007888	XP_034185591.1	XP_031840080.1
OG0007889	XP_034173877.1	XP_031839529.1
OG0007890	XP_034173991.1	XP_031837677.1
OG0007891	XP_034174137.1, XP_034174148.1	XP_031841717.1
OG0007892	XP_034196525.1	XP_031836295.1
OG0007893	XP_034185020.1	XP_031830114.1
OG0007894	XP_034175576.1	XP_031849917.1
OG0007895	XP_034189717.1	XP_031843583.1
OG0007896	XP_034189439.1	XP_031830969.1
OG0007898	XP_034192714.1	XP_031838827.1
OG0007899	XP_034174032.1	XP_031835315.1
OG0007900	XP_034174046.1	XP_031835128.1
OG0007901	XP_034190900.1	XP_031826986.1
OG0007902	XP_034184407.1	XP_031840705.1
OG0007903	XP_034172635.1	XP_031840547.1
OG0007904	XP_034180030.1	XP_031833078.1
OG0007905	XP_034184396.1	XP_031835205.1
OG0007906	XP_034174283.1	XP_031829295.1
OG0007907	XP_034192033.1	XP_031832692.1
OG0007908	XP_034173884.1	XP_031845180.1
OG0007909	XP_034191233.1	XP_031826897.1
OG0007910	XP_034196617.1	XP_031843660.1
OG0007911	XP_034190954.1	XP_031826711.1
OG0007912	XP_034193349.1	XP_031849280.1
OG0007913	XP_034178025.1	XP_031828409.1
OG0007914	XP_034186944.1	XP_031841597.1
OG0007915	XP_034191035.1	XP_031826851.1
OG0007916	XP_034183662.1	XP_031830652.1
OG0007917	XP_034179990.1	XP_031837285.1
OG0007918	XP_034187993.1	XP_031834264.1
OG0007919	XP_034187971.1	XP_031834069.1
OG0007920	XP_034179818.1	XP_031847286.1
OG0007921	XP_034173088.1	XP_031840621.1
OG0007922	XP_034172148.1	XP_031839500.1
OG0007923	XP_034172111.1	XP_031839389.1
OG0007924	XP_034189664.1	XP_031847784.1
OG0007925	XP_034188698.1	XP_031839517.1
OG0007926	XP_034190984.1	XP_031826828.1
OG0007927	XP_034193798.1	XP_031842694.1
OG0007928	XP_034185250.1	XP_031849691.1
OG0007930	XP_034176186.1	XP_031838581.1
OG0007931	XP_034180159.1	XP_031837287.1
OG0007932	XP_034179889.1	XP_031836698.1
OG0007933	XP_034189900.1	XP_031847479.1
OG0007934	XP_034179351.1	XP_031843037.1
OG0007935	XP_034179051.1	XP_031829524.1
OG0007936	XP_034182886.1	XP_031833568.1
OG0007937	XP_034180803.1	XP_031840682.1
OG0007938	XP_034183936.1	XP_031839479.1
OG0007939	XP_034184882.1	XP_031830279.1
OG0007940	XP_034194474.1	XP_031849660.1
OG0007941	XP_034193379.1	XP_031849226.1
OG0007942	XP_034196637.1	XP_031829242.1
OG0007943	XP_034192702.1	XP_031833381.1
OG0007944	XP_034188492.1	XP_031844272.1
OG0007945	XP_034188215.1	XP_031844677.1
OG0007946	XP_034182401.1	XP_031844550.1
OG0007947	XP_034193396.1	XP_031849345.1
OG0007948	XP_034184409.1	XP_031844425.1
OG0007949	XP_034173197.1	XP_031832488.1
OG0007950	XP_034188813.1	XP_031840537.1
OG0007951	XP_034174951.1	XP_031835389.1
OG0007952	XP_034181476.1	XP_031832064.1
OG0007953	XP_034184764.1	XP_031830308.1
OG0007954	XP_034187831.1	XP_031846143.1
OG0007955	XP_034173708.1	XP_031845579.1
OG0007956	XP_034171568.1	XP_031848874.1, XP_031834768.1
OG0007957	XP_034190551.1	XP_031829884.1
OG0007958	XP_034185177.1	XP_031846547.1
OG0007959	XP_034182981.1	XP_031845866.1
OG0007960	XP_034175958.1	XP_031828504.1
OG0007961	XP_034185256.1	XP_031829963.1
OG0007962	XP_034188601.1	XP_031848345.1
OG0007963	XP_034175069.1	XP_031840387.1
OG0007964	XP_034171314.1	XP_031839890.1
OG0007965	XP_034183253.1	XP_031845676.1
OG0007966	XP_034189075.1	XP_031835066.1
OG0007967	XP_034189074.1	XP_031835064.1
OG0007968	XP_034173002.1	XP_031839512.1
OG0007969	XP_034182073.1	XP_031840481.1
OG0007970	XP_034188084.1	XP_031834033.1
OG0007971	XP_034172315.1	XP_031827308.1
OG0007972	XP_034182235.1	XP_031836863.1
OG0007973	XP_034181031.1	XP_031828654.1
OG0007974	XP_034194417.1	XP_031849472.1
OG0007975	XP_034180038.1	XP_031833087.1
OG0007976	XP_034190106.1	XP_031825843.1
OG0007977	XP_034186466.1	XP_031838011.1
OG0007978	XP_034192090.1	XP_031845953.1
OG0007979	XP_034182999.1	XP_031841327.1
OG0007980	XP_034186241.1	XP_031830796.1
OG0007981	XP_034183026.1	XP_031834588.1
OG0007982	XP_034185151.1	XP_031830866.1
OG0007983	XP_034179893.1	XP_031836806.1
OG0007984	XP_034184082.1	XP_031828998.1
OG0007985	XP_034172255.1	XP_031839215.1
OG0007986	XP_034177513.1	XP_031831786.1
OG0007987	XP_034193218.1	XP_031849246.1
OG0007988	XP_034176717.1	XP_031828820.1
OG0007989	XP_034174451.1	XP_031845319.1
OG0007990	XP_034186767.1	XP_031826993.1
OG0007991	XP_034174916.1	XP_031847703.1
OG0007992	XP_034189735.1	XP_031843387.1
OG0007993	XP_034187169.1	XP_031825537.1
OG0007994	XP_034188745.1	XP_031848650.1
OG0007995	XP_034182658.1	XP_031844160.1
OG0007996	XP_034188561.1	XP_031834552.1
OG0007997	XP_034189965.1	XP_031830578.1
OG0007998	XP_034192880.1	XP_031838406.1
OG0007999	XP_034177700.1	XP_031825422.1
OG0008000	XP_034171565.1	XP_031846726.1
OG0008001	XP_034195523.1	XP_031838693.1
OG0008002	XP_034171162.1	XP_031833793.1, XP_031833794.1
OG0008003	XP_034173802.1	XP_031833265.1
OG0008004	XP_034174262.1	XP_031842237.1
OG0008005	XP_034172948.1	XP_031848680.1
OG0008006	XP_034182943.1	XP_031841357.1
OG0008007	XP_034182041.1	XP_031834312.1
OG0008008	XP_034188828.1	XP_031834919.1
OG0008009	XP_034192920.1	XP_031831312.1
OG0008010	XP_034184759.1	XP_031841097.1, XP_031841098.1
OG0008011	XP_034189313.1	XP_031835490.1
OG0008012	XP_034193434.1	XP_031849295.1
OG0008013	XP_034177574.1	XP_031833479.1
OG0008014	XP_034188814.1	XP_031836181.1
OG0008015	XP_034184555.1	XP_031842585.1
OG0008016	XP_034173492.1	XP_031832558.1
OG0008017	XP_034182967.1	XP_031841344.1
OG0008018	XP_034170885.1	XP_031836336.1
OG0008019	XP_034186021.1	XP_031841596.1
OG0008020	XP_034179938.1	XP_031825686.1
OG0008021	XP_034183560.1	XP_031830684.1
OG0008023	XP_034195826.1	XP_031848733.1
OG0008024	XP_034175547.1	XP_031850031.1
OG0008025	XP_034185769.1	XP_031827966.1
OG0008026	XP_034188526.1	XP_031844676.1
OG0008027	XP_034188196.1	XP_031844578.1
OG0008028	XP_034177874.1	XP_031831167.1
OG0008029	XP_034182048.1	XP_031834319.1
OG0008030	XP_034180433.1	XP_031837155.1
OG0008031	XP_034176625.1	XP_031838251.1
OG0008032	XP_034189506.1	XP_031830939.1
OG0008033	XP_034191169.1	XP_031827259.1
OG0008034	XP_034191880.1	XP_031836769.1
OG0008035	XP_034192846.1	XP_031847628.1
OG0008036	XP_034178892.1	XP_031843273.1
OG0008037	XP_034178882.1	XP_031843052.1
OG0008038	XP_034195994.1	XP_031839038.1
OG0008039	XP_034177617.1	XP_031825415.1
OG0008040	XP_034176975.1	XP_031825410.1
OG0008041	XP_034184923.1	XP_031825953.1
OG0008042	XP_034187296.1	XP_031828744.1
OG0008043	XP_034196643.1	XP_031836200.1
OG0008044	XP_034196224.1	XP_031836699.1
OG0008045	XP_034188222.1	XP_031844592.1
OG0008046	XP_034176702.1	XP_031835503.1
OG0008047	XP_034172470.1	XP_031827295.1, XP_031827294.1
OG0008048	XP_034185774.1	XP_031831118.1
OG0008049	XP_034181012.1	XP_031849000.1
OG0008050	XP_034191556.1	XP_031837178.1
OG0008051	XP_034196569.1	XP_031831342.1
OG0008052	XP_034192447.1	XP_031831899.1
OG0008053	XP_034187845.1	XP_031834096.1
OG0008054	XP_034181095.1	XP_031833994.1
OG0008055	XP_034180973.1	XP_031831920.1
OG0008056	XP_034188938.1	XP_031843534.1
OG0008057	XP_034188905.1	XP_031833474.1
OG0008058	XP_034192785.1	XP_031827905.1
OG0008059	XP_034183273.1	XP_031843379.1
OG0008060	XP_034193331.1	XP_031835785.1
OG0008061	XP_034193310.1	XP_031835774.1
OG0008062	XP_034186020.1	XP_031830625.1
OG0008063	XP_034171516.1	XP_031840312.1
OG0008064	XP_034184802.1	XP_031830322.1
OG0008066	XP_034185994.1	XP_031827930.1
OG0008067	XP_034174364.1	XP_031836956.1
OG0008068	XP_034174377.1	XP_031836957.1
OG0008069	XP_034182475.1	XP_031849477.1
OG0008070	XP_034182812.1	XP_031844303.1
OG0008071	XP_034193381.1	XP_031850082.1
OG0008072	XP_034193216.1	XP_031850266.1
OG0008073	XP_034191750.1	XP_031832967.1
OG0008074	XP_034194411.1	XP_031849471.1
OG0008075	XP_034186937.1	XP_031841539.1
OG0008076	XP_034185349.1	XP_031846484.1
OG0008077	XP_034181072.1	XP_031846749.1
OG0008078	XP_034190368.1	XP_031826289.1
OG0008079	XP_034173096.1	XP_031847592.1
OG0008080	XP_034187432.1	XP_031845420.1
OG0008081	XP_034187411.1	XP_031845401.1
OG0008082	XP_034172615.1	XP_031844044.1
OG0008083	XP_034186913.1	XP_031827048.1
OG0008085	XP_034172253.1	XP_031839331.1
OG0008086	XP_034187076.1	XP_031825525.1
OG0008088	XP_034180953.1	XP_031838325.1
OG0008089	XP_034172797.1	XP_031839377.1
OG0008090	XP_034190539.1	XP_031829951.1
OG0008091	XP_034188660.1	XP_031840829.1
OG0008092	XP_034172874.1	XP_031846822.1
OG0008093	XP_034172869.1	XP_031827375.1
OG0008094	XP_034190229.1	XP_031830029.1
OG0008095	XP_034183133.1	XP_031841492.1
OG0008096	XP_034188382.1	XP_031840961.1
OG0008097	XP_034193485.1	XP_031847349.1, XP_031847357.1
OG0008098	XP_034177552.1	XP_031833609.1
OG0008099	XP_034177545.1	XP_031833610.1
OG0008100	XP_034192030.1	XP_031832664.1
OG0008101	XP_034186856.1	XP_031827222.1
OG0008102	XP_034194512.1	XP_031849514.1
OG0008103	XP_034192216.1	XP_031833297.1
OG0008104	XP_034181066.1	XP_031832037.1
OG0008105	XP_034176558.1	XP_031828786.1
OG0008106	XP_034187135.1	XP_031848905.1
OG0008107	XP_034180000.1	XP_031846231.1
OG0008108	XP_034188736.1	XP_031836285.1
OG0008110	XP_034181291.1	XP_031832120.1
OG0008111	XP_034171506.1	XP_031849874.1
OG0008112	XP_034196659.1	XP_031849956.1
OG0008113	XP_034175687.1	XP_031850177.1
OG0008114	XP_034189114.1	XP_031834915.1
OG0008115	XP_034185493.1	XP_031829671.1
OG0008116	XP_034180758.1	XP_031837131.1
OG0008117	XP_034176962.1	XP_031827877.1
OG0008118	XP_034189814.1	XP_031835863.1
OG0008119	XP_034177174.1	XP_031827987.1
OG0008120	XP_034181404.1, XP_034181413.1	XP_031827911.1, XP_031827909.1
OG0008121	XP_034193005.1	XP_031831508.1
OG0008122	XP_034189184.1	XP_031839850.1
OG0008123	XP_034196538.1	XP_031839920.1
OG0008124	XP_034196660.1	XP_031843285.1
OG0008125	XP_034195752.1	XP_031838855.1
OG0008126	XP_034181682.1	XP_031832084.1
OG0008127	XP_034183575.1	XP_031831025.1
OG0008128	XP_034180335.1	XP_031837379.1
OG0008129	XP_034196540.1	XP_031839635.1
OG0008130	XP_034177575.1	XP_031833480.1
OG0008131	XP_034179829.1	XP_031847493.1
OG0008132	XP_034172770.1	XP_031846847.1
OG0008133	XP_034171729.1	XP_031839864.1
OG0008134	XP_034196692.1	XP_031834738.1, XP_031834737.1
OG0008135	XP_034174856.1	XP_031848578.1
OG0008136	XP_034185546.1	XP_031829908.1
OG0008137	XP_034179088.1	XP_031829435.1
OG0008138	XP_034194971.1	XP_031845615.1
OG0008139	XP_034181359.1	XP_031829818.1
OG0008140	XP_034195572.1	XP_031839053.1
OG0008141	XP_034187571.1	XP_031833321.1
OG0008142	XP_034190193.1	XP_031828952.1
OG0008143	XP_034181658.1	XP_031837019.1
OG0008144	XP_034184080.1	XP_031826208.1
OG0008145	XP_034192700.1	XP_031848837.1
OG0008146	XP_034194580.1	XP_031838802.1
OG0008147	XP_034187393.1	XP_031828005.1
OG0008148	XP_034194394.1	XP_031848409.1
OG0008149	XP_034188719.1	XP_031839993.1
OG0008150	XP_034170962.1	XP_031832273.1
OG0008151	XP_034172656.1	XP_031841987.1
OG0008152	XP_034183179.1	XP_031827576.1
OG0008153	XP_034186719.1	XP_031827168.1
OG0008154	XP_034182269.1	XP_031840714.1
OG0008155	XP_034182310.1	XP_031849480.1
OG0008156	XP_034173887.1	XP_031845181.1
OG0008157	XP_034180112.1	XP_031848237.1
OG0008158	XP_034191397.1	XP_031827075.1
OG0008159	XP_034178942.1	XP_031842316.1
OG0008160	XP_034176867.1	XP_031833547.1
OG0008161	XP_034190492.1	XP_031829844.1
OG0008162	XP_034181749.1	XP_031846378.1
OG0008163	XP_034192318.1	XP_031833298.1
OG0008164	XP_034173411.1	XP_031839346.1
OG0008165	XP_034195408.1	XP_031838950.1
OG0008166	XP_034194907.1	XP_031849086.1
OG0008167	XP_034187183.1	XP_031841552.1
OG0008168	XP_034173432.1	XP_031837469.1
OG0008169	XP_034181894.1	XP_031831998.1
OG0008170	XP_034188101.1	XP_031838399.1
OG0008171	XP_034188815.1	XP_031836182.1
OG0008172	XP_034193139.1	XP_031835610.1
OG0008173	XP_034172936.1	XP_031839255.1
OG0008174	XP_034170904.1	XP_031839996.1
OG0008175	XP_034180484.1	XP_031833008.1
OG0008176	XP_034191243.1	XP_031826545.1
OG0008177	XP_034180196.1	XP_031837231.1
OG0008178	XP_034188650.1	XP_031840768.1
OG0008179	XP_034181486.1	XP_031832007.1
OG0008180	XP_034171754.1	XP_031834545.1
OG0008181	XP_034191879.1	XP_031844608.1
OG0008182	XP_034183885.1	XP_031831146.1
OG0008183	XP_034185584.1	XP_031829837.1
OG0008184	XP_034172346.1	XP_031844078.1
OG0008185	XP_034181191.1	XP_031828864.1
OG0008186	XP_034177505.1	XP_031825638.1
OG0008187	XP_034194927.1	XP_031849100.1
OG0008188	XP_034174003.1	XP_031842241.1
OG0008189	XP_034181036.1	XP_031828673.1
OG0008190	XP_034172356.1	XP_031832562.1
OG0008191	XP_034189296.1	XP_031828419.1
OG0008192	XP_034186611.1	XP_031841306.1
OG0008193	XP_034195741.1	XP_031840179.1
OG0008194	XP_034191909.1	XP_031837737.1
OG0008195	XP_034191376.1	XP_031826971.1
OG0008196	XP_034180055.1	XP_031837965.1
OG0008197	XP_034194523.1	XP_031849554.1
OG0008198	XP_034172349.1	XP_031832553.1
OG0008199	XP_034170850.1	XP_031839647.1
OG0008200	XP_034177020.1	XP_031831323.1
OG0008201	XP_034193457.1	XP_031835439.1
OG0008202	XP_034181106.1	XP_031846995.1
OG0008203	XP_034175430.1	XP_031835440.1
OG0008204	XP_034190917.1	XP_031826777.1
OG0008205	XP_034185874.1	XP_031847861.1
OG0008206	XP_034193566.1	XP_031842935.1
OG0008207	XP_034177776.1	XP_031831439.1
OG0008208	XP_034183920.1	XP_031840394.1
OG0008209	XP_034185545.1	XP_031829905.1
OG0008210	XP_034189085.1	XP_031839570.1
OG0008211	XP_034172593.1	XP_031846793.1
OG0008212	XP_034189692.1	XP_031830771.1
OG0008213	XP_034186310.1	XP_031830987.1
OG0008214	XP_034172645.1	XP_031839263.1
OG0008215	XP_034182748.1	XP_031844493.1
OG0008216	XP_034175720.1	XP_031826238.1
OG0008217	XP_034188078.1	XP_031834030.1
OG0008218	XP_034191561.1	XP_031828825.1
OG0008219	XP_034187242.1	XP_031846139.1
OG0008220	XP_034192521.1	XP_031832257.1
OG0008221	XP_034188462.1	XP_031840736.1
OG0008222	XP_034172578.1	XP_031839204.1
OG0008223	XP_034181546.1	XP_031829773.1
OG0008224	XP_034173831.1	XP_031848616.1
OG0008225	XP_034189963.1	XP_031831009.1
OG0008226	XP_034177519.1	XP_031826178.1
OG0008227	XP_034196683.1	XP_031850403.1
OG0008228	XP_034195114.1	XP_031829755.1
OG0008229	XP_034193995.1	XP_031842619.1
OG0008230	XP_034196688.1	XP_031850565.1
OG0008231	XP_034193165.1	XP_031849420.1
OG0008232	XP_034174755.1	XP_031846133.1
OG0008233	XP_034190393.1	XP_031846363.1
OG0008234	XP_034183863.1	XP_031830535.1
OG0008235	XP_034183487.1	XP_031825896.1
OG0008236	XP_034186721.1	XP_031827169.1
OG0008237	XP_034174863.1	XP_031833345.1
OG0008238	XP_034185526.1	XP_031840916.1
OG0008239	XP_034184081.1	XP_031828455.1
OG0008240	XP_034175286.1	XP_031840415.1
OG0008241	XP_034179430.1	XP_031825729.1
OG0008242	XP_034189498.1	XP_031846722.1
OG0008243	XP_034183853.1	XP_031830524.1
OG0008244	XP_034173483.1	XP_031827296.1
OG0008245	XP_034172276.1	XP_031846811.1
OG0008246	XP_034172079.1	XP_031837481.1
OG0008247	XP_034193451.1	XP_031849170.1
OG0008248	XP_034177601.1	XP_031831334.1
OG0008249	XP_034180407.1	XP_031837133.1
OG0008250	XP_034173022.1	XP_031840413.1
OG0008251	XP_034180168.1	XP_031832929.1
OG0008252	XP_034188295.1	XP_031840946.1
OG0008253	XP_034185416.1	XP_031830126.1
OG0008254	XP_034179911.1	XP_031842990.1
OG0008255	XP_034187483.1	XP_031845537.1
OG0008256	XP_034194384.1	XP_031844146.1
