Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0006637	XP_034186947.1	XP_033322522.1
OG0006638	XP_034191254.1	XP_033338682.1
OG0006639	XP_034191239.1	XP_033338758.1
OG0006640	XP_034191274.1	XP_033338746.1
OG0006641	XP_034195564.1	XP_033329178.1
OG0006642	XP_034177585.1	XP_033340285.1
OG0006643	XP_034182283.1	XP_033340570.1
OG0006644	XP_034182697.1	XP_033340992.1
OG0006645	XP_034182154.1	XP_033340301.1
OG0006647	XP_034190503.1	XP_033340479.1
OG0006648	XP_034179935.1	XP_033340322.1
OG0006649	XP_034181351.1	XP_033328377.1
OG0006650	XP_034181459.1	XP_033328399.1
OG0006651	XP_034180906.1	XP_033328387.1
OG0006652	XP_034191037.1	XP_033326250.1
OG0006653	XP_034191051.1	XP_033326241.1
OG0006654	XP_034190950.1	XP_033326264.1
OG0006655	XP_034177325.1	XP_033328259.1
OG0006656	XP_034177326.1	XP_033324204.1
OG0006657	XP_034177327.1	XP_033324205.1
OG0006658	XP_034176802.1	XP_033324218.1
OG0006659	XP_034177490.1	XP_033328250.1
OG0006660	XP_034175330.1	XP_033342924.1
OG0006661	XP_034176129.1	XP_033342289.1
OG0006662	XP_034175441.1	XP_033342387.1
OG0006663	XP_034196205.1	XP_033322823.1
OG0006664	XP_034196211.1	XP_033322827.1
OG0006665	XP_034192557.1	XP_033320772.1
OG0006666	XP_034172748.1	XP_033328542.1
OG0006667	XP_034172365.1	XP_033341306.1
OG0006668	XP_034172366.1	XP_033341241.1
OG0006669	XP_034195952.1	XP_033320782.1
OG0006670	XP_034195961.1	XP_033321091.1
OG0006671	XP_034192153.1	XP_033329101.1
OG0006672	XP_034173163.1	XP_033323018.1
OG0006673	XP_034173153.1	XP_033341398.1
OG0006674	XP_034172799.1	XP_033341248.1
OG0006675	XP_034172898.1	XP_033341218.1
OG0006676	XP_034172800.1	XP_033341310.1
OG0006677	XP_034173379.1	XP_033341426.1
OG0006678	XP_034173503.1	XP_033328859.1
OG0006679	XP_034194694.1	XP_033339955.1
OG0006681	XP_034196021.1	XP_033323727.1
OG0006682	XP_034194034.1	XP_033322797.1
OG0006683	XP_034194052.1	XP_033323088.1
OG0006684	XP_034195959.1	XP_033320807.1
OG0006685	XP_034189301.1	XP_033332278.1
OG0006686	XP_034171028.1	XP_033333628.1
OG0006687	XP_034172198.1	XP_033328777.1
OG0006688	XP_034172200.1	XP_033328761.1
OG0006689	XP_034172990.1	XP_033341114.1
OG0006690	XP_034172115.1	XP_033341339.1
OG0006691	XP_034172120.1	XP_033341458.1
OG0006692	XP_034172605.1	XP_033341126.1
OG0006693	XP_034172213.1	XP_033341131.1
OG0006694	XP_034172694.1	XP_033341461.1
OG0006695	XP_034173058.1	XP_033328921.1
OG0006696	XP_034173570.1	XP_033328903.1
OG0006697	XP_034173462.1	XP_033328540.1
OG0006698	XP_034172250.1	XP_033328615.1
OG0006699	XP_034172182.1	XP_033341507.1
OG0006700	XP_034172179.1	XP_033341499.1
OG0006701	XP_034172567.1	XP_033328538.1
OG0006702	XP_034172559.1	XP_033328534.1
OG0006703	XP_034172562.1	XP_033341411.1
OG0006705	XP_034172676.1	XP_033340082.1
OG0006706	XP_034172857.1	XP_033340022.1
OG0006707	XP_034173641.1	XP_033340085.1
OG0006708	XP_034173238.1	XP_033325223.1
OG0006709	XP_034173242.1	XP_033340192.1
OG0006710	XP_034173549.1	XP_033326168.1
OG0006711	XP_034173592.1	XP_033326139.1
OG0006712	XP_034172093.1	XP_033326145.1
OG0006713	XP_034172298.1	XP_033338458.1
OG0006714	XP_034194772.1	XP_033328694.1
OG0006715	XP_034194026.1	XP_033322923.1
OG0006716	XP_034178987.1	XP_033322949.1
OG0006717	XP_034179142.1	XP_033323026.1
OG0006719	XP_034189626.1	XP_033337734.1
OG0006720	XP_034190105.1	XP_033330484.1
OG0006722	XP_034175976.1	XP_033327286.1
OG0006723	XP_034192208.1	XP_033333966.1
OG0006724	XP_034191234.1	XP_033326333.1
OG0006725	XP_034191228.1	XP_033326298.1
OG0006726	XP_034186652.1	XP_033332434.1
OG0006727	XP_034187757.1	XP_033336850.1
OG0006728	XP_034172544.1	XP_033328815.1
OG0006729	XP_034176329.1	XP_033333796.1
OG0006730	XP_034177784.1	XP_033321422.1
OG0006731	XP_034191580.1	XP_033336103.1
OG0006732	XP_034177768.1	XP_033332728.1
OG0006733	XP_034187186.1	XP_033332418.1
OG0006734	XP_034188953.1	XP_033325554.1
OG0006736	XP_034170939.1	XP_033324111.1
OG0006737	XP_034170829.1	XP_033321552.1
OG0006738	XP_034189401.1, XP_034189397.1	XP_033342007.1
OG0006739	XP_034196674.1	XP_033341871.1
OG0006740	XP_034170932.1	XP_033338235.1
OG0006741	XP_034189147.1	XP_033341766.1
OG0006742	XP_034171326.1	XP_033342128.1
OG0006744	XP_034187281.1	XP_033332309.1
OG0006745	XP_034171951.1	XP_033342169.1
OG0006746	XP_034187749.1	XP_033338952.1
OG0006747	XP_034188537.1	XP_033321827.1
OG0006748	XP_034194230.1	XP_033340249.1
OG0006749	XP_034171159.1	XP_033333224.1
OG0006750	XP_034181961.1	XP_033323220.1
OG0006751	XP_034182300.1	XP_033321737.1
OG0006752	XP_034182152.1	XP_033327840.1
OG0006753	XP_034194756.1	XP_033321838.1
OG0006754	XP_034182796.1	XP_033321855.1
OG0006755	XP_034182251.1	XP_033321831.1
OG0006756	XP_034182253.1	XP_033322041.1
OG0006757	XP_034188325.1	XP_033323196.1
OG0006758	XP_034182082.1	XP_033323172.1
OG0006759	XP_034194396.1	XP_033331259.1
OG0006760	XP_034188225.1	XP_033322068.1
OG0006761	XP_034172151.1	XP_033341330.1
OG0006762	XP_034188560.1	XP_033321918.1
OG0006763	XP_034182596.1	XP_033322093.1
OG0006764	XP_034194713.1	XP_033329893.1
OG0006765	XP_034186289.1	XP_033337820.1
OG0006766	XP_034182455.1	XP_033337611.1
OG0006767	XP_034182111.1	XP_033321913.1
OG0006768	XP_034182687.1	XP_033331225.1
OG0006769	XP_034182031.1	XP_033329850.1
OG0006770	XP_034182267.1	XP_033322025.1
OG0006771	XP_034174360.1	XP_033327015.1
OG0006772	XP_034174371.1	XP_033326965.1
OG0006773	XP_034174083.1	XP_033336799.1
OG0006774	XP_034174520.1	XP_033327163.1
OG0006775	XP_034174449.1	XP_033326583.1, XP_033326618.1
OG0006776	XP_034174027.1	XP_033326723.1
OG0006777	XP_034187451.1	XP_033336916.1
OG0006778	XP_034174030.1	XP_033326511.1
OG0006779	XP_034187811.1	XP_033332167.1
OG0006780	XP_034174452.1	XP_033326573.1
OG0006781	XP_034187595.1	XP_033324233.1
OG0006782	XP_034187611.1	XP_033324245.1
OG0006783	XP_034173311.1	XP_033341145.1
OG0006784	XP_034187521.1	XP_033327124.1
OG0006785	XP_034174219.1	XP_033326775.1
OG0006786	XP_034173740.1	XP_033329741.1
OG0006787	XP_034173741.1	XP_033333800.1
OG0006788	XP_034174471.1	XP_033338038.1
OG0006789	XP_034187467.1	XP_033338083.1
OG0006790	XP_034173819.1	XP_033335175.1
OG0006791	XP_034174859.1	XP_033335172.1
OG0006792	XP_034174535.1	XP_033329712.1
OG0006793	XP_034196426.1	XP_033326385.1
OG0006794	XP_034187359.1	XP_033326732.1
OG0006795	XP_034174849.1	XP_033333851.1
OG0006796	XP_034174862.1	XP_033327191.1
OG0006797	XP_034192783.1	XP_033327959.1
OG0006798	XP_034192744.1	XP_033328157.1
OG0006799	XP_034192762.1	XP_033328158.1
OG0006800	XP_034177017.1	XP_033337247.1
OG0006801	XP_034182116.1	XP_033323129.1
OG0006802	XP_034177684.1	XP_033328160.1
OG0006803	XP_034177739.1	XP_033335360.1
OG0006804	XP_034177699.1	XP_033324048.1
OG0006805	XP_034177433.1	XP_033338990.1
OG0006806	XP_034192637.1	XP_033339196.1
OG0006807	XP_034177278.1	XP_033324100.1
OG0006808	XP_034177826.1	XP_033332093.1
OG0006809	XP_034184756.1	XP_033329976.1
OG0006810	XP_034177602.1	XP_033324187.1
OG0006811	XP_034192882.1	XP_033338329.1
OG0006812	XP_034177047.1	XP_033324288.1
OG0006813	XP_034177651.1	XP_033332070.1
OG0006814	XP_034196183.1	XP_033320770.1
OG0006815	XP_034176635.1	XP_033342018.1
OG0006816	XP_034188029.1	XP_033330511.1
OG0006817	XP_034196169.1	XP_033322781.1
OG0006818	XP_034193347.1	XP_033330980.1
OG0006820	XP_034189859.1	XP_033330948.1
OG0006821	XP_034195582.1	XP_033322660.1
OG0006822	XP_034195865.1	XP_033330440.1
OG0006824	XP_034193497.1	XP_033326854.1
OG0006825	XP_034193453.1	XP_033326852.1
OG0006826	XP_034181905.1	XP_033329234.1
OG0006827	XP_034176898.1	XP_033331911.1
OG0006828	XP_034187968.1	XP_033332971.1
OG0006829	XP_034188077.1	XP_033334093.1
OG0006830	XP_034190737.1	XP_033328374.1
OG0006831	XP_034192440.1	XP_033329447.1
OG0006832	XP_034176290.1	XP_033340343.1
OG0006833	XP_034176232.1	XP_033340211.1
OG0006834	XP_034181027.1	XP_033332783.1
OG0006835	XP_034185519.1	XP_033332199.1
OG0006836	XP_034190582.1	XP_033339382.1
OG0006837	XP_034181231.1	XP_033329399.1
OG0006838	XP_034181029.1	XP_033332969.1
OG0006839	XP_034179615.1	XP_033333450.1
OG0006840	XP_034190612.1	XP_033321756.1
OG0006841	XP_034187928.1	XP_033329443.1
OG0006842	XP_034184747.1	XP_033337492.1
OG0006843	XP_034185382.1	XP_033327461.1
OG0006844	XP_034185073.1	XP_033337768.1
OG0006845	XP_034190589.1	XP_033327509.1
OG0006846	XP_034190523.1	XP_033337594.1
OG0006847	XP_034184799.1	XP_033329953.1
OG0006848	XP_034185284.1	XP_033337617.1
OG0006849	XP_034181800.1	XP_033329673.1
OG0006850	XP_034190345.1	XP_033337327.1
OG0006851	XP_034173664.1	XP_033340600.1
OG0006852	XP_034185638.1	XP_033336589.1
OG0006853	XP_034185319.1	XP_033332570.1
OG0006854	XP_034185318.1	XP_033332566.1
OG0006855	XP_034190319.1	XP_033327485.1
OG0006856	XP_034181509.1	XP_033329295.1
OG0006857	XP_034192341.1	XP_033329296.1
OG0006858	XP_034187902.1	XP_033329339.1
OG0006859	XP_034181342.1	XP_033333122.1
OG0006860	XP_034185467.1	XP_033337800.1
OG0006861	XP_034187996.1	XP_033333087.1
OG0006863	XP_034184680.1	XP_033330317.1
OG0006864	XP_034190226.1	XP_033327352.1
OG0006865	XP_034184417.1	XP_033329747.1
OG0006866	XP_034180240.1	XP_033339163.1
OG0006867	XP_034186110.1	XP_033334306.1
OG0006868	XP_034175075.1	XP_033325537.1
OG0006869	XP_034194790.1	XP_033334077.1
OG0006870	XP_034184099.1	XP_033339525.1
OG0006871	XP_034171908.1	XP_033339284.1
OG0006872	XP_034184002.1	XP_033321110.1
OG0006873	XP_034186071.1	XP_033325910.1
OG0006874	XP_034190147.1	XP_033340877.1
OG0006875	XP_034189971.1	XP_033339575.1
OG0006876	XP_034186729.1	XP_033338307.1
OG0006877	XP_034186135.1	XP_033331401.1
OG0006878	XP_034189691.1	XP_033339513.1
OG0006879	XP_034185731.1	XP_033331409.1
OG0006880	XP_034183565.1	XP_033326022.1
OG0006881	XP_034183574.1	XP_033325376.1
OG0006882	XP_034172282.1	XP_033340134.1
OG0006883	XP_034191884.1	XP_033335654.1
OG0006884	XP_034190101.1	XP_033320926.1
OG0006885	XP_034189792.1	XP_033325396.1
OG0006886	XP_034190102.1	XP_033320990.1
OG0006887	XP_034185791.1	XP_033325382.1
OG0006888	XP_034183521.1	XP_033339597.1
OG0006889	XP_034185887.1	XP_033331709.1
OG0006890	XP_034189920.1	XP_033325456.1
OG0006891	XP_034185864.1	XP_033331468.1
OG0006892	XP_034185829.1	XP_033320951.1
OG0006893	XP_034178477.1	XP_033340357.1
OG0006894	XP_034175873.1	XP_033342540.1
OG0006895	XP_034175781.1	XP_033334775.1
OG0006896	XP_034175204.1	XP_033334786.1
OG0006898	XP_034175939.1	XP_033342809.1
OG0006899	XP_034176049.1	XP_033334971.1
OG0006900	XP_034189361.1	XP_033329682.1
OG0006901	XP_034176664.1	XP_033342571.1
OG0006902	XP_034193191.1	XP_033342525.1
OG0006903	XP_034175690.1	XP_033342650.1
OG0006904	XP_034192221.1	XP_033321409.1
OG0006905	XP_034175110.1	XP_033334850.1
OG0006906	XP_034175361.1	XP_033342490.1
OG0006907	XP_034180490.1	XP_033336591.1
OG0006908	XP_034175707.1	XP_033342764.1
OG0006909	XP_034176412.1	XP_033342620.1
OG0006910	XP_034176259.1	XP_033342219.1
OG0006911	XP_034176140.1	XP_033334646.1
OG0006912	XP_034174891.1	XP_033334454.1
OG0006913	XP_034175889.1	XP_033342506.1
OG0006914	XP_034182928.1	XP_033341928.1
OG0006915	XP_034183243.1	XP_033331334.1
OG0006916	XP_034191016.1	XP_033323389.1
OG0006917	XP_034179164.1	XP_033341056.1
OG0006918	XP_034179784.1	XP_033338110.1
OG0006920	XP_034173433.1	XP_033340170.1
OG0006921	XP_034179085.1	XP_033324943.1
OG0006922	XP_034187159.1	XP_033335254.1
OG0006923	XP_034187172.1	XP_033332468.1
OG0006924	XP_034190829.1	XP_033322483.1
OG0006925	XP_034182921.1	XP_033335332.1
OG0006926	XP_034178706.1	XP_033334870.1
OG0006927	XP_034178579.1	XP_033332254.1
OG0006928	XP_034172328.1	XP_033341341.1
OG0006929	XP_034178359.1	XP_033330133.1
OG0006930	XP_034178527.1	XP_033339435.1
OG0006931	XP_034178093.1	XP_033328494.1
OG0006933	XP_034192035.1	XP_033335888.1
OG0006934	XP_034191980.1	XP_033336268.1
OG0006935	XP_034173401.1	XP_033341187.1
OG0006936	XP_034191791.1	XP_033336179.1
OG0006937	XP_034180364.1	XP_033335981.1
OG0006938	XP_034191845.1	XP_033336470.1, XP_033336469.1
OG0006939	XP_034191641.1	XP_033336125.1
OG0006940	XP_034180784.1	XP_033336151.1
OG0006941	XP_034180036.1	XP_033335676.1
OG0006942	XP_034191553.1	XP_033330945.1
OG0006943	XP_034191769.1	XP_033335866.1
OG0006944	XP_034192003.1	XP_033336275.1
OG0006945	XP_034173104.1	XP_033328927.1
OG0006946	XP_034191482.1	XP_033336408.1
OG0006947	XP_034195261.1, XP_034195267.1, XP_034191433.1	XP_033336402.1
OG0006948	XP_034194039.1	XP_033330831.1
OG0006949	XP_034172304.1	XP_033340090.1
OG0006950	XP_034179206.1, XP_034179207.1	XP_033324849.1
OG0006952	XP_034193679.1	XP_033343087.1
OG0006953	XP_034193879.1	XP_033341582.1
OG0006954	XP_034179300.1	XP_033342661.1
OG0006955	XP_034179520.1	XP_033339800.1
OG0006956	XP_034179575.1	XP_033341693.1
OG0006957	XP_034193500.1	XP_033324650.1
OG0006958	XP_034195542.1	XP_033328862.1
OG0006959	XP_034179151.1	XP_033340287.1
OG0006960	XP_034179380.1	XP_033324913.1
OG0006961	XP_034179447.1	XP_033324975.1
OG0006963	XP_034193999.1	XP_033324822.1
OG0006964	XP_034193498.1	XP_033324821.1
OG0006965	XP_034181738.1	XP_033329625.1
OG0006966	XP_034179813.1	XP_033341652.1
OG0006967	XP_034179416.1	XP_033342139.1
OG0006968	XP_034183091.1	XP_033332500.1
OG0006969	XP_034190769.1	XP_033326111.1
OG0006971	XP_034190782.1	XP_033325131.1
OG0006972	XP_034186335.1	XP_033338745.1
OG0006973	XP_034191118.1	XP_033326291.1
OG0006974	XP_034190756.1	XP_033331323.1
OG0006975	XP_034187050.1	XP_033338450.1
OG0006976	XP_034186559.1	XP_033324412.1
OG0006977	XP_034182844.1	XP_033332415.1
OG0006978	XP_034189637.1	XP_033337735.1
OG0006979	XP_034184514.1	XP_033340616.1
OG0006980	XP_034193064.1	XP_033335594.1
OG0006981	XP_034175518.1	XP_033329547.1
OG0006982	XP_034172332.1	XP_033328949.1, XP_033328948.1
OG0006983	XP_034172336.1	XP_033328956.1
OG0006984	XP_034185214.1	XP_033327447.1
OG0006985	XP_034176310.1	XP_033333805.1
OG0006986	XP_034176316.1	XP_033333791.1
OG0006987	XP_034175223.1	XP_033333813.1
OG0006988	XP_034181028.1	XP_033329579.1
OG0006989	XP_034172492.1	XP_033340400.1
OG0006990	XP_034172545.1	XP_033340403.1
OG0006991	XP_034174909.1	XP_033331665.1
OG0006992	XP_034174927.1	XP_033339638.1
OG0006993	XP_034172520.1	XP_033328950.1
OG0006994	XP_034173321.1	XP_033323023.1
OG0006996	XP_034173535.1	XP_033338721.1
OG0006997	XP_034179209.1	XP_033340617.1
OG0006998	XP_034172630.1	XP_033341388.1
OG0006999	XP_034189333.1	XP_033342106.1
OG0007000	XP_034171501.1	XP_033321481.1
OG0007001	XP_034171671.1	XP_033341971.1
OG0007004	XP_034189979.1	XP_033323814.1
OG0007005	XP_034188882.1	XP_033334152.1
OG0007006	XP_034184354.1	XP_033328324.1
OG0007007	XP_034182720.1	XP_033330593.1
OG0007008	XP_034189183.1	XP_033334278.1
OG0007009	XP_034171459.1	XP_033330709.1
OG0007010	XP_034189123.1	XP_033327770.1
OG0007012	XP_034182578.1	XP_033330605.1
OG0007013	XP_034176343.1	XP_033342142.1
OG0007014	XP_034171673.1	XP_033334244.1
OG0007015	XP_034196503.1	XP_033341948.1
OG0007017	XP_034196648.1	XP_033342200.1
OG0007019	XP_034171972.1	XP_033334267.1
OG0007020	XP_034188819.1	XP_033342026.1
OG0007021	XP_034170974.1	XP_033331976.1
OG0007022	XP_034179634.1	XP_033339144.1, XP_033339143.1
OG0007023	XP_034196488.1	XP_033323681.1
OG0007024	XP_034192046.1	XP_033321301.1
OG0007025	XP_034171530.1	XP_033321492.1
OG0007028	XP_034171100.1	XP_033341998.1
OG0007029	XP_034173138.1	XP_033341094.1
OG0007030	XP_034181921.1	XP_033333885.1
OG0007031	XP_034181924.1	XP_033333884.1
OG0007033	XP_034194761.1	XP_033334340.1
OG0007034	XP_034182169.1	XP_033326096.1
OG0007035	XP_034179246.1	XP_033340742.1
OG0007036	XP_034194470.1	XP_033326613.1
OG0007037	XP_034188551.1	XP_033321826.1, XP_033321898.1
OG0007038	XP_034188387.1	XP_033323168.1
OG0007039	XP_034182034.1	XP_033328154.1
OG0007040	XP_034182201.1	XP_033321660.1
OG0007041	XP_034182779.1	XP_033331272.1
OG0007042	XP_034194309.1	XP_033321786.1
OG0007043	XP_034188464.1	XP_033321616.1
OG0007044	XP_034182710.1	XP_033331190.1
OG0007045	XP_034188395.1	XP_033322003.1
OG0007047	XP_034188552.1	XP_033321754.1
OG0007048	XP_034182136.1	XP_033333642.1
OG0007049	XP_034182384.1	XP_033325853.1
OG0007050	XP_034182507.1	XP_033327018.1
OG0007051	XP_034181978.1	XP_033331219.1
OG0007052	XP_034181960.1	XP_033329867.1
OG0007053	XP_034182615.1	XP_033327640.1
OG0007054	XP_034182345.1	XP_033326200.1
OG0007055	XP_034188187.1	XP_033323087.1
OG0007056	XP_034182579.1	XP_033333629.1
OG0007057	XP_034182523.1	XP_033341699.1
OG0007058	XP_034194718.1	XP_033321985.1
OG0007059	XP_034182514.1	XP_033333011.1
OG0007060	XP_034194305.1	XP_033321830.1
OG0007061	XP_034182187.1	XP_033326432.1
OG0007062	XP_034194498.1	XP_033321884.1
OG0007063	XP_034171165.1	XP_033327472.1
OG0007064	XP_034171192.1	XP_033326207.1
OG0007065	XP_034182764.1	XP_033323118.1
OG0007066	XP_034172941.1	XP_033341541.1
OG0007067	XP_034188312.1	XP_033321991.1
OG0007068	XP_034173318.1	XP_033341496.1
OG0007069	XP_034173317.1	XP_033341397.1
OG0007070	XP_034172322.1	XP_033341495.1
OG0007071	XP_034182022.1	XP_033322185.1
OG0007072	XP_034182407.1	XP_033341761.1
OG0007073	XP_034182292.1	XP_033321658.1
OG0007074	XP_034182084.1	XP_033323112.1
OG0007075	XP_034171166.1	XP_033324610.1
OG0007076	XP_034189521.1	XP_033330478.1
OG0007077	XP_034182161.1	XP_033321834.1
OG0007078	XP_034174237.1	XP_033327197.1
OG0007079	XP_034187394.1	XP_033324262.1
OG0007080	XP_034187339.1	XP_033332095.1
OG0007081	XP_034173854.1	XP_033322470.1
OG0007083	XP_034174538.1	XP_033336870.1
OG0007084	XP_034174521.1	XP_033336767.1
OG0007085	XP_034173776.1	XP_033327017.1
OG0007086	XP_034174053.1	XP_033329721.1
OG0007087	XP_034190045.1	XP_033323578.1
OG0007088	XP_034174718.1	XP_033332375.1
OG0007089	XP_034174305.1	XP_033329756.1
OG0007090	XP_034174088.1	XP_033324146.1
OG0007091	XP_034173866.1	XP_033336778.1
OG0007092	XP_034174802.1	XP_033331752.1
OG0007094	XP_034174539.1	XP_033327037.1
OG0007095	XP_034187280.1	XP_033325338.1
OG0007096	XP_034187469.1	XP_033337024.1
OG0007097	XP_034187478.1	XP_033338077.1
OG0007098	XP_034174484.1	XP_033329789.1
OG0007099	XP_034174491.1	XP_033329794.1
OG0007100	XP_034187537.1	XP_033326410.1
OG0007101	XP_034187544.1	XP_033326388.1
OG0007102	XP_034187795.1	XP_033326458.1
OG0007103	XP_034180417.1	XP_033333573.1
OG0007104	XP_034173811.1	XP_033335401.1
OG0007105	XP_034187650.1	XP_033326837.1
OG0007108	XP_034187550.1	XP_033339718.1
OG0007109	XP_034187474.1	XP_033337021.1
OG0007110	XP_034180508.1	XP_033339672.1
OG0007111	XP_034180524.1	XP_033340659.1
OG0007112	XP_034187429.1	XP_033326544.1
OG0007113	XP_034187572.1	XP_033338063.1
OG0007114	XP_034174213.1	XP_033332357.1
OG0007115	XP_034174548.1	XP_033327055.1
OG0007117	XP_034191336.1	XP_033338755.1
OG0007118	XP_034192881.1	XP_033324292.1
OG0007119	XP_034182842.1	XP_033322580.1
OG0007120	XP_034176960.1	XP_033337133.1
OG0007121	XP_034191057.1	XP_033326108.1
OG0007122	XP_034193011.1	XP_033331132.1
OG0007123	XP_034188794.1	XP_033340869.1
OG0007124	XP_034186978.1	XP_033322473.1
OG0007125	XP_034186824.1	XP_033337006.1
OG0007126	XP_034176862.1	XP_033332752.1
OG0007127	XP_034192697.1	XP_033328126.1
OG0007128	XP_034177037.1	XP_033326703.1
OG0007129	XP_034186948.1	XP_033322525.1
OG0007130	XP_034176814.1	XP_033338327.1
OG0007131	XP_034177154.1	XP_033324227.1
OG0007132	XP_034192959.1	XP_033324115.1
OG0007133	XP_034177080.1	XP_033328007.1
OG0007134	XP_034177227.1	XP_033324348.1
OG0007135	XP_034172168.1	XP_033328289.1
OG0007136	XP_034177186.1	XP_033335585.1
OG0007137	XP_034192937.1	XP_033324335.1
OG0007138	XP_034172774.1	XP_033341284.1
OG0007139	XP_034177332.1	XP_033336039.1
OG0007140	XP_034177329.1	XP_033322457.1
OG0007141	XP_034177738.1	XP_033339682.1
OG0007142	XP_034180955.1	XP_033324444.1
OG0007143	XP_034192867.1	XP_033332720.1
OG0007144	XP_034176946.1	XP_033333077.1
OG0007145	XP_034176790.1	XP_033323855.1
OG0007146	XP_034187068.1	XP_033338298.1
OG0007147	XP_034177406.1	XP_033338375.1
OG0007148	XP_034176871.1	XP_033332176.1
OG0007150	XP_034191060.1	XP_033326245.1
OG0007151	XP_034177878.1	XP_033332112.1
OG0007152	XP_034176753.1	XP_033332142.1
OG0007153	XP_034192621.1	XP_033339261.1
OG0007154	XP_034192725.1	XP_033324349.1
OG0007155	XP_034192897.1	XP_033328244.1
OG0007156	XP_034176972.1	XP_033334006.1
OG0007157	XP_034192669.1	XP_033328273.1
OG0007158	XP_034176931.1	XP_033333969.1
OG0007159	XP_034177924.1	XP_033332895.1
OG0007160	XP_034192738.1	XP_033320819.1
OG0007161	XP_034196331.1	XP_033329099.1
OG0007162	XP_034195463.1	XP_033321063.1
OG0007164	XP_034194802.1	XP_033322762.1
OG0007165	XP_034189441.1	XP_033339395.1
OG0007166	XP_034175554.1	XP_033327877.1
OG0007167	XP_034195553.1	XP_033329158.1
OG0007168	XP_034171115.1	XP_033339753.1
OG0007169	XP_034171614.1	XP_033339738.1
OG0007170	XP_034175262.1	XP_033322812.1
OG0007171	XP_034196402.1	XP_033333869.1
OG0007172	XP_034193285.1	XP_033326889.1
OG0007173	XP_034195516.1	XP_033333449.1
OG0007174	XP_034191865.1	XP_033321039.1
OG0007175	XP_034195945.1	XP_033321060.1
OG0007176	XP_034193105.1	XP_033322605.1
OG0007177	XP_034193778.1	XP_033331701.1
OG0007178	XP_034195369.1	XP_033320776.1
OG0007179	XP_034195592.1	XP_033330993.1
OG0007180	XP_034195361.1, XP_034195366.1, XP_034195354.1	XP_033333686.1
OG0007181	XP_034196244.1	XP_033329676.1
OG0007183	XP_034184135.1	XP_033333660.1
OG0007184	XP_034195547.1	XP_033321038.1
OG0007185	XP_034184173.1	XP_033333376.1
OG0007187	XP_034172207.1	XP_033341116.1
OG0007188	XP_034195771.1	XP_033321045.1
OG0007189	XP_034195883.1	XP_033329683.1
OG0007190	XP_034185839.1	XP_033339390.1
OG0007191	XP_034195414.1	XP_033326898.1
OG0007192	XP_034195573.1	XP_033329063.1
OG0007193	XP_034195921.1	XP_033329125.1
OG0007195	XP_034188927.1	XP_033330445.1
OG0007196	XP_034195669.1	XP_033323742.1
OG0007197	XP_034191477.1	XP_033340567.1
OG0007198	XP_034195925.1	XP_033329148.1
OG0007199	XP_034171544.1	XP_033329715.1
OG0007200	XP_034196208.1	XP_033322826.1
OG0007201	XP_034181664.1	XP_033329395.1
OG0007202	XP_034181717.1	XP_033332740.1
OG0007203	XP_034184604.1	XP_033333318.1
OG0007204	XP_034181796.1	XP_033338106.1
OG0007205	XP_034172664.1	XP_033340652.1
OG0007206	XP_034184639.1	XP_033333329.1
OG0007207	XP_034174281.1	XP_033321326.1
OG0007208	XP_034190576.1	XP_033339386.1
OG0007209	XP_034181084.1	XP_033328724.1
OG0007210	XP_034185600.1	XP_033322559.1
OG0007211	XP_034175530.1	XP_033328505.1, XP_033328504.1
OG0007212	XP_034196290.1	XP_033340750.1
OG0007213	XP_034177089.1	XP_033331866.1
OG0007214	XP_034172810.1	XP_033340542.1
OG0007215	XP_034181569.1	XP_033329213.1
OG0007216	XP_034176219.1	XP_033340227.1
OG0007217	XP_034175402.1	XP_033340107.1
OG0007218	XP_034172847.1	XP_033341176.1
OG0007219	XP_034184840.1	XP_033340030.1
OG0007220	XP_034172850.1	XP_033341178.1
OG0007221	XP_034181436.1	XP_033329368.1
OG0007222	XP_034181445.1	XP_033329383.1
OG0007223	XP_034181233.1	XP_033333240.1
OG0007224	XP_034176768.1	XP_033331926.1
OG0007225	XP_034181702.1	XP_033340066.1
OG0007226	XP_034181588.1	XP_033340059.1
OG0007227	XP_034170934.1	XP_033328902.1
OG0007228	XP_034181213.1	XP_033329534.1
OG0007229	XP_034181152.1	XP_033323548.1
OG0007230	XP_034190779.1	XP_033328428.1
OG0007231	XP_034175084.1	XP_033333411.1
OG0007232	XP_034183435.1	XP_033322643.1
OG0007233	XP_034172110.1	XP_033322915.1
OG0007234	XP_034190300.1	XP_033327482.1
OG0007235	XP_034190230.1	XP_033337627.1
OG0007236	XP_034189029.1	XP_033340564.1
OG0007237	XP_034180201.1	XP_033330932.1
OG0007238	XP_034188052.1	XP_033329502.1
OG0007239	XP_034181889.1	XP_033332754.1
OG0007240	XP_034184723.1	XP_033337546.1
OG0007242	XP_034181141.1	XP_033329307.1
OG0007243	XP_034181264.1	XP_033329364.1
OG0007244	XP_034180921.1	XP_033324031.1
OG0007245	XP_034184689.1	XP_033337429.1
OG0007246	XP_034185195.1	XP_033337547.1
OG0007247	XP_034185175.1	XP_033327578.1
OG0007248	XP_034188035.1	XP_033332861.1
OG0007249	XP_034188003.1	XP_033329610.1
OG0007250	XP_034190538.1	XP_033337417.1
