Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0007518	XP_034191095.1	XP_003700525.1
OG0007519	XP_034183084.1	XP_003700444.1
OG0007520	XP_034191197.1	XP_012154257.1
OG0007521	XP_034191257.1	XP_012145552.1
OG0007522	XP_034186387.1	XP_012151340.1
OG0007523	XP_034194168.1	XP_012134755.1
OG0007524	XP_034172090.1	XP_012150901.1
OG0007525	XP_034190738.1	XP_012143793.1
OG0007526	XP_034186981.1	XP_012154150.1
OG0007527	XP_034172254.1	XP_012148345.1
OG0007528	XP_034172125.1	XP_012150911.1
OG0007529	XP_034191078.1	XP_003700517.1
OG0007530	XP_034187138.1	XP_012134776.1
OG0007531	XP_034187086.1	XP_012145455.1
OG0007532	XP_034183025.1	XP_012153946.1
OG0007533	XP_034186762.1	XP_012154125.1
OG0007534	XP_034186776.1	XP_012154360.1
OG0007535	XP_034186336.1	XP_012145466.1
OG0007536	XP_034187046.1	XP_003700464.1
OG0007537	XP_034171765.1	XP_012135314.1
OG0007538	XP_034191595.1	XP_012145057.1
OG0007539	XP_034191820.1	XP_012144805.1
OG0007541	XP_034173595.1	XP_012141888.1
OG0007542	XP_034183061.1, XP_034183087.1	XP_012145266.1
OG0007543	XP_034174018.1	XP_003699546.1
OG0007544	XP_034185820.1	XP_012135357.1
OG0007545	XP_034173946.1	XP_012143861.1
OG0007546	XP_034173015.1	XP_003707961.1
OG0007547	XP_034172324.1	XP_012151545.1
OG0007548	XP_034172889.1	XP_012151790.1
OG0007549	XP_034172801.1	XP_012151781.1
OG0007550	XP_034172068.1	XP_012151689.1
OG0007551	XP_034172556.1	XP_012151553.1
OG0007552	XP_034172539.1	XP_003707970.1
OG0007553	XP_034173485.1	XP_012141732.1
OG0007554	XP_034173232.1	XP_012141816.1
OG0007555	XP_034173709.1	XP_003707190.1
OG0007556	XP_034190141.1	XP_003704662.1
OG0007557	XP_034175956.1	XP_003700301.1
OG0007559	XP_034187026.1	XP_012151907.1
OG0007560	XP_034173273.1	XP_003703783.1
OG0007561	XP_034182636.1	XP_003702192.1, XP_012138128.1
OG0007562	XP_034172400.1	XP_012138172.1
OG0007563	XP_034172836.1	XP_012144689.1
OG0007564	XP_034196340.1	XP_012147035.1
OG0007565	XP_034176565.1, XP_034176566.1	XP_003700252.1
OG0007566	XP_034195544.1	XP_012147160.1
OG0007567	XP_034171983.1	XP_003700954.1
OG0007568	XP_034171700.1	XP_012138185.1, XP_012138184.1
OG0007569	XP_034188156.1	XP_012149841.1
OG0007570	XP_034182612.1	XP_003702377.2
OG0007571	XP_034176335.1	XP_012137229.1
OG0007572	XP_034171465.1	XP_003701671.1
OG0007573	XP_034171968.1	XP_003700847.1
OG0007574	XP_034188884.1	XP_012136491.1
OG0007575	XP_034171074.1	XP_012136624.1
OG0007576	XP_034175605.1	XP_003707245.1
OG0007577	XP_034182995.1	XP_003700648.1
OG0007578	XP_034186730.1	XP_003701290.1
OG0007579	XP_034185897.1	XP_003699185.2
OG0007580	XP_034183768.1	XP_003706786.1
OG0007581	XP_034176010.1	XP_003705741.1
OG0007582	XP_034176236.1	XP_003699351.2
OG0007583	XP_034175664.1	XP_012154403.1
OG0007584	XP_034174989.1	XP_003699965.1
OG0007585	XP_034175809.1	XP_012151135.1
OG0007586	XP_034179066.1	XP_003706720.1
OG0007587	XP_034183301.1	XP_003700775.1
OG0007588	XP_034178403.1	XP_012142695.1
OG0007589	XP_034178106.1	XP_003704315.1
OG0007590	XP_034178250.1	XP_003704326.1
OG0007591	XP_034178648.1	XP_003704175.1
OG0007592	XP_034178046.1	XP_003704374.1
OG0007593	XP_034178637.1	XP_003704313.1
OG0007594	XP_034178828.1	XP_003703239.1
OG0007595	XP_034178703.1	XP_003704260.1
OG0007596	XP_034178515.1	XP_003704256.1
OG0007598	XP_034191835.1	XP_003699808.1
OG0007599	XP_034180204.1	XP_003705476.1
OG0007600	XP_034180641.1	XP_003702748.1
OG0007601	XP_034180603.1	XP_012139749.1
OG0007602	XP_034191840.1	XP_003702780.1
OG0007603	XP_034180863.1	XP_003702760.1
OG0007604	XP_034179223.1	XP_012143899.1, XP_012143898.1
OG0007605	XP_034179524.1	XP_012143944.1
OG0007606	XP_034179592.1	XP_003708659.1
OG0007607	XP_034179321.1	XP_003705498.2
OG0007608	XP_034178849.1	XP_003699646.1
OG0007609	XP_034178850.1	XP_003699686.1
OG0007610	XP_034190773.1	XP_012143530.1
OG0007611	XP_034182839.1	XP_003700431.1
OG0007612	XP_034190785.1	XP_003704682.1
OG0007613	XP_034172475.1	XP_003706404.1
OG0007614	XP_034173460.1	XP_012151697.1
OG0007615	XP_034172742.1	XP_003707880.1
OG0007616	XP_034179228.1	XP_012148284.1
OG0007617	XP_034178989.1	XP_012148351.1
OG0007618	XP_034186280.1	XP_003699209.1
OG0007619	XP_034183498.1	XP_003705775.1
OG0007620	XP_034195756.1	XP_003706049.1
OG0007621	XP_034172299.1	XP_012147955.1
OG0007622	XP_034189162.1	XP_003701528.1
OG0007623	XP_034171355.1	XP_012138389.1
OG0007624	XP_034196678.1	XP_003702345.1
OG0007625	XP_034170822.1	XP_012135085.1
OG0007626	XP_034182515.1	XP_012144330.1
OG0007627	XP_034188662.1	XP_003701641.1, XP_012136892.1
OG0007628	XP_034182559.1	XP_012136902.1
OG0007629	XP_034181965.1	XP_003705018.2
OG0007630	XP_034182284.1	XP_012146864.1
OG0007631	XP_034194239.1	XP_003699897.1
OG0007632	XP_034174448.1, XP_034174447.1	XP_003699417.1
OG0007633	XP_034173962.1	XP_003699211.1
OG0007634	XP_034174082.1	XP_003699487.1
OG0007635	XP_034176905.1	XP_003701878.1
OG0007636	XP_034176928.1	XP_003705264.1
OG0007637	XP_034192832.1	XP_003707440.1
OG0007638	XP_034192622.1	XP_012139137.1
OG0007639	XP_034195612.1	XP_003703318.2
OG0007640	XP_034196265.1	XP_003705863.1
OG0007641	XP_034176366.1	XP_003702069.1
OG0007642	XP_034174211.1	XP_003700831.1
OG0007643	XP_034196568.1	XP_003702009.2
OG0007644	XP_034184664.1	XP_003701095.1
OG0007645	XP_034181711.1	XP_012141089.1
OG0007646	XP_034181286.1	XP_003703449.1
OG0007647	XP_034171954.1	XP_003704536.1
OG0007648	XP_034184512.1	XP_003707645.1
OG0007649	XP_034183945.1	XP_003707641.1
OG0007650	XP_034183982.1	XP_003700015.1
OG0007651	XP_034173429.1	XP_003700011.1
OG0007652	XP_034184797.1	XP_003705103.1
OG0007653	XP_034187240.1	XP_003701309.1
OG0007654	XP_034178380.1	XP_012142999.1
OG0007655	XP_034193144.1	XP_003703226.1
OG0007656	XP_034185145.1	XP_012144824.1
OG0007657	XP_034185574.1	XP_003702581.2
OG0007658	XP_034193466.1	XP_003702156.2
OG0007659	XP_034192451.1	XP_003703513.2
OG0007660	XP_034180692.1	XP_012152511.1
OG0007661	XP_034182670.1	XP_012138126.1
OG0007662	XP_034179759.1	XP_003705645.1
OG0007663	XP_034189696.1	XP_003706845.1
OG0007664	XP_034185247.1	XP_003701809.2
OG0007665	XP_034173607.1	XP_012141823.1
OG0007666	XP_034173872.1	XP_003703027.1
OG0007667	XP_034174278.1	XP_003708454.1
OG0007668	XP_034187187.1	XP_003708051.1
OG0007669	XP_034176122.1	XP_003705749.1
OG0007670	XP_034185354.1	XP_003707514.1
OG0007671	XP_034172826.1	XP_012138028.1
OG0007672	XP_034173974.1	XP_003706284.1
OG0007673	XP_034192241.1	XP_012142520.1
OG0007674	XP_034194000.1	XP_003699616.1
OG0007675	XP_034185561.1	XP_003702498.1
OG0007676	XP_034180145.1	XP_003701921.1
OG0007677	XP_034173324.1	XP_003703831.1
OG0007678	XP_034173646.1	XP_012144634.1
OG0007679	XP_034178366.1	XP_003704249.1
OG0007680	XP_034170840.1	XP_003701590.1
OG0007681	XP_034184876.1	XP_003701169.1
OG0007682	XP_034193120.1	XP_003699280.1
OG0007683	XP_034172845.1	XP_003703786.1
OG0007684	XP_034180671.1	XP_003700027.1
OG0007685	XP_034183917.1	XP_003707650.1
OG0007687	XP_034192072.1	XP_003702854.1
OG0007688	XP_034182656.1	XP_003704025.1
OG0007689	XP_034172565.1	XP_003707974.1
OG0007690	XP_034184349.1	XP_012150859.1
OG0007691	XP_034184530.1	XP_012150687.1
OG0007692	XP_034177655.1	XP_012139193.1
OG0007693	XP_034185157.1	XP_003705085.1
OG0007694	XP_034188521.1	XP_003706138.1
OG0007695	XP_034188525.1	XP_003706137.1
OG0007696	XP_034188342.1	XP_012153162.1
OG0007697	XP_034171623.1	XP_003702386.1
OG0007698	XP_034182971.1	XP_003704583.1
OG0007699	XP_034189751.1	XP_003699747.1
OG0007700	XP_034184315.1	XP_003707619.1
OG0007701	XP_034185280.1	XP_003701265.1
OG0007702	XP_034190120.1	XP_003706858.1
OG0007703	XP_034181271.1	XP_003703477.1
OG0007704	XP_034188427.1	XP_003704036.1
OG0007705	XP_034191844.1	XP_003699803.1
OG0007706	XP_034181489.1	XP_003703519.1
OG0007707	XP_034188782.1	XP_003705539.1
OG0007708	XP_034186901.1	XP_003700485.1
OG0007709	XP_034171088.1	XP_003701471.1
OG0007710	XP_034175292.1	XP_003707195.1
OG0007711	XP_034179879.1	XP_003701723.1
OG0007712	XP_034188694.1	XP_012138450.1
OG0007713	XP_034193823.1	XP_012140840.1
OG0007714	XP_034182619.1	XP_003702356.1
OG0007715	XP_034177150.1	XP_003707362.1
OG0007716	XP_034195584.1	XP_003701744.1
OG0007717	XP_034176499.1	XP_003699251.1
OG0007718	XP_034185178.1	XP_012144787.1
OG0007719	XP_034179809.1	XP_003702073.1
OG0007720	XP_034192679.1	XP_003707273.1
OG0007721	XP_034177787.1	XP_003705273.1
OG0007722	XP_034191776.1	XP_003707102.1
OG0007723	XP_034186333.1	XP_012140383.1
OG0007724	XP_034187792.1	XP_012153905.1
OG0007725	XP_034193746.1	XP_012153249.1
OG0007726	XP_034191843.1	XP_003699810.1
OG0007727	XP_034190260.1	XP_003705536.1
OG0007728	XP_034188195.1	XP_003705019.1
OG0007729	XP_034188614.1	XP_003704065.1
OG0007730	XP_034186302.1	XP_012137025.1
OG0007731	XP_034182671.1	XP_003708146.1
OG0007732	XP_034193740.1	XP_003701400.1
OG0007733	XP_034193980.1	XP_003701433.1
OG0007734	XP_034183474.1	XP_003704797.1
OG0007735	XP_034172429.1	XP_003706675.1
OG0007736	XP_034193751.1	XP_003708547.2
OG0007738	XP_034176973.1	XP_003707400.1
OG0007739	XP_034178141.1	XP_012143093.1
OG0007740	XP_034172325.1	XP_003705642.1
OG0007741	XP_034181003.1	XP_003703590.1
OG0007742	XP_034180998.1	XP_012141051.1
OG0007743	XP_034174531.1	XP_003703039.1
OG0007744	XP_034182617.1	XP_003702364.1
OG0007745	XP_034192889.1	XP_003707427.1
OG0007746	XP_034181225.1	XP_003703505.1
OG0007747	XP_034193549.1	XP_012137082.1
OG0007748	XP_034177302.1	XP_003707290.1
OG0007749	XP_034177932.1	XP_003703166.1
OG0007750	XP_034191594.1	XP_003707145.1
OG0007751	XP_034172870.1	XP_012146344.1
OG0007752	XP_034182199.1	XP_003705174.1
OG0007753	XP_034182262.1	XP_003702092.1
OG0007754	XP_034187679.1	XP_003699545.1
OG0007755	XP_034172848.1	XP_012141840.1
OG0007756	XP_034188620.1	XP_003703963.1
OG0007757	XP_034193491.1	XP_003706013.1
OG0007758	XP_034186269.1	XP_012144013.1
OG0007759	XP_034187727.1	XP_012153885.1
OG0007760	XP_034184592.1	XP_003703129.1
OG0007761	XP_034190605.1	XP_012143666.1
OG0007762	XP_034196404.1	XP_003705831.1
OG0007763	XP_034175523.1	XP_003699233.1
OG0007764	XP_034180171.1	XP_003702878.1
OG0007765	XP_034190275.1	XP_003702480.1
OG0007766	XP_034190288.1	XP_003702477.1
OG0007767	XP_034195326.1	XP_012145723.1, XP_012145722.1
OG0007768	XP_034173493.1	XP_003703722.1
OG0007769	XP_034189609.1	XP_003701069.2
OG0007770	XP_034187535.1	XP_003704439.1
OG0007771	XP_034178044.1	XP_003704357.1
OG0007772	XP_034183176.1	XP_003700777.1
OG0007773	XP_034184566.1	XP_003700146.1
OG0007774	XP_034182053.1	XP_003701672.1
OG0007775	XP_034184963.1	XP_012144750.1
OG0007776	XP_034172969.1	XP_003703146.1
OG0007777	XP_034195264.1	XP_003708266.1
OG0007778	XP_034195251.1	XP_003708318.1
OG0007779	XP_034189902.1	XP_003701079.1
OG0007780	XP_034189276.1	XP_003701538.1
OG0007781	XP_034189379.1	XP_012136459.1
OG0007782	XP_034183818.1	XP_003706893.1
OG0007783	XP_034189846.1	XP_003699499.1
OG0007784	XP_034189763.1	XP_003699725.1
OG0007785	XP_034189746.1	XP_003699711.1
OG0007786	XP_034183467.1	XP_003707066.1
OG0007787	XP_034183390.1	XP_003706784.1
OG0007788	XP_034183568.1	XP_003706797.1
OG0007789	XP_034176124.1	XP_003705731.1
OG0007791	XP_034175676.1	XP_003699273.1
OG0007792	XP_034195442.1	XP_003705663.1, XP_012146188.1
OG0007793	XP_034191030.1	XP_003705661.1
OG0007794	XP_034175580.1	XP_012135829.1
OG0007795	XP_034176042.1	XP_003707805.1
OG0007796	XP_034176564.1	XP_012151205.1
OG0007797	XP_034175924.1	XP_012151189.1
OG0007798	XP_034176531.1	XP_003707809.1
OG0007799	XP_034176538.1	XP_003707803.1
OG0007800	XP_034176537.1	XP_003707762.1
OG0007801	XP_034175205.1	XP_003699958.1
OG0007802	XP_034176079.1	XP_003699959.1
OG0007803	XP_034176095.1	XP_003699984.1
OG0007804	XP_034179071.1	XP_003706724.1
OG0007805	XP_034190706.1	XP_012136069.1
OG0007806	XP_034190832.1	XP_003700198.1
OG0007807	XP_034186396.1	XP_003704953.1
OG0007808	XP_034186734.1	XP_003701293.2
OG0007809	XP_034178002.1	XP_012142650.1
OG0007810	XP_034178596.1	XP_003704220.2
OG0007811	XP_034178107.1	XP_003704309.1
OG0007812	XP_034178239.1	XP_003704189.1
OG0007813	XP_034178131.1	XP_003704241.1
OG0007814	XP_034178189.1	XP_003704391.1
OG0007815	XP_034180682.1	XP_003705472.1
OG0007816	XP_034180755.1	XP_003705475.2
OG0007817	XP_034191693.1	XP_003707150.1
OG0007818	XP_034192087.1	XP_003702873.1
OG0007819	XP_034194050.1	XP_003708292.2
OG0007820	XP_034180357.1	XP_003708287.1
OG0007821	XP_034180388.1	XP_003708284.2
OG0007822	XP_034192009.1	XP_003702796.1
OG0007823	XP_034192112.1	XP_003702810.1
OG0007824	XP_034180579.1	XP_003702829.1
OG0007825	XP_034191650.1	XP_003702783.1
OG0007826	XP_034180249.1	XP_003702928.1
OG0007827	XP_034180078.1	XP_003702771.1
OG0007828	XP_034180147.1	XP_012139534.1
OG0007829	XP_034180789.1	XP_003702752.1
OG0007830	XP_034193618.1	XP_003706005.1
OG0007831	XP_034179534.1	XP_003704772.1
OG0007832	XP_034179475.1	XP_003705908.2
OG0007833	XP_034172675.1	XP_003703845.1
OG0007834	XP_034173091.1	XP_003707895.1
OG0007835	XP_034172211.1	XP_003707869.1
OG0007836	XP_034186284.1	XP_003705696.1
OG0007837	XP_034183837.1	XP_003704670.1
OG0007839	XP_034189848.1	XP_003702012.1
OG0007840	XP_034195749.1	XP_003706028.1
OG0007841	XP_034171986.1	XP_003702285.1
OG0007842	XP_034171984.1	XP_003702347.1
OG0007843	XP_034171757.1	XP_003700860.1
OG0007844	XP_034170977.1	XP_003700870.2
OG0007845	XP_034196615.1	XP_012148709.1
OG0007846	XP_034171023.1	XP_003708257.1
OG0007847	XP_034171022.1	XP_003708256.1
OG0007848	XP_034171458.1	XP_003701711.1
OG0007849	XP_034182542.1	XP_003699864.2
OG0007850	XP_034182590.1	XP_003701651.1
OG0007851	XP_034182216.1	XP_012136956.1
OG0007852	XP_034194242.1	XP_012146743.1
OG0007853	XP_034187600.1	XP_003706163.1
OG0007854	XP_034187697.1	XP_003706225.1
OG0007855	XP_034187528.1	XP_003706218.1
OG0007856	XP_034187502.1	XP_012147408.1
OG0007857	XP_034174585.1	XP_003706739.2
OG0007858	XP_034174087.1	XP_003699442.1
OG0007859	XP_034174093.1	XP_003699440.1
OG0007860	XP_034174197.1	XP_003699412.1
OG0007861	XP_034177359.1	XP_003707300.1
OG0007862	XP_034177163.1	XP_003707297.1
OG0007863	XP_034177452.1	XP_003700351.1
OG0007864	XP_034177504.1	XP_003705424.1
OG0007865	XP_034176816.1	XP_003705184.1
OG0007866	XP_034192633.1	XP_003702683.2
OG0007867	XP_034177315.1	XP_003707463.2
OG0007868	XP_034196302.1	XP_003705667.1
OG0007869	XP_034191237.1	XP_003705666.1
OG0007870	XP_034176510.1	XP_003702062.1
OG0007871	XP_034195985.1	XP_003702051.1
OG0007872	XP_034174206.1	XP_003700810.1
OG0007873	XP_034196602.1	XP_003702008.1
OG0007874	XP_034196274.1	XP_003702018.1
OG0007875	XP_034181456.1	XP_003703498.1
OG0007876	XP_034181592.1	XP_003703482.1
OG0007877	XP_034181288.1	XP_003703450.1
OG0007878	XP_034181116.1	XP_012141176.1
OG0007879	XP_034184817.1	XP_012135821.1
OG0007880	XP_034181090.1	XP_003703472.1
OG0007881	XP_034181055.1	XP_012141003.1
OG0007882	XP_034184870.1	XP_012135856.1
OG0007883	XP_034185490.1	XP_003701143.1
OG0007884	XP_034184509.1	XP_003700140.1
OG0007885	XP_034184515.1	XP_003700155.1
OG0007886	XP_034184247.1	XP_012151060.1
OG0007887	XP_034183980.1	XP_003700127.1
OG0007888	XP_034185591.1	XP_003708678.1
OG0007889	XP_034173877.1	XP_003700173.1
OG0007890	XP_034173991.1	XP_003707631.1
OG0007891	XP_034174137.1, XP_034174148.1	XP_003707576.1
OG0007892	XP_034196525.1	XP_003701706.1
OG0007893	XP_034185020.1	XP_012135889.1
OG0007894	XP_034175576.1	XP_003699375.1
OG0007895	XP_034189717.1	XP_003704661.1
OG0007896	XP_034189439.1	XP_003704598.1
OG0007898	XP_034192714.1	XP_003703360.2
OG0007899	XP_034174032.1	XP_003707580.1
OG0007900	XP_034174046.1	XP_003707634.1
OG0007901	XP_034190900.1	XP_003700459.1
OG0007902	XP_034184407.1	XP_012144272.1
OG0007903	XP_034172635.1	XP_003700042.1
OG0007904	XP_034180030.1	XP_003702893.1
OG0007905	XP_034184396.1	XP_003707550.1
OG0007906	XP_034174283.1	XP_012152805.1
OG0007907	XP_034192033.1	XP_003702805.1
OG0007908	XP_034173884.1	XP_003703945.1
OG0007909	XP_034191233.1	XP_003704135.1
OG0007910	XP_034196617.1	XP_012152121.1
OG0007911	XP_034190954.1	XP_012142435.1
OG0007912	XP_034193349.1	XP_003707746.1
OG0007913	XP_034178025.1	XP_012153064.1
OG0007914	XP_034186944.1	XP_003700203.1
OG0007915	XP_034191035.1	XP_003704132.1
OG0007916	XP_034183662.1	XP_003699785.1
OG0007917	XP_034179990.1	XP_003708296.1
OG0007918	XP_034187993.1	XP_003706570.2
OG0007919	XP_034187971.1	XP_003706566.1
OG0007920	XP_034179818.1	XP_003708635.1
OG0007921	XP_034173088.1	XP_003702056.1
OG0007922	XP_034172148.1	XP_003707938.1
OG0007923	XP_034172111.1	XP_003707937.1
OG0007924	XP_034189664.1	XP_003706824.1
OG0007925	XP_034188698.1	XP_003701849.2
OG0007926	XP_034190984.1	XP_003704124.1
OG0007927	XP_034193798.1	XP_003699634.1
OG0007928	XP_034185250.1	XP_012137181.1
OG0007930	XP_034176186.1	XP_012138687.1
OG0007931	XP_034180159.1	XP_003701920.1
OG0007932	XP_034179889.1	XP_003701374.1
OG0007933	XP_034189900.1	XP_003705699.1
OG0007934	XP_034179351.1	XP_003705930.1
OG0007935	XP_034179051.1	XP_012148514.1
OG0007936	XP_034182886.1	XP_003700339.1
OG0007937	XP_034180803.1	XP_003700051.1
OG0007938	XP_034183936.1	XP_003700022.1
OG0007939	XP_034184882.1	XP_003701170.1
OG0007940	XP_034194474.1	XP_003708159.1
OG0007941	XP_034193379.1	XP_012134986.1
OG0007942	XP_034196637.1	XP_003700642.1
OG0007943	XP_034192702.1	XP_003707272.1
OG0007944	XP_034188492.1	XP_003704053.1
OG0007945	XP_034188215.1	XP_012142233.1
OG0007946	XP_034182401.1	XP_012151063.1
OG0007947	XP_034193396.1	XP_012154566.1
OG0007948	XP_034184409.1	XP_012144265.1
OG0007949	XP_034173197.1	XP_012147866.1
OG0007950	XP_034188813.1	XP_003708502.2
OG0007951	XP_034174951.1	XP_003700561.1
OG0007952	XP_034181476.1	XP_003703466.1
OG0007953	XP_034184764.1	XP_012144740.1
OG0007954	XP_034187831.1	XP_012152858.1
OG0007955	XP_034173708.1	XP_003708407.1
OG0007956	XP_034171568.1	XP_003702215.1
OG0007957	XP_034190551.1	XP_003701273.1
OG0007958	XP_034185177.1	XP_003705086.1
OG0007959	XP_034182981.1	XP_003700338.1
OG0007960	XP_034175958.1	XP_003700250.1
OG0007961	XP_034185256.1	XP_003701264.1
OG0007962	XP_034188601.1	XP_003704038.1
OG0007963	XP_034175069.1	XP_003703075.1
OG0007964	XP_034171314.1	XP_003701464.1
OG0007965	XP_034183253.1	XP_003704985.1
OG0007966	XP_034189075.1	XP_003706236.1
OG0007967	XP_034189074.1	XP_003702519.1
OG0007968	XP_034173002.1	XP_012151821.1
OG0007969	XP_034182073.1	XP_003702090.1
OG0007970	XP_034188084.1	XP_012141454.1
OG0007971	XP_034172315.1	XP_003706672.1
OG0007972	XP_034182235.1	XP_003704015.1
OG0007973	XP_034181031.1	XP_012148197.1
OG0007974	XP_034194417.1	XP_003699838.1
OG0007975	XP_034180038.1	XP_003702992.1
OG0007976	XP_034190106.1	XP_003706951.1
OG0007977	XP_034186466.1	XP_003704935.1
OG0007978	XP_034192090.1	XP_003707128.1
OG0007979	XP_034182999.1	XP_003700773.1
OG0007980	XP_034186241.1	XP_003701090.1
OG0007981	XP_034183026.1	XP_003700335.1
OG0007982	XP_034185151.1	XP_003705096.1
OG0007983	XP_034179893.1	XP_003701351.1
OG0007984	XP_034184082.1	XP_003700760.1
OG0007985	XP_034172255.1	XP_003703807.1
OG0007986	XP_034177513.1	XP_003701886.1
OG0007987	XP_034193218.1	XP_003699373.1
OG0007988	XP_034176717.1	XP_012138667.1
OG0007989	XP_034174451.1	XP_012135011.1
OG0007990	XP_034186767.1	XP_003700532.1
OG0007991	XP_034174916.1	XP_003700310.1
OG0007992	XP_034189735.1	XP_003701037.1
OG0007993	XP_034187169.1	XP_012137003.1
OG0007994	XP_034188745.1	XP_003702349.1
OG0007995	XP_034182658.1	XP_003708147.1
OG0007996	XP_034188561.1	XP_012149835.1, XP_003707193.1
OG0007997	XP_034189965.1	XP_003706812.1
OG0007998	XP_034192880.1	XP_003699539.1
OG0007999	XP_034177700.1	XP_012139116.1
OG0008000	XP_034171565.1	XP_003702024.1
OG0008001	XP_034195523.1	XP_003703367.1
OG0008002	XP_034171162.1	XP_003704477.1
OG0008003	XP_034173802.1	XP_003699445.1
OG0008004	XP_034174262.1	XP_003703022.1
OG0008005	XP_034172948.1	XP_012151423.1
OG0008006	XP_034182943.1	XP_003700768.1
OG0008007	XP_034182041.1	XP_003706300.1
OG0008008	XP_034188828.1	XP_003701942.1
OG0008009	XP_034192920.1	XP_012154069.1
OG0008010	XP_034184759.1	XP_003707503.1
OG0008011	XP_034189313.1	XP_003700951.1
OG0008012	XP_034193434.1	XP_003700619.1
OG0008013	XP_034177574.1	XP_003707343.1
OG0008014	XP_034188814.1	XP_003706303.1
OG0008015	XP_034184555.1	XP_003707654.1
OG0008016	XP_034173492.1	XP_003706669.1
OG0008017	XP_034182967.1	XP_003704141.1
OG0008018	XP_034170885.1	XP_012149883.1
OG0008019	XP_034186021.1	XP_003699585.1
OG0008020	XP_034179938.1	XP_012153484.1
OG0008021	XP_034183560.1	XP_003705720.1
OG0008023	XP_034195826.1	XP_012140661.1
OG0008024	XP_034175547.1	XP_003699378.1
OG0008025	XP_034185769.1	XP_012146165.1
OG0008026	XP_034188526.1	XP_012147354.1
OG0008027	XP_034188196.1	XP_003705020.1
OG0008028	XP_034177874.1	XP_003706738.1
OG0008029	XP_034182048.1	XP_003706299.1
OG0008030	XP_034180433.1	XP_003701937.1
OG0008031	XP_034176625.1	XP_003707240.1
OG0008032	XP_034189506.1	XP_012148486.1
OG0008033	XP_034191169.1	XP_012154181.1
OG0008034	XP_034191880.1	XP_003702846.1
OG0008035	XP_034192846.1	XP_003703243.1
OG0008036	XP_034178892.1	XP_003704743.2, XP_012143918.1
OG0008037	XP_034178882.1	XP_012143916.1
OG0008038	XP_034195994.1	XP_003708036.1
OG0008039	XP_034177617.1	XP_003702668.2
OG0008040	XP_034176975.1	XP_003707268.1
OG0008041	XP_034184923.1	XP_012139289.1
OG0008042	XP_034187296.1	XP_003700272.1
OG0008043	XP_034196643.1	XP_012142392.1
OG0008044	XP_034196224.1	XP_012140854.1
OG0008045	XP_034188222.1	XP_003704043.1
OG0008046	XP_034176702.1	XP_012153686.1
OG0008047	XP_034172470.1	XP_003705041.1
OG0008048	XP_034185774.1	XP_003704592.2
OG0008049	XP_034181012.1	XP_003703591.1
OG0008050	XP_034191556.1	XP_003708087.1
OG0008051	XP_034196569.1	XP_003701509.1
OG0008052	XP_034192447.1	XP_012141115.1
OG0008053	XP_034187845.1	XP_012144101.1
OG0008054	XP_034181095.1	XP_003704813.1
OG0008055	XP_034180973.1	XP_003703458.1
OG0008056	XP_034188938.1	XP_003702620.1
OG0008057	XP_034188905.1	XP_003701547.1
OG0008058	XP_034192785.1	XP_012146224.1
OG0008059	XP_034183273.1	XP_003705318.1
OG0008060	XP_034193331.1	XP_003699287.2
OG0008061	XP_034193310.1	XP_003699366.1
OG0008062	XP_034186020.1	XP_012143882.1
OG0008063	XP_034171516.1	XP_003705439.1
OG0008064	XP_034184802.1	XP_003705068.1
OG0008066	XP_034185994.1	XP_003708474.1
OG0008067	XP_034174364.1	XP_003702209.1
OG0008068	XP_034174377.1	XP_003702210.1
OG0008069	XP_034182475.1	XP_003699861.2
OG0008070	XP_034182812.1	XP_003706080.2
OG0008071	XP_034193381.1	XP_003707781.2
OG0008072	XP_034193216.1	XP_003707739.1
OG0008073	XP_034191750.1	XP_003707121.1
OG0008074	XP_034194411.1	XP_003699840.1
OG0008075	XP_034186937.1	XP_012152799.1
OG0008076	XP_034185349.1	XP_003707518.1
OG0008077	XP_034181072.1	XP_003702205.1
OG0008078	XP_034190368.1	XP_003704639.1
OG0008079	XP_034173096.1	XP_003707891.1
OG0008080	XP_034187432.1	XP_003708398.1
OG0008081	XP_034187411.1	XP_003708396.1
OG0008082	XP_034172615.1	XP_003706367.1
OG0008083	XP_034186913.1	XP_012154365.1
OG0008085	XP_034172253.1	XP_003703873.1
OG0008086	XP_034187076.1	XP_003700691.1
OG0008087	XP_034190211.1, XP_034190212.1	XP_003702534.1
OG0008088	XP_034180953.1	XP_003703439.1
OG0008089	XP_034172797.1	XP_012151785.1
OG0008090	XP_034190539.1	XP_003701268.1
OG0008091	XP_034188660.1	XP_003703974.1
OG0008092	XP_034172874.1	XP_003703719.1
OG0008093	XP_034172869.1	XP_003703721.1
OG0008094	XP_034190229.1	XP_012135682.1
OG0008095	XP_034183133.1	XP_003700676.1
OG0008096	XP_034188382.1	XP_003699879.2
OG0008098	XP_034177552.1	XP_012139146.1
OG0008099	XP_034177545.1	XP_012139203.1
OG0008100	XP_034192030.1	XP_003702802.1
OG0008101	XP_034186856.1	XP_012145486.1
OG0008102	XP_034194512.1	XP_012146147.1
OG0008103	XP_034192216.1	XP_003699687.1
OG0008104	XP_034181066.1	XP_003703672.1
OG0008105	XP_034176558.1	XP_003700251.1
OG0008106	XP_034187135.1	XP_003704917.1
OG0008107	XP_034180000.1	XP_003701959.1
