Orthogroup	Osmia_lignaria	Apis_mellifera
OG0007672	XP_034173974.1	XP_392698.3
OG0007673	XP_034192241.1	XP_392703.4
OG0007674	XP_034194000.1	XP_392704.2
OG0007675	XP_034185561.1	XP_392719.1
OG0007676	XP_034180145.1	XP_392722.1
OG0007677	XP_034173324.1	XP_392749.1
OG0007678	XP_034173646.1	XP_392753.2
OG0007679	XP_034178366.1	XP_392754.3
OG0007680	XP_034170840.1	XP_392760.2
OG0007681	XP_034184876.1	XP_392763.3
OG0007682	XP_034193120.1	XP_392764.1
OG0007683	XP_034172845.1	XP_392774.4
OG0007684	XP_034180671.1	XP_392783.4
OG0007685	XP_034183917.1	XP_392800.3
OG0007686	XP_034195440.1	XP_392810.3
OG0007687	XP_034192072.1	XP_392812.2
OG0007688	XP_034182656.1	XP_392813.2
OG0007689	XP_034172565.1	XP_392816.2
OG0007690	XP_034184349.1	XP_392828.3
OG0007691	XP_034184530.1	XP_392837.4
OG0007692	XP_034177655.1	XP_392849.4
OG0007693	XP_034185157.1	XP_392857.2
OG0007694	XP_034188521.1	XP_392862.3
OG0007695	XP_034188525.1	XP_392863.3
OG0007696	XP_034188342.1	XP_392864.4
OG0007697	XP_034171623.1	XP_392873.4
OG0007698	XP_034182971.1	XP_392874.5
OG0007699	XP_034189751.1	XP_392877.1
OG0007700	XP_034184315.1	XP_392880.5
OG0007701	XP_034185280.1	XP_392882.2
OG0007702	XP_034190120.1	XP_392905.2
OG0007703	XP_034181271.1	XP_392912.1
OG0007704	XP_034188427.1	XP_392919.3
OG0007705	XP_034191844.1	XP_392920.1
OG0007706	XP_034181489.1	XP_392925.3
OG0007707	XP_034188782.1	XP_392932.3
OG0007708	XP_034186901.1	XP_392937.2
OG0007709	XP_034171088.1	XP_392943.3
OG0007710	XP_034175292.1	XP_392954.1
OG0007711	XP_034179879.1	XP_392962.1
OG0007712	XP_034188694.1	XP_392968.2
OG0007713	XP_034193823.1	XP_392993.2
OG0007714	XP_034182619.1	XP_392996.1
OG0007715	XP_034177150.1	XP_393007.1
OG0007716	XP_034195584.1	XP_393034.1
OG0007717	XP_034176499.1	XP_393037.2
OG0007718	XP_034185178.1	XP_393044.4
OG0007719	XP_034179809.1	XP_393076.1
OG0007720	XP_034192679.1	XP_393080.4
OG0007721	XP_034177787.1	XP_393085.2
OG0007722	XP_034191776.1	XP_393089.1
OG0007723	XP_034186333.1	XP_393105.4
OG0007724	XP_034187792.1	XP_393110.1
OG0007725	XP_034193746.1	XP_393113.3
OG0007726	XP_034191843.1	XP_393116.2
OG0007727	XP_034190260.1	XP_393135.2
OG0007728	XP_034188195.1	XP_393137.3
OG0007729	XP_034188614.1	XP_393141.2
OG0007730	XP_034186302.1	XP_393146.1
OG0007731	XP_034182671.1	XP_393161.3
OG0007732	XP_034193740.1	XP_393162.3
OG0007733	XP_034193980.1	XP_393165.3
OG0007734	XP_034183474.1	XP_393191.2
OG0007735	XP_034172429.1	XP_393202.4
OG0007736	XP_034193751.1	XP_393211.4
OG0007737	XP_034177621.1	XP_393223.1
OG0007738	XP_034176973.1	XP_393224.2
OG0007739	XP_034178141.1	XP_393234.2
OG0007740	XP_034172325.1	XP_393236.2
OG0007741	XP_034181003.1	XP_393262.1
OG0007742	XP_034180998.1	XP_393264.2
OG0007743	XP_034174531.1	XP_393266.1
OG0007744	XP_034182617.1	XP_393287.2
OG0007745	XP_034192889.1	XP_393291.2
OG0007746	XP_034181225.1	XP_393294.2
OG0007747	XP_034193549.1	XP_393300.2
OG0007748	XP_034177302.1	XP_393310.1
OG0007749	XP_034177932.1	XP_393315.2
OG0007750	XP_034191594.1	XP_393324.2
OG0007751	XP_034172870.1	XP_393342.3
OG0007752	XP_034182199.1	XP_393347.3
OG0007753	XP_034182262.1	XP_393349.3
OG0007754	XP_034187679.1	XP_393374.3
OG0007755	XP_034172848.1	XP_393377.4
OG0007756	XP_034188620.1	XP_393397.5
OG0007757	XP_034193491.1	XP_393409.2
OG0007758	XP_034186269.1	XP_393411.1
OG0007759	XP_034187727.1	XP_393416.2
OG0007760	XP_034184592.1	XP_393417.3
OG0007761	XP_034190605.1	XP_393426.1
OG0007762	XP_034196404.1	XP_393438.2
OG0007763	XP_034175523.1	XP_393466.2
OG0007764	XP_034180171.1	XP_393474.5
OG0007765	XP_034190275.1	XP_393479.3
OG0007766	XP_034190288.1	XP_393483.2
OG0007767	XP_034195326.1	XP_393493.3
OG0007768	XP_034173493.1	XP_393509.2
OG0007769	XP_034189609.1	XP_393510.1
OG0007770	XP_034187535.1	XP_393523.5
OG0007771	XP_034178044.1	XP_393524.3
OG0007772	XP_034183176.1	XP_393545.2
OG0007773	XP_034184566.1	XP_393549.3
OG0007774	XP_034182053.1	XP_393560.4
OG0007775	XP_034184963.1	XP_393593.4
OG0007776	XP_034172969.1	XP_393599.2
OG0007777	XP_034195264.1	XP_393603.1
OG0007778	XP_034195251.1	XP_393604.4
OG0007779	XP_034189902.1	XP_393605.1
OG0007780	XP_034189276.1	XP_393615.3
OG0007781	XP_034189379.1	XP_393616.4
OG0007782	XP_034183818.1	XP_393642.5
OG0007783	XP_034189846.1	XP_393671.2
OG0007784	XP_034189763.1	XP_393701.1
OG0007785	XP_034189746.1	XP_393702.4
OG0007786	XP_034183467.1	XP_393709.3
OG0007787	XP_034183390.1	XP_393711.3
OG0007788	XP_034183568.1	XP_393713.3
OG0007789	XP_034176124.1	XP_393743.4
OG0007790	XP_034175482.1	XP_393750.5
OG0007791	XP_034175676.1	XP_393764.2
OG0007792	XP_034195442.1	XP_393777.2
OG0007793	XP_034191030.1	XP_393779.1
OG0007794	XP_034175580.1	XP_393789.2
OG0007795	XP_034176042.1	XP_393796.4
OG0007796	XP_034176564.1	XP_393806.2
OG0007797	XP_034175924.1	XP_393809.4
OG0007798	XP_034176531.1	XP_393815.4
OG0007799	XP_034176538.1	XP_393819.4
OG0007800	XP_034176537.1	XP_393820.4
OG0007801	XP_034175205.1	XP_393827.2
OG0007802	XP_034176079.1	XP_393828.2
OG0007803	XP_034176095.1	XP_393829.3
OG0007804	XP_034179071.1	XP_393834.2
OG0007805	XP_034190706.1	XP_393860.4
OG0007806	XP_034190832.1	XP_393863.3
OG0007807	XP_034186396.1	XP_393865.2
OG0007808	XP_034186734.1	XP_393867.2
OG0007809	XP_034178002.1	XP_393883.3
OG0007810	XP_034178596.1	XP_393885.1
OG0007811	XP_034178107.1	XP_393890.1
OG0007812	XP_034178239.1	XP_393902.1
OG0007813	XP_034178131.1	XP_393914.1
OG0007814	XP_034178189.1	XP_393944.1
OG0007815	XP_034180682.1	XP_393961.3
OG0007816	XP_034180755.1	XP_393962.3
OG0007817	XP_034191693.1	XP_393964.2
OG0007818	XP_034192087.1	XP_393973.2
OG0007819	XP_034194050.1	XP_393985.4
OG0007820	XP_034180357.1	XP_393989.4
OG0007821	XP_034180388.1	XP_393995.1
OG0007822	XP_034192009.1	XP_394000.4
OG0007823	XP_034192112.1	XP_394006.4
OG0007824	XP_034180579.1	XP_394021.2
OG0007825	XP_034191650.1	XP_394025.4
OG0007826	XP_034180249.1	XP_394029.5
OG0007827	XP_034180078.1	XP_394033.1
OG0007828	XP_034180147.1	XP_394035.3
OG0007829	XP_034180789.1	XP_394046.1
OG0007830	XP_034193618.1	XP_394075.2
OG0007831	XP_034179534.1	XP_394088.3
OG0007832	XP_034179475.1	XP_394099.4
OG0007833	XP_034172675.1	XP_394150.4
OG0007834	XP_034173091.1	XP_394163.3
OG0007835	XP_034172211.1	XP_394167.4
OG0007836	XP_034186284.1	XP_394217.1
OG0007837	XP_034183837.1	XP_394225.4
OG0007838	XP_034183607.1	XP_394227.2
OG0007839	XP_034189848.1	XP_394245.2
OG0007840	XP_034195749.1	XP_394252.2
OG0007841	XP_034171986.1	XP_394330.4
OG0007842	XP_034171984.1	XP_394331.2
OG0007843	XP_034171757.1	XP_394348.5
OG0007844	XP_034170977.1	XP_394353.3
OG0007845	XP_034196615.1	XP_394354.4
OG0007846	XP_034171023.1	XP_394360.2
OG0007847	XP_034171022.1	XP_394361.2
OG0007848	XP_034171458.1	XP_394372.2
OG0007849	XP_034182542.1	XP_394425.2
OG0007850	XP_034182590.1	XP_394434.2
OG0007851	XP_034182216.1	XP_394435.3
OG0007852	XP_034194242.1	XP_394446.4
OG0007853	XP_034187600.1	XP_394455.4
OG0007854	XP_034187697.1	XP_394464.1
OG0007855	XP_034187528.1	XP_394467.1
OG0007856	XP_034187502.1	XP_394473.2
OG0007857	XP_034174585.1	XP_394503.6
OG0007858	XP_034174087.1	XP_394516.2
OG0007859	XP_034174093.1	XP_394517.4
OG0007860	XP_034174197.1	XP_394527.2
OG0007861	XP_034177359.1	XP_394543.3
OG0007862	XP_034177163.1	XP_394546.3
OG0007863	XP_034177452.1	XP_394550.2
OG0007864	XP_034177504.1	XP_394555.2
OG0007865	XP_034176816.1	XP_394559.1
OG0007866	XP_034192633.1	XP_394578.4
OG0007867	XP_034177315.1	XP_394599.3
OG0007868	XP_034196302.1	XP_394662.6
OG0007869	XP_034191237.1	XP_394663.3
OG0007870	XP_034176510.1	XP_394667.3
OG0007871	XP_034195985.1	XP_394669.2
OG0007872	XP_034174206.1	XP_394680.3
OG0007873	XP_034196602.1	XP_394689.3
OG0007874	XP_034196274.1	XP_394692.3
OG0007875	XP_034181456.1	XP_394700.4
OG0007876	XP_034181592.1	XP_394701.3
OG0007877	XP_034181288.1	XP_394705.3
OG0007878	XP_034181116.1	XP_394713.3
OG0007879	XP_034184817.1	XP_394714.3
OG0007880	XP_034181090.1	XP_394733.2
OG0007881	XP_034181055.1	XP_394739.4
OG0007882	XP_034184870.1	XP_394752.3
OG0007883	XP_034185490.1	XP_394753.2
OG0007884	XP_034184509.1	XP_394767.3
OG0007885	XP_034184515.1	XP_394769.2
OG0007886	XP_034184247.1	XP_394770.5
OG0007887	XP_034183980.1	XP_394772.3
OG0007888	XP_034185591.1	XP_394781.4
OG0007889	XP_034173877.1	XP_394795.1
OG0007890	XP_034173991.1	XP_394812.3
OG0007891	XP_034174137.1, XP_034174148.1	XP_394814.1
OG0007892	XP_034196525.1	XP_394822.5
OG0007893	XP_034185020.1	XP_394827.4
OG0007894	XP_034175576.1	XP_394838.3
OG0007895	XP_034189717.1	XP_394846.2
OG0007896	XP_034189439.1	XP_394854.2
OG0007898	XP_034192714.1	XP_394861.4
OG0007899	XP_034174032.1	XP_394921.3
OG0007900	XP_034174046.1	XP_394922.3
OG0007901	XP_034190900.1	XP_394944.4
OG0007902	XP_034184407.1	XP_394952.4
OG0007903	XP_034172635.1	XP_394964.5
OG0007904	XP_034180030.1	XP_394968.3
OG0007905	XP_034184396.1	XP_394976.4
OG0007906	XP_034174283.1	XP_394987.4
OG0007907	XP_034192033.1	XP_394993.2
OG0007908	XP_034173884.1	XP_395004.3
OG0007909	XP_034191233.1	XP_395009.2
OG0007910	XP_034196617.1	XP_395013.3
OG0007911	XP_034190954.1	XP_395016.2
OG0007912	XP_034193349.1	XP_395025.2
OG0007913	XP_034178025.1	XP_395055.3
OG0007914	XP_034186944.1	XP_395092.2
OG0007915	XP_034191035.1	XP_395096.4
OG0007916	XP_034183662.1	XP_395122.1
OG0007917	XP_034179990.1	XP_395130.4
OG0007918	XP_034187993.1	XP_395151.3
OG0007919	XP_034187971.1	XP_395153.3
OG0007920	XP_034179818.1	XP_395162.2
OG0007921	XP_034173088.1	XP_395163.2
OG0007922	XP_034172148.1	XP_395172.2
OG0007923	XP_034172111.1	XP_395173.2
OG0007924	XP_034189664.1	XP_395179.2
OG0007925	XP_034188698.1	XP_395197.2
OG0007926	XP_034190984.1	XP_395207.4
OG0007927	XP_034193798.1	XP_395210.2
OG0007928	XP_034185250.1	XP_395217.4
OG0007930	XP_034176186.1	XP_395236.2
OG0007931	XP_034180159.1	XP_395245.2
OG0007932	XP_034179889.1	XP_395256.3
OG0007933	XP_034189900.1	XP_395260.2
OG0007934	XP_034179351.1	XP_395264.3
OG0007935	XP_034179051.1	XP_395280.4
OG0007936	XP_034182886.1	XP_395282.2
OG0007937	XP_034180803.1	XP_395299.2
OG0007938	XP_034183936.1	XP_395304.3
OG0007939	XP_034184882.1	XP_395323.2
OG0007940	XP_034194474.1	XP_395325.3
OG0007941	XP_034193379.1	XP_395329.2
OG0007942	XP_034196637.1	XP_395332.2
OG0007943	XP_034192702.1	XP_395357.3
OG0007944	XP_034188492.1	XP_395360.3
OG0007945	XP_034188215.1	XP_395364.3
OG0007946	XP_034182401.1	XP_395373.3
OG0007947	XP_034193396.1	XP_395387.5
OG0007948	XP_034184409.1	XP_395391.3
OG0007949	XP_034173197.1	XP_395396.2
OG0007950	XP_034188813.1	XP_395412.2
OG0007951	XP_034174951.1	XP_395464.3
OG0007952	XP_034181476.1	XP_395493.4
OG0007953	XP_034184764.1	XP_395507.4
OG0007954	XP_034187831.1	XP_395533.2
OG0007955	XP_034173708.1	XP_395538.2
OG0007956	XP_034171568.1	XP_395542.2
OG0007957	XP_034190551.1	XP_395545.1
OG0007958	XP_034185177.1	XP_395548.2
OG0007959	XP_034182981.1	XP_395563.4
OG0007960	XP_034175958.1	XP_395584.4
OG0007961	XP_034185256.1	XP_395614.3
OG0007962	XP_034188601.1	XP_395623.2
OG0007963	XP_034175069.1	XP_395627.4
OG0007964	XP_034171314.1	XP_395638.3
OG0007965	XP_034183253.1	XP_395643.2
OG0007966	XP_034189075.1	XP_395652.1
OG0007967	XP_034189074.1	XP_395653.2
OG0007968	XP_034173002.1	XP_395654.5
OG0007969	XP_034182073.1	XP_395686.2
OG0007970	XP_034188084.1	XP_395721.5
OG0007971	XP_034172315.1	XP_395724.2
OG0007972	XP_034182235.1	XP_395729.3
OG0007973	XP_034181031.1	XP_395743.3
OG0007974	XP_034194417.1	XP_395755.2
OG0007975	XP_034180038.1	XP_395757.3
OG0007976	XP_034190106.1	XP_395767.4
OG0007977	XP_034186466.1	XP_395770.1
OG0007978	XP_034192090.1	XP_395774.2
OG0007979	XP_034182999.1	XP_395787.4
OG0007980	XP_034186241.1	XP_395789.1
OG0007981	XP_034183026.1	XP_395810.4
OG0007982	XP_034185151.1	XP_395811.2
OG0007983	XP_034179893.1	XP_395812.4
OG0007984	XP_034184082.1	XP_395827.2
OG0007985	XP_034172255.1	XP_395864.3
OG0007986	XP_034177513.1	XP_395865.5
OG0007987	XP_034193218.1	XP_395866.2
OG0007988	XP_034176717.1	XP_395879.4
OG0007989	XP_034174451.1	XP_395913.3
OG0007990	XP_034186767.1	XP_395927.4
OG0007991	XP_034174916.1	XP_395930.3
OG0007992	XP_034189735.1	XP_395937.6
OG0007993	XP_034187169.1	XP_395945.2
OG0007994	XP_034188745.1	XP_395961.4
OG0007995	XP_034182658.1	XP_395962.2
OG0007996	XP_034188561.1	XP_395972.4
OG0007997	XP_034189965.1	XP_395981.2
OG0007998	XP_034192880.1	XP_395986.4
OG0007999	XP_034177700.1	XP_396004.2
OG0008000	XP_034171565.1	XP_396015.2
OG0008001	XP_034195523.1	XP_396028.5
OG0008002	XP_034171162.1	XP_396039.6
OG0008003	XP_034173802.1	XP_396044.4
OG0008004	XP_034174262.1	XP_396051.1
OG0008005	XP_034172948.1	XP_396056.5
OG0008006	XP_034182943.1	XP_396090.2
OG0008007	XP_034182041.1	XP_396131.3
OG0008008	XP_034188828.1	XP_396134.2
OG0008009	XP_034192920.1	XP_396142.4
OG0008010	XP_034184759.1	XP_396143.4
OG0008011	XP_034189313.1	XP_396155.4
OG0008012	XP_034193434.1	XP_396159.2
OG0008013	XP_034177574.1	XP_396160.4
OG0008014	XP_034188814.1	XP_396164.7
OG0008015	XP_034184555.1	XP_396167.1
OG0008016	XP_034173492.1	XP_396187.2
OG0008017	XP_034182967.1	XP_396194.3
OG0008018	XP_034170885.1	XP_396212.2
OG0008019	XP_034186021.1	XP_396217.2
OG0008020	XP_034179938.1	XP_396227.5
OG0008021	XP_034183560.1	XP_396235.5
OG0008023	XP_034195826.1	XP_396275.3
OG0008024	XP_034175547.1	XP_396284.2
OG0008025	XP_034185769.1	XP_396292.3
OG0008026	XP_034188526.1	XP_396295.4
OG0008027	XP_034188196.1	XP_396298.2
OG0008028	XP_034177874.1	XP_396310.3
OG0008029	XP_034182048.1	XP_396321.3
OG0008030	XP_034180433.1	XP_396379.4
OG0008031	XP_034176625.1	XP_396382.3
OG0008032	XP_034189506.1	XP_396388.5
OG0008033	XP_034191169.1	XP_396394.3
OG0008034	XP_034191880.1	XP_396426.5
OG0008035	XP_034192846.1	XP_396436.3
OG0008036	XP_034178892.1	XP_396447.3
OG0008037	XP_034178882.1	XP_396448.1
OG0008038	XP_034195994.1	XP_396456.4
OG0008039	XP_034177617.1	XP_396462.2
OG0008040	XP_034176975.1	XP_396465.2
OG0008041	XP_034184923.1	XP_396502.5
OG0008042	XP_034187296.1	XP_396506.4
OG0008043	XP_034196643.1	XP_396511.3
OG0008044	XP_034196224.1	XP_396527.6
OG0008045	XP_034188222.1	XP_396540.4
OG0008046	XP_034176702.1	XP_396542.5
OG0008047	XP_034172470.1	XP_396550.2
OG0008048	XP_034185774.1	XP_396552.3
OG0008049	XP_034181012.1	XP_396554.4
OG0008050	XP_034191556.1	XP_396561.1
OG0008051	XP_034196569.1	XP_396581.5
OG0008052	XP_034192447.1	XP_396603.5
OG0008053	XP_034187845.1	XP_396634.2
OG0008054	XP_034181095.1	XP_396635.2
OG0008055	XP_034180973.1	XP_396642.2
OG0008056	XP_034188938.1	XP_396645.4
OG0008057	XP_034188905.1	XP_396658.3
OG0008058	XP_034192785.1	XP_396685.2
OG0008059	XP_034183273.1	XP_396696.4
OG0008060	XP_034193331.1	XP_396705.4
OG0008061	XP_034193310.1	XP_396706.4
OG0008062	XP_034186020.1	XP_396715.5
OG0008063	XP_034171516.1	XP_396723.3
OG0008064	XP_034184802.1	XP_396738.2
OG0008066	XP_034185994.1	XP_396802.3
OG0008067	XP_034174364.1	XP_396806.3
OG0008068	XP_034174377.1	XP_396807.4
OG0008069	XP_034182475.1	XP_396835.3
OG0008070	XP_034182812.1	XP_396848.4
OG0008071	XP_034193381.1	XP_396871.5
OG0008072	XP_034193216.1	XP_396873.2
OG0008073	XP_034191750.1	XP_396879.3
OG0008074	XP_034194411.1	XP_396892.2
OG0008075	XP_034186937.1	XP_396894.4
OG0008076	XP_034185349.1	XP_396906.3
OG0008077	XP_034181072.1	XP_396937.4
OG0008078	XP_034190368.1	XP_396939.2
OG0008079	XP_034173096.1	XP_396943.1
OG0008080	XP_034187432.1	XP_396963.2
OG0008081	XP_034187411.1	XP_396966.2
OG0008082	XP_034172615.1	XP_396967.4
OG0008083	XP_034186913.1	XP_396976.2
OG0008085	XP_034172253.1	XP_397017.3
OG0008086	XP_034187076.1	XP_397030.3
OG0008087	XP_034190211.1, XP_034190212.1	XP_397054.2
OG0008088	XP_034180953.1	XP_397061.1
OG0008089	XP_034172797.1	XP_397092.3
OG0008090	XP_034190539.1	XP_397094.2
OG0008091	XP_034188660.1	XP_397097.2
OG0008092	XP_034172874.1	XP_397113.1
OG0008093	XP_034172869.1	XP_397116.4
OG0008094	XP_034190229.1	XP_397120.4
OG0008095	XP_034183133.1	XP_397171.3
OG0008096	XP_034188382.1	XP_397177.5
OG0008097	XP_034193485.1	XP_397185.2
OG0008098	XP_034177552.1	XP_397201.2
OG0008099	XP_034177545.1	XP_397202.1
OG0008100	XP_034192030.1	XP_397233.2
OG0008101	XP_034186856.1	XP_397241.4
OG0008102	XP_034194512.1	XP_397251.4
OG0008103	XP_034192216.1	XP_397266.3
OG0008104	XP_034181066.1	XP_397270.3
OG0008105	XP_034176558.1	XP_397273.4
OG0008106	XP_034187135.1	XP_397281.4
OG0008107	XP_034180000.1	XP_397293.3
OG0008108	XP_034188736.1	XP_397308.1
OG0008110	XP_034181291.1	XP_397354.3
OG0008111	XP_034171506.1	XP_397367.1
OG0008112	XP_034196659.1	XP_397372.4
OG0008113	XP_034175687.1	XP_397380.1
OG0008114	XP_034189114.1	XP_397392.5
OG0008115	XP_034185493.1	XP_397412.2
OG0008116	XP_034180758.1	XP_397413.3
OG0008117	XP_034176962.1	XP_397439.4
OG0008118	XP_034189814.1	XP_397463.2
OG0008119	XP_034177174.1	XP_397545.2
OG0008120	XP_034181404.1, XP_034181413.1	XP_397552.4
OG0008121	XP_034193005.1	XP_397589.3
OG0008122	XP_034189184.1	XP_623060.3
OG0008123	XP_034196538.1	XP_623061.2
OG0008124	XP_034196660.1	XP_623063.1
OG0008125	XP_034195752.1	XP_623075.1
OG0008126	XP_034181682.1	XP_623084.1
OG0008127	XP_034183575.1	XP_623120.1
OG0008128	XP_034180335.1	XP_623128.1
OG0008129	XP_034196540.1	XP_623132.1
OG0008130	XP_034177575.1	XP_623146.2
OG0008131	XP_034179829.1	XP_623160.1
OG0008132	XP_034172770.1	XP_623181.2
OG0008133	XP_034171729.1	XP_623197.2
OG0008134	XP_034196692.1	XP_623198.1
OG0008135	XP_034174856.1	XP_623206.1
OG0008136	XP_034185546.1	XP_623213.1
OG0008137	XP_034179088.1	XP_623247.1
OG0008138	XP_034194971.1	XP_623274.2
OG0008139	XP_034181359.1	XP_623278.2
OG0008140	XP_034195572.1	XP_623283.1
OG0008141	XP_034187571.1	XP_623287.2
OG0008142	XP_034190193.1	XP_623289.1
OG0008143	XP_034181658.1	XP_623300.2
OG0008144	XP_034184080.1	XP_623341.1
OG0008145	XP_034192700.1	XP_623363.1
OG0008146	XP_034194580.1	XP_623365.1
OG0008147	XP_034187393.1	XP_623372.1
OG0008148	XP_034194394.1	XP_623376.5
OG0008149	XP_034188719.1	XP_623390.4
OG0008150	XP_034170962.1	XP_623407.3
OG0008151	XP_034172656.1	XP_623429.3
OG0008152	XP_034183179.1	XP_623433.1
OG0008153	XP_034186719.1	XP_623438.1
OG0008154	XP_034182269.1	XP_623456.1
OG0008155	XP_034182310.1	XP_623484.1
OG0008156	XP_034173887.1	XP_623486.1
OG0008157	XP_034180112.1	XP_623503.1
OG0008158	XP_034191397.1	XP_623505.2
OG0008159	XP_034178942.1	XP_623518.1
OG0008160	XP_034176867.1	XP_623527.1
OG0008161	XP_034190492.1	XP_623530.1
OG0008162	XP_034181749.1	XP_623539.1
OG0008163	XP_034192318.1	XP_623546.1
OG0008164	XP_034173411.1	XP_623554.3
OG0008165	XP_034195408.1	XP_623573.2
OG0008166	XP_034194907.1	XP_623585.4
OG0008167	XP_034187183.1	XP_623596.2
OG0008168	XP_034173432.1	XP_623605.2
OG0008169	XP_034181894.1	XP_623623.2
OG0008170	XP_034188101.1	XP_623624.3
OG0008171	XP_034188815.1	XP_623670.3
OG0008172	XP_034193139.1	XP_623673.3
OG0008173	XP_034172936.1	XP_623678.2
OG0008174	XP_034170904.1	XP_623690.5
OG0008175	XP_034180484.1	XP_623705.3
OG0008176	XP_034191243.1	XP_623715.2
OG0008177	XP_034180196.1	XP_623727.2
OG0008178	XP_034188650.1	XP_623732.1
OG0008179	XP_034181486.1	XP_623749.3
OG0008180	XP_034171754.1	XP_623764.2
OG0008181	XP_034191879.1	XP_623765.3
OG0008182	XP_034183885.1	XP_623770.2
OG0008183	XP_034185584.1	XP_623774.2
OG0008184	XP_034172346.1	XP_623779.1
OG0008185	XP_034181191.1	XP_623781.3
OG0008186	XP_034177505.1	XP_623794.1
OG0008187	XP_034194927.1	XP_623795.2
OG0008188	XP_034174003.1	XP_623800.3
OG0008189	XP_034181036.1	XP_623807.3
OG0008190	XP_034172356.1	XP_623813.1
OG0008191	XP_034189296.1	XP_623820.2
OG0008192	XP_034186611.1	XP_623821.1
OG0008193	XP_034195741.1	XP_623827.3
OG0008194	XP_034191909.1	XP_623829.4
OG0008195	XP_034191376.1	XP_623832.1
OG0008196	XP_034180055.1	XP_623840.1
OG0008197	XP_034194523.1	XP_623853.1
OG0008198	XP_034172349.1	XP_623870.2
OG0008199	XP_034170850.1	XP_623875.1
OG0008200	XP_034177020.1	XP_623878.1
OG0008201	XP_034193457.1	XP_623891.2
OG0008202	XP_034181106.1	XP_623893.3
OG0008203	XP_034175430.1	XP_623897.1
OG0008204	XP_034190917.1	XP_623902.1
OG0008205	XP_034185874.1	XP_623914.1
OG0008206	XP_034193566.1	XP_623915.2
OG0008207	XP_034177776.1	XP_623918.4
OG0008208	XP_034183920.1	XP_623921.1
OG0008209	XP_034185545.1	XP_623950.2
OG0008210	XP_034189085.1	XP_623958.2
OG0008211	XP_034172593.1	XP_623975.1
OG0008212	XP_034189692.1	XP_623981.1
OG0008213	XP_034186310.1	XP_623982.2
OG0008214	XP_034172645.1	XP_624000.1
OG0008215	XP_034182748.1	XP_624001.1
OG0008216	XP_034175720.1	XP_624006.3
OG0008217	XP_034188078.1	XP_624007.4
OG0008218	XP_034191561.1	XP_624008.2
OG0008219	XP_034187242.1	XP_624023.2
OG0008220	XP_034192521.1	XP_624038.2
OG0008221	XP_034188462.1	XP_624047.2
OG0008222	XP_034172578.1	XP_624057.3
OG0008223	XP_034181546.1	XP_624060.4
OG0008224	XP_034173831.1	XP_624070.1
OG0008225	XP_034189963.1	XP_624074.1
OG0008226	XP_034177519.1	XP_624088.2
OG0008227	XP_034196683.1	XP_624093.3
OG0008228	XP_034195114.1	XP_624109.1
OG0008229	XP_034193995.1	XP_624112.1
OG0008230	XP_034196688.1	XP_624118.1
OG0008231	XP_034193165.1	XP_624125.1
OG0008232	XP_034174755.1	XP_624136.4
OG0008233	XP_034190393.1	XP_624144.2
OG0008234	XP_034183863.1	XP_624147.2
OG0008235	XP_034183487.1	XP_624153.3
OG0008236	XP_034186721.1	XP_624161.1
OG0008237	XP_034174863.1	XP_624164.1
OG0008238	XP_034185526.1	XP_624166.2
OG0008239	XP_034184081.1	XP_624199.2
OG0008240	XP_034175286.1	XP_624206.2
OG0008241	XP_034179430.1	XP_624213.3
OG0008242	XP_034189498.1	XP_624226.2
OG0008243	XP_034183853.1	XP_624228.1
OG0008244	XP_034173483.1	XP_624231.2
OG0008245	XP_034172276.1	XP_624282.1
OG0008246	XP_034172079.1	XP_624295.4
OG0008247	XP_034193451.1	XP_624301.1
OG0008248	XP_034177601.1	XP_624317.2
OG0008249	XP_034180407.1	XP_624319.1
OG0008250	XP_034173022.1	XP_624325.2
OG0008251	XP_034180168.1	XP_624330.3
OG0008252	XP_034188295.1	XP_624333.2
OG0008253	XP_034185416.1	XP_624335.1
OG0008254	XP_034179911.1	XP_624343.2
OG0008255	XP_034187483.1	XP_624346.1
OG0008256	XP_034194384.1	XP_624351.3
OG0008257	XP_034178842.1	XP_624354.1
OG0008258	XP_034184406.1	XP_624358.1
OG0008259	XP_034172046.1	XP_624378.1
OG0008260	XP_034170868.1	XP_624382.3
OG0008261	XP_034185847.1	XP_624384.4
OG0008262	XP_034171286.1	XP_624395.3
OG0008263	XP_034178314.1	XP_624399.2
OG0008264	XP_034182668.1	XP_624406.2
OG0008265	XP_034190565.1	XP_624408.3
OG0008266	XP_034181215.1, XP_034181206.1	XP_624432.1
OG0008267	XP_034185249.1	XP_624437.4
OG0008268	XP_034192234.1	XP_624438.1
OG0008269	XP_034189386.1	XP_624464.3
OG0008270	XP_034192235.1	XP_624466.1
OG0008271	XP_034172370.1	XP_624472.3
OG0008272	XP_034172122.1	XP_624475.1
OG0008273	XP_034188082.1	XP_624477.3
OG0008274	XP_034175355.1	XP_624480.4
OG0008275	XP_034176179.1	XP_624508.1
OG0008276	XP_034172950.1	XP_624511.1
OG0008277	XP_034184998.1	XP_624513.2
OG0008278	XP_034196019.1	XP_624522.1
OG0008279	XP_034182180.1	XP_624529.2
OG0008280	XP_034182070.1	XP_624530.3
OG0008281	XP_034185375.1	XP_624534.3
OG0008282	XP_034192872.1	XP_624543.3
OG0008283	XP_034183032.1	XP_624552.1
