Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0007571	XP_034176335.1	XP_017877607.1
OG0007572	XP_034171465.1	XP_017893573.1
OG0007573	XP_034171968.1	XP_017876772.1
OG0007574	XP_034188884.1	XP_017879316.1
OG0007575	XP_034171074.1	XP_017879166.1
OG0007576	XP_034175605.1	XP_017884300.1
OG0007577	XP_034182995.1	XP_017888953.1
OG0007578	XP_034186730.1	XP_017882583.1
OG0007579	XP_034185897.1	XP_017883921.1
OG0007580	XP_034183768.1	XP_017876465.1
OG0007581	XP_034176010.1	XP_017887451.1
OG0007582	XP_034176236.1	XP_017880005.1
OG0007583	XP_034175664.1	XP_026669249.1
OG0007584	XP_034174989.1	XP_017887519.1
OG0007585	XP_034175809.1	XP_026668860.1
OG0007586	XP_034179066.1	XP_026670793.1
OG0007587	XP_034183301.1	XP_017875339.1
OG0007588	XP_034178403.1	XP_017892137.1
OG0007589	XP_034178106.1	XP_017892134.1
OG0007590	XP_034178250.1	XP_026666746.1
OG0007591	XP_034178648.1	XP_017875257.1
OG0007592	XP_034178046.1	XP_017890289.1
OG0007593	XP_034178637.1	XP_017890290.1
OG0007594	XP_034178828.1	XP_017892107.1
OG0007595	XP_034178703.1	XP_017888566.1
OG0007596	XP_034178515.1	XP_026671080.1
OG0007597	XP_034191807.1	XP_017884858.1
OG0007598	XP_034191835.1	XP_017884448.1
OG0007599	XP_034180204.1	XP_026670264.1
OG0007600	XP_034180641.1	XP_017892152.1
OG0007601	XP_034180603.1	XP_017875514.1
OG0007602	XP_034191840.1	XP_017884935.1
OG0007603	XP_034180863.1	XP_017884458.1
OG0007604	XP_034179223.1	XP_017889845.1
OG0007605	XP_034179524.1	XP_017889928.2
OG0007606	XP_034179592.1	XP_017886458.1
OG0007607	XP_034179321.1	XP_017891516.1
OG0007608	XP_034178849.1	XP_017891604.1
OG0007609	XP_034178850.1	XP_017891489.1
OG0007610	XP_034190773.1	XP_017886578.1
OG0007611	XP_034182839.1	XP_017883710.1
OG0007612	XP_034190785.1	XP_017882780.1
OG0007613	XP_034172475.1	XP_017877117.1
OG0007614	XP_034173460.1	XP_017889063.1
OG0007615	XP_034172742.1	XP_017888263.1
OG0007616	XP_034179228.1	XP_017885897.1
OG0007617	XP_034178989.1	XP_017885891.1
OG0007618	XP_034186280.1	XP_017885641.1
OG0007619	XP_034183498.1	XP_017887870.1
OG0007620	XP_034195756.1	XP_026671538.1
OG0007621	XP_034172299.1	XP_017878072.1
OG0007622	XP_034189162.1	XP_017883961.1
OG0007623	XP_034171355.1	XP_017884001.1
OG0007624	XP_034196678.1	XP_017884362.1
OG0007625	XP_034170822.1	XP_017891458.1
OG0007626	XP_034182515.1	XP_017878731.1
OG0007627	XP_034188662.1	XP_017886070.1
OG0007628	XP_034182559.1	XP_017892126.2
OG0007629	XP_034181965.1	XP_017882485.1
OG0007630	XP_034182284.1	XP_017882471.1
OG0007631	XP_034194239.1	XP_017880892.1
OG0007633	XP_034173962.1	XP_017886587.1
OG0007634	XP_034174082.1	XP_017881725.1
OG0007635	XP_034176905.1	XP_017879818.1
OG0007636	XP_034176928.1	XP_017882374.1
OG0007637	XP_034192832.1	XP_017890124.1
OG0007638	XP_034192622.1	XP_017883576.1
OG0007639	XP_034195612.1	XP_017885928.1
OG0007640	XP_034196265.1	XP_026674729.1
OG0007641	XP_034176366.1	XP_017885848.1
OG0007642	XP_034174211.1	XP_017878844.1
OG0007643	XP_034196568.1	XP_017887941.1
OG0007644	XP_034184664.1	XP_017878301.1
OG0007645	XP_034181711.1	XP_017885582.1
OG0007646	XP_034181286.1	XP_017885504.1
OG0007647	XP_034171954.1	XP_017893216.1
OG0007648	XP_034184512.1	XP_017882947.1
OG0007649	XP_034183945.1	XP_017889300.1
OG0007650	XP_034183982.1	XP_017875237.2
OG0007651	XP_034173429.1	XP_017881336.1
OG0007652	XP_034184797.1	XP_017875993.1
OG0007653	XP_034187240.1	XP_017882608.1
OG0007654	XP_034178380.1	XP_017881221.1
OG0007655	XP_034193144.1	XP_017889384.1
OG0007656	XP_034185145.1	XP_026669988.1
OG0007657	XP_034185574.1	XP_017889427.1
OG0007658	XP_034193466.1	XP_017887553.1
OG0007659	XP_034192451.1	XP_017880224.1
OG0007660	XP_034180692.1	XP_017884557.1
OG0007661	XP_034182670.1	XP_017892438.1
OG0007662	XP_034179759.1	XP_017887894.1
OG0007663	XP_034189696.1	XP_017892014.1
OG0007664	XP_034185247.1	XP_017881304.1
OG0007665	XP_034173607.1	XP_026668370.1
OG0007666	XP_034173872.1	XP_017878399.1
OG0007667	XP_034174278.1	XP_017877971.1
OG0007668	XP_034187187.1	XP_017886820.1
OG0007669	XP_034176122.1	XP_017887496.1
OG0007670	XP_034185354.1	XP_017880043.1
OG0007671	XP_034172826.1	XP_017885230.1
OG0007672	XP_034173974.1	XP_017882530.2
OG0007673	XP_034192241.1	XP_017879026.1
OG0007674	XP_034194000.1	XP_017886448.1
OG0007675	XP_034185561.1	XP_017877127.1
OG0007676	XP_034180145.1	XP_017875006.1
OG0007677	XP_034173324.1	XP_017881619.1
OG0007678	XP_034173646.1	XP_017882963.1
OG0007679	XP_034178366.1	XP_017881331.1
OG0007680	XP_034170840.1	XP_017889795.1
OG0007681	XP_034184876.1	XP_017877655.1
OG0007682	XP_034193120.1	XP_017890542.1
OG0007683	XP_034172845.1	XP_017875971.1
OG0007684	XP_034180671.1	XP_017876196.1
OG0007685	XP_034183917.1	XP_017881237.1
OG0007686	XP_034195440.1	XP_017892740.1
OG0007687	XP_034192072.1	XP_017884470.1
OG0007688	XP_034182656.1	XP_017886088.1
OG0007689	XP_034172565.1	XP_017877103.2
OG0007690	XP_034184349.1	XP_017884753.1
OG0007691	XP_034184530.1	XP_017892037.1
OG0007692	XP_034177655.1	XP_017890193.1
OG0007693	XP_034185157.1	XP_017881513.1
OG0007694	XP_034188521.1	XP_017880642.1
OG0007695	XP_034188525.1	XP_017880646.1
OG0007696	XP_034188342.1	XP_017887721.1
OG0007697	XP_034171623.1	XP_017890320.1
OG0007698	XP_034182971.1	XP_026670190.1
OG0007699	XP_034189751.1	XP_026671227.1
OG0007700	XP_034184315.1	XP_017877498.1
OG0007701	XP_034185280.1	XP_017877234.1
OG0007702	XP_034190120.1	XP_017885779.1
OG0007703	XP_034181271.1	XP_017885500.1
OG0007704	XP_034188427.1	XP_017880815.1
OG0007705	XP_034191844.1	XP_026671605.1
OG0007706	XP_034181489.1	XP_017889658.1
OG0007707	XP_034188782.1	XP_017877027.1
OG0007708	XP_034186901.1	XP_017874992.1
OG0007709	XP_034171088.1	XP_017879359.1
OG0007710	XP_034175292.1	XP_017877122.1
OG0007711	XP_034179879.1	XP_017876972.1
OG0007712	XP_034188694.1	XP_017884303.1
OG0007713	XP_034193823.1	XP_026668488.1
OG0007714	XP_034182619.1	XP_017892837.1
OG0007715	XP_034177150.1	XP_017879521.1
OG0007716	XP_034195584.1	XP_017882939.2
OG0007717	XP_034176499.1	XP_017888333.1
OG0007718	XP_034185178.1	XP_017881452.1
OG0007719	XP_034179809.1	XP_017892314.1
OG0007720	XP_034192679.1	XP_017890068.1
OG0007721	XP_034177787.1	XP_017883052.1
OG0007722	XP_034191776.1	XP_017879509.1
OG0007723	XP_034186333.1	XP_017887819.1
OG0007724	XP_034187792.1	XP_017883972.1
OG0007725	XP_034193746.1	XP_017886414.1
OG0007726	XP_034191843.1	XP_017884584.1
OG0007727	XP_034190260.1	XP_017888810.1
OG0007728	XP_034188195.1	XP_017880698.1
OG0007729	XP_034188614.1	XP_017880604.1
OG0007730	XP_034186302.1	XP_017886569.1
OG0007731	XP_034182671.1	XP_017887289.1
OG0007732	XP_034193740.1	XP_017889932.1
OG0007733	XP_034193980.1	XP_017889851.1
OG0007734	XP_034183474.1	XP_017875046.1
OG0007735	XP_034172429.1	XP_017875804.1
OG0007736	XP_034193751.1	XP_017886417.1
OG0007737	XP_034177621.1	XP_017879479.2
OG0007738	XP_034176973.1	XP_017883128.1
OG0007739	XP_034178141.1	XP_026668689.1
OG0007740	XP_034172325.1	XP_017893125.1
OG0007741	XP_034181003.1	XP_017892251.1
OG0007742	XP_034180998.1	XP_017891155.1
OG0007743	XP_034174531.1	XP_017877799.1
OG0007744	XP_034182617.1	XP_017892300.1
OG0007745	XP_034192889.1	XP_026674309.1
OG0007746	XP_034181225.1	XP_017883182.1
OG0007747	XP_034193549.1	XP_017883288.1
OG0007748	XP_034177302.1	XP_017883066.1
OG0007749	XP_034177932.1	XP_017880929.1
OG0007750	XP_034191594.1	XP_017877238.1
OG0007751	XP_034172870.1	XP_017892054.1
OG0007752	XP_034182199.1	XP_017891814.1
OG0007753	XP_034182262.1	XP_017892432.1
OG0007754	XP_034187679.1	XP_017889854.1
OG0007755	XP_034172848.1	XP_017876135.1
OG0007756	XP_034188620.1	XP_026669886.1
OG0007757	XP_034193491.1	XP_017889916.1
OG0007758	XP_034186269.1	XP_017882640.1
OG0007759	XP_034187727.1	XP_017877164.1
OG0007760	XP_034184592.1	XP_017887878.1
OG0007761	XP_034190605.1	XP_017885220.1
OG0007762	XP_034196404.1	XP_026667845.1
OG0007763	XP_034175523.1	XP_017892902.1
OG0007764	XP_034180171.1	XP_017884994.1
OG0007765	XP_034190275.1	XP_017881446.1
OG0007766	XP_034190288.1	XP_017881475.1
OG0007767	XP_034195326.1	XP_017875049.1
OG0007768	XP_034173493.1	XP_017881046.1
OG0007769	XP_034189609.1	XP_017876486.1
OG0007770	XP_034187535.1	XP_017876457.1
OG0007771	XP_034178044.1	XP_017890348.1
OG0007772	XP_034183176.1	XP_017875364.1
OG0007773	XP_034184566.1	XP_017882725.2
OG0007774	XP_034182053.1	XP_017890355.1
OG0007775	XP_034184963.1	XP_017888752.1
OG0007776	XP_034172969.1	XP_017885192.1
OG0007777	XP_034195264.1	XP_017881605.1
OG0007778	XP_034195251.1	XP_017881600.1
OG0007779	XP_034189902.1	XP_017876581.1
OG0007780	XP_034189276.1	XP_017884222.1
OG0007781	XP_034189379.1	XP_026671407.1
OG0007782	XP_034183818.1	XP_017882135.1
OG0007783	XP_034189846.1	XP_017893367.1
OG0007784	XP_034189763.1	XP_017876732.1
OG0007785	XP_034189746.1	XP_017883896.1
OG0007786	XP_034183467.1	XP_017876636.1
OG0007787	XP_034183390.1	XP_026667596.1
OG0007788	XP_034183568.1	XP_017876649.1
OG0007789	XP_034176124.1	XP_026669434.1
OG0007790	XP_034175482.1	XP_026673006.1, XP_026673004.1
OG0007791	XP_034175676.1	XP_026669278.1
OG0007792	XP_034195442.1	XP_017881509.1
OG0007793	XP_034191030.1	XP_017881532.1
OG0007794	XP_034175580.1	XP_017892833.2
OG0007795	XP_034176042.1	XP_017876279.1
OG0007796	XP_034176564.1	XP_017878390.1
OG0007797	XP_034175924.1	XP_017878532.1
OG0007798	XP_034176531.1	XP_017878422.1
OG0007799	XP_034176538.1	XP_017878678.1
OG0007800	XP_034176537.1	XP_017878677.1
OG0007801	XP_034175205.1	XP_017878693.1
OG0007802	XP_034176079.1	XP_017878583.1
OG0007803	XP_034176095.1	XP_017878588.1
OG0007804	XP_034179071.1	XP_017882842.1
OG0007805	XP_034190706.1	XP_026670737.1
OG0007806	XP_034190832.1	XP_017882785.1
OG0007807	XP_034186396.1	XP_017880255.1
OG0007808	XP_034186734.1	XP_017877548.1
OG0007809	XP_034178002.1	XP_017890322.1
OG0007810	XP_034178596.1	XP_017890274.1
OG0007811	XP_034178107.1	XP_017891849.1
OG0007812	XP_034178239.1	XP_017893381.2
OG0007813	XP_034178131.1	XP_017877469.1
OG0007814	XP_034178189.1	XP_017883444.1
OG0007815	XP_034180682.1	XP_017882140.1
OG0007816	XP_034180755.1	XP_026670261.1
OG0007817	XP_034191693.1	XP_017888102.1
OG0007818	XP_034192087.1	XP_017890122.1
OG0007819	XP_034194050.1	XP_026675307.1
OG0007820	XP_034180357.1	XP_017888108.1
OG0007821	XP_034180388.1	XP_017888151.1
OG0007822	XP_034192009.1	XP_017875448.1
OG0007823	XP_034192112.1	XP_017877568.1
OG0007824	XP_034180579.1	XP_017884822.1
OG0007825	XP_034191650.1	XP_017884455.1
OG0007826	XP_034180249.1	XP_017881953.1
OG0007827	XP_034180078.1	XP_017884985.1
OG0007828	XP_034180147.1	XP_017885013.1
OG0007829	XP_034180789.1	XP_017884944.1
OG0007830	XP_034193618.1	XP_017886308.1
OG0007831	XP_034179534.1	XP_026674123.1
OG0007832	XP_034179475.1	XP_017887409.1
OG0007833	XP_034172675.1	XP_017879701.2
OG0007834	XP_034173091.1	XP_017889100.1
OG0007835	XP_034172211.1	XP_017875947.1
OG0007836	XP_034186284.1	XP_026672201.1
OG0007837	XP_034183837.1	XP_017875820.1
OG0007838	XP_034183607.1	XP_026673467.1
OG0007839	XP_034189848.1	XP_017887571.1
OG0007840	XP_034195749.1	XP_017885003.1
OG0007841	XP_034171986.1	XP_017884364.1
OG0007842	XP_034171984.1	XP_017884361.1
OG0007843	XP_034171757.1	XP_026671421.1
OG0007844	XP_034170977.1	XP_017884169.1
OG0007845	XP_034196615.1	XP_017879345.2
OG0007846	XP_034171023.1	XP_017892773.2
OG0007847	XP_034171022.1	XP_017892767.2
OG0007848	XP_034171458.1	XP_017893569.1
OG0007849	XP_034182542.1	XP_017882327.1
OG0007850	XP_034182590.1	XP_017887348.1
OG0007851	XP_034182216.1	XP_017887244.1
OG0007852	XP_034194242.1	XP_017880896.1
OG0007853	XP_034187600.1	XP_017878779.1
OG0007854	XP_034187697.1	XP_017881773.1
OG0007855	XP_034187528.1	XP_017893624.1
OG0007856	XP_034187502.1	XP_017893587.1
OG0007857	XP_034174585.1	XP_026668202.1
OG0007858	XP_034174087.1	XP_017877795.1
OG0007859	XP_034174093.1	XP_017881728.1
OG0007860	XP_034174197.1	XP_017875599.1
OG0007861	XP_034177359.1	XP_017879563.1
OG0007862	XP_034177163.1	XP_026669058.1
OG0007863	XP_034177452.1	XP_017890186.1
OG0007864	XP_034177504.1	XP_017891310.1
OG0007865	XP_034176816.1	XP_017879829.1
OG0007866	XP_034192633.1	XP_017883600.1
OG0007867	XP_034177315.1	XP_017876428.1
OG0007868	XP_034196302.1	XP_026669994.1
OG0007869	XP_034191237.1	XP_017881354.1
OG0007870	XP_034176510.1	XP_017885916.1
OG0007871	XP_034195985.1	XP_017882983.1
OG0007872	XP_034174206.1	XP_017878775.1
OG0007873	XP_034196602.1	XP_017887945.1
OG0007874	XP_034196274.1	XP_017887973.1
OG0007875	XP_034181456.1	XP_017892178.1
OG0007876	XP_034181592.1	XP_017892275.1
OG0007877	XP_034181288.1	XP_026672151.1
OG0007878	XP_034181116.1	XP_026672147.1
OG0007879	XP_034184817.1	XP_026673737.1
OG0007880	XP_034181090.1	XP_017885617.1
OG0007881	XP_034181055.1	XP_017892277.1
OG0007882	XP_034184870.1	XP_017888789.1
OG0007883	XP_034185490.1	XP_017888905.1
OG0007884	XP_034184509.1	XP_017889303.1
OG0007885	XP_034184515.1	XP_017889248.1
OG0007886	XP_034184247.1	XP_017881092.1
OG0007887	XP_034183980.1	XP_017884309.1
OG0007888	XP_034185591.1	XP_017887328.1
OG0007889	XP_034173877.1	XP_017879803.1
OG0007890	XP_034173991.1	XP_017881235.1
OG0007891	XP_034174137.1, XP_034174148.1	XP_017881190.1
OG0007892	XP_034196525.1	XP_026668002.1
OG0007893	XP_034185020.1	XP_017888742.1
OG0007894	XP_034175576.1	XP_017892862.1
OG0007895	XP_034189717.1	XP_017877007.1
OG0007896	XP_034189439.1	XP_017885694.1
OG0007898	XP_034192714.1	XP_017875872.2
OG0007899	XP_034174032.1	XP_017884980.1
OG0007900	XP_034174046.1	XP_017885016.1
OG0007901	XP_034190900.1	XP_017876861.1
OG0007902	XP_034184407.1	XP_017882265.1
OG0007903	XP_034172635.1	XP_017880798.1
OG0007904	XP_034180030.1	XP_017884667.1
OG0007905	XP_034184396.1	XP_017881206.1
OG0007906	XP_034174283.1	XP_017878059.1
OG0007907	XP_034192033.1	XP_017888144.1
OG0007908	XP_034173884.1	XP_017878039.1
OG0007909	XP_034191233.1	XP_017886651.1
OG0007910	XP_034196617.1	XP_017885466.1
OG0007911	XP_034190954.1	XP_017886866.1
OG0007912	XP_034193349.1	XP_017878695.1
OG0007913	XP_034178025.1	XP_017881545.1
OG0007914	XP_034186944.1	XP_017877210.1
OG0007915	XP_034191035.1	XP_026672712.1
OG0007916	XP_034183662.1	XP_017882205.1
OG0007917	XP_034179990.1	XP_017887175.1
OG0007918	XP_034187993.1	XP_017882606.1
OG0007919	XP_034187971.1	XP_017881616.1
OG0007920	XP_034179818.1	XP_017889887.1
OG0007921	XP_034173088.1	XP_017885253.1
OG0007922	XP_034172148.1	XP_017880404.1
OG0007923	XP_034172111.1	XP_017880386.1
OG0007924	XP_034189664.1	XP_017892123.1
OG0007925	XP_034188698.1	XP_017892893.1
OG0007926	XP_034190984.1	XP_017887060.1
OG0007927	XP_034193798.1	XP_017889467.1
OG0007928	XP_034185250.1	XP_026672959.1
OG0007930	XP_034176186.1	XP_017890579.1
OG0007931	XP_034180159.1	XP_017875007.1
OG0007932	XP_034179889.1	XP_017878298.1
OG0007933	XP_034189900.1	XP_017891002.1
OG0007934	XP_034179351.1	XP_017886439.1
OG0007935	XP_034179051.1	XP_017883309.1
OG0007936	XP_034182886.1	XP_017886916.1
OG0007937	XP_034180803.1	XP_017885781.1
OG0007938	XP_034183936.1	XP_017885139.1
OG0007939	XP_034184882.1	XP_017877641.1
OG0007940	XP_034194474.1	XP_017887327.1
OG0007941	XP_034193379.1	XP_017890489.1
OG0007942	XP_034196637.1	XP_017886839.1
OG0007943	XP_034192702.1	XP_017890075.1
OG0007944	XP_034188492.1	XP_017887309.1
OG0007945	XP_034188215.1	XP_026669731.1
OG0007946	XP_034182401.1	XP_017877506.1
OG0007947	XP_034193396.1	XP_017879027.1
OG0007948	XP_034184409.1	XP_017885437.1
OG0007949	XP_034173197.1	XP_026670050.1
OG0007950	XP_034188813.1	XP_017887550.1
OG0007951	XP_034174951.1	XP_017878964.1
OG0007952	XP_034181476.1	XP_017891233.1
OG0007953	XP_034184764.1	XP_026671016.1
OG0007954	XP_034187831.1	XP_026668312.1
OG0007955	XP_034173708.1	XP_017878069.1
OG0007956	XP_034171568.1	XP_026675116.1
OG0007957	XP_034190551.1	XP_017876040.1
OG0007958	XP_034185177.1	XP_017881514.1
OG0007959	XP_034182981.1	XP_017880250.1
OG0007960	XP_034175958.1	XP_017875809.1
OG0007961	XP_034185256.1	XP_017877302.1
OG0007962	XP_034188601.1	XP_017880787.1
OG0007963	XP_034175069.1	XP_017892305.2
OG0007964	XP_034171314.1	XP_017879240.1
OG0007965	XP_034183253.1	XP_017879916.1
OG0007966	XP_034189075.1	XP_017883273.1
OG0007967	XP_034189074.1	XP_017883272.1
OG0007968	XP_034173002.1	XP_017883362.1
OG0007969	XP_034182073.1	XP_017887739.1
OG0007970	XP_034188084.1	XP_017887154.1
OG0007971	XP_034172315.1	XP_017883329.1
OG0007972	XP_034182235.1	XP_026672916.1
OG0007973	XP_034181031.1	XP_017875829.1
OG0007974	XP_034194417.1	XP_017880766.1
OG0007975	XP_034180038.1	XP_026671788.1
OG0007976	XP_034190106.1	XP_017876688.1
OG0007977	XP_034186466.1	XP_017888255.2
OG0007978	XP_034192090.1	XP_017875523.1
OG0007979	XP_034182999.1	XP_017881812.1
OG0007980	XP_034186241.1	XP_017875746.1
OG0007981	XP_034183026.1	XP_017886648.1
OG0007982	XP_034185151.1	XP_017883387.1
OG0007983	XP_034179893.1	XP_017889747.1
OG0007984	XP_034184082.1	XP_017876973.1
OG0007985	XP_034172255.1	XP_017875310.1
OG0007986	XP_034177513.1	XP_017879873.1
OG0007987	XP_034193218.1	XP_017879924.1
OG0007988	XP_034176717.1	XP_017881102.1
OG0007989	XP_034174451.1	XP_017878816.1
OG0007990	XP_034186767.1	XP_017886851.1
OG0007991	XP_034174916.1	XP_017884700.1
OG0007992	XP_034189735.1	XP_026668432.1
OG0007993	XP_034187169.1	XP_017882613.1
OG0007994	XP_034188745.1	XP_017892539.1
OG0007995	XP_034182658.1	XP_017887278.1
OG0007996	XP_034188561.1	XP_017892448.1
OG0007997	XP_034189965.1	XP_017882064.1
OG0007998	XP_034192880.1	XP_017892056.1
OG0007999	XP_034177700.1	XP_017879573.1
OG0008000	XP_034171565.1	XP_017885941.1
OG0008001	XP_034195523.1	XP_017893026.1
OG0008002	XP_034171162.1	XP_026667546.1
OG0008003	XP_034173802.1	XP_017881011.1
OG0008004	XP_034174262.1	XP_017878732.1
OG0008005	XP_034172948.1	XP_017889111.1
OG0008006	XP_034182943.1	XP_017879446.1
OG0008007	XP_034182041.1	XP_017881634.1
OG0008008	XP_034188828.1	XP_017891284.1
OG0008009	XP_034192920.1	XP_017890212.1
OG0008010	XP_034184759.1	XP_017877270.1
OG0008011	XP_034189313.1	XP_017879363.1
OG0008012	XP_034193434.1	XP_026668810.1
OG0008013	XP_034177574.1	XP_017884271.1
OG0008014	XP_034188814.1	XP_017889856.1
OG0008015	XP_034184555.1	XP_017892066.1
OG0008016	XP_034173492.1	XP_017888970.1
OG0008017	XP_034182967.1	XP_017888488.1
OG0008018	XP_034170885.1	XP_026667816.1
OG0008019	XP_034186021.1	XP_017892814.1
OG0008020	XP_034179938.1	XP_017886410.1
OG0008021	XP_034183560.1	XP_017882098.1
OG0008023	XP_034195826.1	XP_017885284.1
OG0008024	XP_034175547.1	XP_017892861.1
OG0008025	XP_034185769.1	XP_017885830.2
OG0008026	XP_034188526.1	XP_017880630.1
OG0008027	XP_034188196.1	XP_026669630.1
OG0008028	XP_034177874.1	XP_017879884.1
OG0008029	XP_034182048.1	XP_017881632.2
OG0008030	XP_034180433.1	XP_017878875.1
OG0008031	XP_034176625.1	XP_017877028.1
OG0008032	XP_034189506.1	XP_026667682.1
OG0008033	XP_034191169.1	XP_017892686.1
OG0008034	XP_034191880.1	XP_017885042.1
OG0008035	XP_034192846.1	XP_017891096.1
OG0008036	XP_034178892.1	XP_026674212.1
OG0008037	XP_034178882.1	XP_017889816.1
OG0008038	XP_034195994.1	XP_017892722.1
OG0008039	XP_034177617.1	XP_017883127.1
OG0008040	XP_034176975.1	XP_017876203.1
OG0008041	XP_034184923.1	XP_017890266.2
OG0008042	XP_034187296.1	XP_017882190.1
OG0008043	XP_034196643.1	XP_017892664.2
OG0008044	XP_034196224.1	XP_017883295.2
OG0008045	XP_034188222.1	XP_017880977.1
OG0008046	XP_034176702.1	XP_026669247.1
OG0008047	XP_034172470.1	XP_017889173.1
OG0008048	XP_034185774.1	XP_017879141.1
OG0008049	XP_034181012.1	XP_017892291.1
OG0008050	XP_034191556.1	XP_017884583.1
OG0008051	XP_034196569.1	XP_017876906.1
OG0008052	XP_034192447.1	XP_017884323.1
OG0008053	XP_034187845.1	XP_017877362.1
OG0008054	XP_034181095.1	XP_017877345.1
OG0008055	XP_034180973.1	XP_017879783.1
OG0008056	XP_034188938.1	XP_017893210.1
OG0008057	XP_034188905.1	XP_017879279.1
OG0008058	XP_034192785.1	XP_017884398.1
OG0008059	XP_034183273.1	XP_017875891.1
OG0008060	XP_034193331.1	XP_017880398.1
OG0008061	XP_034193310.1	XP_026669423.1
OG0008062	XP_034186020.1	XP_017879149.1
OG0008063	XP_034171516.1	XP_017884276.1
OG0008064	XP_034184802.1	XP_017883439.1
OG0008066	XP_034185994.1	XP_017887738.1
OG0008068	XP_034174377.1	XP_017892470.1
OG0008069	XP_034182475.1	XP_017877467.1
OG0008070	XP_034182812.1	XP_017884029.1
OG0008071	XP_034193381.1	XP_017877602.1
OG0008072	XP_034193216.1	XP_017878402.1
OG0008073	XP_034191750.1	XP_026673376.1
OG0008074	XP_034194411.1	XP_017886164.1
OG0008075	XP_034186937.1	XP_017877180.1
OG0008076	XP_034185349.1	XP_017880084.1
OG0008077	XP_034181072.1	XP_017887859.1
OG0008078	XP_034190368.1	XP_017879537.1
OG0008079	XP_034173096.1	XP_017875715.1
OG0008080	XP_034187432.1	XP_017886365.1
OG0008081	XP_034187411.1	XP_026668579.1
OG0008082	XP_034172615.1	XP_017882972.1
OG0008083	XP_034186913.1	XP_017893657.1
OG0008085	XP_034172253.1	XP_017875889.1
OG0008086	XP_034187076.1	XP_017882612.1
OG0008087	XP_034190211.1, XP_034190212.1	XP_017881450.1, XP_017881449.1
OG0008088	XP_034180953.1	XP_017891109.1
OG0008089	XP_034172797.1	XP_017891013.1, XP_017875775.1
OG0008090	XP_034190539.1	XP_026667386.1
OG0008091	XP_034188660.1	XP_017877493.1
OG0008092	XP_034172874.1	XP_017881030.1
OG0008093	XP_034172869.1	XP_017881019.1
OG0008094	XP_034190229.1	XP_017878760.2
OG0008095	XP_034183133.1	XP_017880174.1
OG0008096	XP_034188382.1	XP_017885434.1
OG0008097	XP_034193485.1	XP_017884762.1
OG0008098	XP_034177552.1	XP_017883086.1
OG0008099	XP_034177545.1	XP_017883083.1
OG0008100	XP_034192030.1	XP_017875556.1
OG0008101	XP_034186856.1	XP_017883684.1
OG0008102	XP_034194512.1	XP_017880730.1
OG0008103	XP_034192216.1	XP_017890450.1
OG0008104	XP_034181066.1	XP_026675152.1
OG0008105	XP_034176558.1	XP_017889102.1
OG0008106	XP_034187135.1	XP_017888388.1
OG0008107	XP_034180000.1	XP_017889247.1
OG0008108	XP_034188736.1	XP_017880477.1
OG0008110	XP_034181291.1	XP_017891136.1
OG0008111	XP_034171506.1	XP_017884168.1
OG0008112	XP_034196659.1	XP_017880502.1
OG0008113	XP_034175687.1	XP_017892904.1
OG0008114	XP_034189114.1	XP_026675120.1
OG0008115	XP_034185493.1	XP_017888901.1
OG0008116	XP_034180758.1	XP_017885109.1
OG0008117	XP_034176962.1	XP_017887660.1
OG0008118	XP_034189814.1	XP_017883819.1
OG0008119	XP_034177174.1	XP_017887752.1
OG0008120	XP_034181404.1, XP_034181413.1	XP_017887698.1
OG0008121	XP_034193005.1	XP_017891375.1
OG0008122	XP_034189184.1	XP_026668452.1
OG0008123	XP_034196538.1	XP_017884006.1
OG0008124	XP_034196660.1	XP_017880578.1
OG0008125	XP_034195752.1	XP_017878456.1
OG0008126	XP_034181682.1	XP_017887358.1
OG0008127	XP_034183575.1	XP_017876707.1
OG0008128	XP_034180335.1	XP_017881940.1
OG0008129	XP_034196540.1	XP_017883995.1
OG0008130	XP_034177575.1	XP_026672449.1
OG0008131	XP_034179829.1	XP_017889407.1
OG0008132	XP_034172770.1	XP_026667434.1
OG0008133	XP_034171729.1	XP_017879353.1
OG0008134	XP_034196692.1	XP_017884275.1
OG0008135	XP_034174856.1	XP_017881701.1
OG0008136	XP_034185546.1	XP_017876185.1
OG0008137	XP_034179088.1	XP_017882846.1
OG0008138	XP_034194971.1	XP_017878993.1
OG0008139	XP_034181359.1	XP_017880301.1
OG0008140	XP_034195572.1	XP_017892760.1
OG0008141	XP_034187571.1	XP_017885692.1
OG0008142	XP_034190193.1	XP_017880059.1
OG0008143	XP_034181658.1	XP_017875865.1
OG0008144	XP_034184080.1	XP_017892298.1
OG0008145	XP_034192700.1	XP_017879618.1
OG0008146	XP_034194580.1	XP_017875217.1
OG0008147	XP_034187393.1	XP_017887875.1
OG0008148	XP_034194394.1	XP_017886048.1
OG0008149	XP_034188719.1	XP_026668944.1
OG0008150	XP_034170962.1	XP_017892662.1
OG0008151	XP_034172656.1	XP_017889346.1
OG0008152	XP_034183179.1	XP_017875362.1
OG0008153	XP_034186719.1	XP_017889969.1
OG0008154	XP_034182269.1	XP_017882450.1
OG0008155	XP_034182310.1	XP_017877533.1
OG0008156	XP_034173887.1	XP_017877949.2
OG0008157	XP_034180112.1	XP_017893666.1
